WP_002322728.1	MULTISPECIES: excisionase [Firmicutes] 
WP_007287359.1	stage III sporulation protein AA [Intestinibacter bartlettii] 
WP_007287360.1	phosphate acyltransferase [Intestinibacter bartlettii] 
WP_007287361.1	MULTISPECIES: 50S ribosomal protein L32 [Clostridiales] 
WP_007287362.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287363.1	acetate kinase [Intestinibacter bartlettii] 
WP_007287364.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287365.1	transporter [Intestinibacter bartlettii] 
WP_007287369.1	MULTISPECIES: 2-hydroxy-acid oxidase [Clostridiales] 
WP_007287370.1	electron transfer flavoprotein subunit alpha [Intestinibacter bartlettii] 
WP_007287374.1	lactate permease [Intestinibacter bartlettii] 
WP_007287375.1	GntR family transcriptional regulator [Intestinibacter bartlettii] 
WP_007287376.1	membrane protein [Intestinibacter bartlettii] 
WP_007287378.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287379.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287380.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287382.1	MULTISPECIES: pantetheine-phosphate adenylyltransferase [Clostridiales] 
WP_007287383.1	RNA methyltransferase [Intestinibacter bartlettii] 
WP_007287384.1	ATP-dependent DNA helicase RecG [Intestinibacter bartlettii] 
WP_007287385.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287386.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287388.1	WYL domain-containing protein [Intestinibacter bartlettii] 
WP_007287389.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287390.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287392.1	UDP-phosphate galactose phosphotransferase [Intestinibacter bartlettii] 
WP_007287393.1	glycosyl transferase [Intestinibacter bartlettii] 
WP_007287394.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287395.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287396.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287397.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287398.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287399.1	glycosyl transferase [Intestinibacter bartlettii] 
WP_007287400.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287401.1	glycosyl transferase [Intestinibacter bartlettii] 
WP_007287402.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287403.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287404.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287407.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287408.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287409.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287410.1	(4Fe-4S)-binding protein [Intestinibacter bartlettii] 
WP_007287412.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287413.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287414.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287419.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287421.1	hypothetical protein partial [Intestinibacter bartlettii] 
WP_007287422.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287423.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287424.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287425.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287426.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287427.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287429.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287430.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287431.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287432.1	coenzyme PQQ synthesis protein [Intestinibacter bartlettii] 
WP_007287433.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287434.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287435.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287437.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287438.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287440.1	UDP-glucose 4-epimerase [Intestinibacter bartlettii] 
WP_007287442.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287444.1	lipid II flippase MurJ [Intestinibacter bartlettii] 
WP_007287445.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287447.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287449.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287450.1	SAM-dependent methyltransferase [Intestinibacter bartlettii] 
WP_007287451.1	MULTISPECIES: phospholipase [Clostridiales] 
WP_007287452.1	MULTISPECIES: PTS sugar transporter subunit IIA [Clostridiales] 
WP_007287453.1	MULTISPECIES: phosphoenolpyruvate--protein phosphotransferase [Clostridiales] 
WP_007287454.1	poly-gamma-glutamate synthase PgsB [Intestinibacter bartlettii] 
WP_007287455.1	poly-gamma-glutamate biosynthesis protein PgsC [Intestinibacter bartlettii] 
WP_007287456.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287457.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287458.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287461.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287462.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287463.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287464.1	MULTISPECIES: ribonucleotide-diphosphate reductase [Clostridiales] 
WP_007287465.1	class 1b ribonucleoside-diphosphate reductase subunit beta [Intestinibacter bartlettii] 
WP_007287467.1	acetyltransferase [Intestinibacter bartlettii] 
WP_007287468.1	MULTISPECIES: transcriptional regulator [Clostridiales] 
WP_007287469.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287470.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287471.1	RpiR family transcriptional regulator [Intestinibacter bartlettii] 
WP_007287472.1	1-phosphofructokinase [Intestinibacter bartlettii] 
WP_007287473.1	PTS sugar transporter subunit IIA [Intestinibacter bartlettii] 
WP_007287474.1	fructose-bisphosphate aldolase [Intestinibacter bartlettii] 
WP_007287475.1	MULTISPECIES: (2Fe-2S)-binding protein [Clostridiales] 
WP_007287476.1	FprA family A-type flavoprotein [Intestinibacter bartlettii] 
WP_007287478.1	sodium:alanine symporter [Intestinibacter bartlettii] 
WP_007287479.1	YARHG domain-containing protein [Intestinibacter bartlettii] 
WP_007287480.1	MULTISPECIES: 30S ribosomal protein S4 [Clostridiales] 
WP_007287481.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287482.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287483.1	membrane protein [Intestinibacter bartlettii] 
WP_007287484.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287487.1	MULTISPECIES: DNA-deoxyinosine glycosylase [Clostridiales] 
WP_007287488.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287491.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287492.1	phosphoglycolate phosphatase [Intestinibacter bartlettii] 
WP_007287493.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287496.1	amidohydrolase [Intestinibacter bartlettii] 
WP_007287497.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287498.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287499.1	DNA-binding response regulator [Intestinibacter bartlettii] 
WP_007287500.1	peptidase M20 [Intestinibacter bartlettii] 
WP_007287501.1	magnesium-translocating P-type ATPase [Intestinibacter bartlettii] 
WP_007287502.1	transcriptional regulator [Intestinibacter bartlettii] 
WP_007287503.1	magnesium-translocating P-type ATPase [Intestinibacter bartlettii] 
WP_007287504.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287505.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287506.1	MULTISPECIES: serine hydroxymethyltransferase [Clostridiales] 
WP_007287507.1	MULTISPECIES: muramoyltetrapeptide carboxypeptidase [Clostridiales] 
WP_007287508.1	MULTISPECIES: hydrolase [Clostridiales] 
WP_007287509.1	MULTISPECIES: DNA-binding protein [Clostridiales] 
WP_007287510.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287511.1	MULTISPECIES: C4-dicarboxylate ABC transporter [Clostridiales] 
WP_007287512.1	MULTISPECIES: amidohydrolase [Clostridiales] 
WP_007287514.1	MULTISPECIES: two-component sensor histidine kinase [Clostridiales] 
WP_007287515.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287516.1	DNA-binding response regulator [Intestinibacter bartlettii] 
WP_007287517.1	5'/3'-nucleotidase SurE [Intestinibacter bartlettii] 
WP_007287518.1	membrane protein [Intestinibacter bartlettii] 
WP_007287519.1	4Fe-4S ferredoxin [Intestinibacter bartlettii] 
WP_007287520.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287521.1	two-component sensor histidine kinase [Intestinibacter bartlettii] 
WP_007287522.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287523.1	bacitracin ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_007287524.1	DNA-binding response regulator [Intestinibacter bartlettii] 
WP_007287525.1	amidohydrolase [Intestinibacter bartlettii] 
WP_007287527.1	hydroxylamine reductase [Intestinibacter bartlettii] 
WP_007287529.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287530.1	MarR family transcriptional regulator [Intestinibacter bartlettii] 
WP_007287531.1	multidrug transporter MatE [Intestinibacter bartlettii] 
WP_007287533.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287536.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287537.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287539.1	nitrilase [Intestinibacter bartlettii] 
WP_007287540.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287541.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287542.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287543.1	phosphomethylpyrimidine synthase [Intestinibacter bartlettii] 
WP_007287544.1	transcriptional regulator [Intestinibacter bartlettii] 
WP_007287545.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287546.1	ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_007287547.1	membrane protein [Intestinibacter bartlettii] 
WP_007287548.1	MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate synthase [Clostridiales] 
WP_007287549.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287550.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287553.1	MULTISPECIES: paraslipin [Clostridiales] 
WP_007287555.1	glucose-1-phosphate adenylyltransferase [Intestinibacter bartlettii] 
WP_007287556.1	glucose-1-phosphate adenylyltransferase [Intestinibacter bartlettii] 
WP_007287557.1	starch synthase [Intestinibacter bartlettii] 
WP_007287558.1	glycogen phosphorylase [Intestinibacter bartlettii] 
WP_007287560.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287563.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287564.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287566.1	RHS repeat-associated core domain-containing protein [Intestinibacter bartlettii] 
WP_007287567.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287568.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287572.1	MULTISPECIES: ABC transporter permease [Clostridiales] 
WP_007287576.1	4-alpha-glucanotransferase [Intestinibacter bartlettii] 
WP_007287578.1	sugar ABC transporter ATP-binding protein [Intestinibacter bartlettii] 
WP_007287579.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287580.1	arginine decarboxylase [Intestinibacter bartlettii] 
WP_007287581.1	thymidylate kinase [Intestinibacter bartlettii] 
WP_007287582.1	DNA polymerase III subunit delta' [Intestinibacter bartlettii] 
WP_007287583.1	MULTISPECIES: stage 0 sporulation protein [Clostridiales] 
WP_007287584.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287585.1	rRNA (cytidine-2'-O-)-methyltransferase [Intestinibacter bartlettii] 
WP_007287586.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287587.1	MULTISPECIES: AsnC family transcriptional regulator [Clostridiales] 
WP_007287588.1	MULTISPECIES: nicotinate phosphoribosyltransferase [Clostridiales] 
WP_007287590.1	MULTISPECIES: spore maturation protein [Clostridiales] 
WP_007287591.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287592.1	methionine--tRNA ligase [Intestinibacter bartlettii] 
WP_007287593.1	hydrolase TatD [Intestinibacter bartlettii] 
WP_007287594.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287595.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287596.1	ribonuclease M5 [Intestinibacter bartlettii] 
WP_007287597.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase [Intestinibacter bartlettii] 
WP_007287598.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287600.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287601.1	UDP-N-acetylmuramate--L-alanine ligase [Intestinibacter bartlettii] 
WP_007287602.1	pur operon repressor [Intestinibacter bartlettii] 
WP_007287604.1	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase [Intestinibacter bartlettii] 
WP_007287607.1	twitching motility protein PilT [Intestinibacter bartlettii] 
WP_007287608.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287610.1	transcription-repair coupling factor [Intestinibacter bartlettii] 
WP_007287612.1	MULTISPECIES: stage V sporulation protein T [Clostridiales] 
WP_007287613.1	MULTISPECIES: stage V sporulation protein B [Clostridiales] 
WP_007287614.1	MULTISPECIES: nucleotide pyrophosphohydrolase [Clostridiales] 
WP_007287615.1	MULTISPECIES: transcriptional regulator [Clostridiales] 
WP_007287617.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287620.1	exopolyphosphatase [Intestinibacter bartlettii] 
WP_007287621.1	stage II sporulation protein E [Intestinibacter bartlettii] 
WP_007287622.1	oligoendopeptidase F [Intestinibacter bartlettii] 
WP_007287623.1	MULTISPECIES: UTP--glucose-1-phosphate uridylyltransferase [Clostridiales] 
WP_007287624.1	fructose 1,6-bisphosphatase [Intestinibacter bartlettii] 
WP_007287625.1	transcription termination factor Rho [Intestinibacter bartlettii] 
WP_007287627.1	MULTISPECIES: membrane protein [Clostridiales] 
WP_007287630.1	MULTISPECIES: peptide chain release factor 1 [Clostridiales] 
WP_007287632.1	tRNA threonylcarbamoyladenosine biosynthesis protein [Intestinibacter bartlettii] 
WP_007287633.1	MULTISPECIES: ribose-5-phosphate isomerase [Clostridiales] 
WP_007287634.1	MULTISPECIES: uracil phosphoribosyltransferase [Clostridiales] 
WP_007287635.1	MULTISPECIES: ATP synthase [Clostridiales] 
WP_007287636.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287637.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287638.1	MULTISPECIES: F0F1 ATP synthase subunit C [Clostridiales] 
WP_007287639.1	ATP synthase F0 subunit B [Intestinibacter bartlettii] 
WP_007287640.1	MULTISPECIES: ATP synthase subunit delta [Clostridiales] 
WP_007287641.1	MULTISPECIES: ATP synthase subunit alpha [Clostridiales] 
WP_007287642.1	F0F1 ATP synthase subunit gamma [Intestinibacter bartlettii] 
WP_007287643.1	MULTISPECIES: ATP synthase subunit beta [Clostridiales] 
WP_007287644.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287646.1	MULTISPECIES: holo-ACP synthase [Clostridiales] 
WP_007287647.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287648.1	MULTISPECIES: antitoxin [Clostridiales] 
WP_007287650.1	MULTISPECIES: transketolase [Clostridiales] 
WP_007287651.1	transketolase [Intestinibacter bartlettii] 
WP_007287653.1	5-formyltetrahydrofolate cyclo-ligase [Intestinibacter bartlettii] 
WP_007287654.1	peptidase S41 [Intestinibacter bartlettii] 
WP_007287656.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287657.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287659.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287660.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287661.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287662.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287664.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287665.1	MULTISPECIES: molybdenum hydroxylase [Clostridiales] 
WP_007287666.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287667.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287668.1	aldehyde oxidase [Intestinibacter bartlettii] 
WP_007287669.1	MULTISPECIES: (2Fe-2S)-binding protein [Clostridiales] 
WP_007287670.1	MULTISPECIES: molybdopterin dehydrogenase [Clostridiales] 
WP_007287671.1	MULTISPECIES: uracil permease [Clostridiales] 
WP_007287672.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287673.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287674.1	hypothetical protein [Intestinibacter bartlettii] 
WP_007287675.1	MULTISPECIES: hypothetical protein [Clostridiales] 
WP_007287677.1	MULTISPECIES: DNA-binding protein [Clostridiales] 
WP_007287680.1	dehydrogenase [Intestinibacter bartlettii] 
WP_007287681.1	carbon-nitrogen hydrolase [Intestinibacter bartlettii] 
WP_007287682.1	transcriptional regulator [Intestinibacter bartlettii] 
WP_007287684.1	two-component sensor histidine kinase [Intestinibacter bartlettii] 
WP_007287685.1	hypothetical protein [Intestinibacter bartlettii] 
