gi|490423333|ref|WP_004295544.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426507|ref|WP_004298673.1|	MULTISPECIES: GTP-binding protein YchF [Bacteroides] 
gi|490426510|ref|WP_004298676.1|	oxidoreductase [Bacteroides ovatus] 
gi|490426512|ref|WP_004298678.1|	MULTISPECIES: prolipoprotein diacylglyceryl transferase [Bacteroides] 
gi|490426514|ref|WP_004298680.1|	DNA mismatch repair protein MutS [Bacteroides ovatus] 
gi|490426516|ref|WP_004298682.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426519|ref|WP_004298685.1|	alpha-1 2-mannosidase [Bacteroides ovatus] 
gi|490426521|ref|WP_004298687.1|	Ser/Thr phosphatase [Bacteroides ovatus] 
gi|490426524|ref|WP_004298690.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426527|ref|WP_004298693.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490426530|ref|WP_004298696.1|	ATPase AAA [Bacteroides ovatus] 
gi|490426532|ref|WP_004298698.1|	toxin [Bacteroides ovatus] 
gi|490426535|ref|WP_004298701.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426539|ref|WP_004298705.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426541|ref|WP_004298707.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426544|ref|WP_004298710.1|	leucyl-tRNA synthetase [Bacteroides ovatus] 
gi|490426548|ref|WP_004298714.1|	membrane protein [Bacteroides ovatus] 
gi|490426550|ref|WP_004298716.1|	deoxyribonucleoside-triphosphatase [Bacteroides ovatus] 
gi|490426553|ref|WP_004298719.1|	flagellar motor protein MotB [Bacteroides ovatus] 
gi|490426555|ref|WP_004298721.1|	MULTISPECIES: quinolinate synthetase [Bacteroides] 
gi|490426559|ref|WP_004298725.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426562|ref|WP_004298728.1|	MULTISPECIES: RNA methyltransferase [Bacteroides] 
gi|490426564|ref|WP_004298730.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426567|ref|WP_004298732.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426570|ref|WP_004298735.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426571|ref|WP_004298736.1|	MULTISPECIES: RNA polymerase sigma 70 [Bacteroides] 
gi|490426573|ref|WP_004298738.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426575|ref|WP_004298740.1|	TonB-linked outer membrane protein [Bacteroides ovatus] 
gi|490426578|ref|WP_004298743.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426580|ref|WP_004298745.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426584|ref|WP_004298749.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426586|ref|WP_004298751.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426588|ref|WP_004298753.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426591|ref|WP_004298756.1|	MULTISPECIES: Fe-S oxidoreductase [Bacteroides] 
gi|490426593|ref|WP_004298758.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426595|ref|WP_004298760.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426597|ref|WP_004298762.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426599|ref|WP_004298764.1|	histidine kinase [Bacteroides ovatus] 
gi|490426601|ref|WP_004298766.1|	9-O-acetylesterase [Bacteroides ovatus] 
gi|490426603|ref|WP_004298768.1|	TonB-linked outer membrane protein [Bacteroides ovatus] 
gi|490426605|ref|WP_004298770.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426607|ref|WP_004298772.1|	MULTISPECIES: heparinase [Bacteroides] 
gi|490426609|ref|WP_004298774.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426611|ref|WP_004298776.1|	glucuronyl hydrolase [Bacteroides ovatus] 
gi|490426613|ref|WP_004298778.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426615|ref|WP_004298780.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426617|ref|WP_004298782.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426619|ref|WP_004298784.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426621|ref|WP_004298786.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426623|ref|WP_004298788.1|	MULTISPECIES: XRE family transcriptional regulator [Bacteroides] 
gi|490426626|ref|WP_004298791.1|	phosphatidylinositol kinase [Bacteroides ovatus] 
gi|490426629|ref|WP_004298794.1|	toxin HipA [Bacteroides ovatus] 
gi|490426631|ref|WP_004298796.1|	transcriptional regulator [Bacteroides ovatus] 
gi|490426634|ref|WP_004298799.1|	hemolysin D [Bacteroides ovatus] 
gi|490426635|ref|WP_004298800.1|	multidrug transporter AcrB [Bacteroides ovatus] 
gi|490426638|ref|WP_004298803.1|	multidrug transporter [Bacteroides ovatus] 
gi|490426639|ref|WP_004298804.1|	sulfate permease [Bacteroides ovatus] 
gi|490426641|ref|WP_004298806.1|	MULTISPECIES: rubrerythrin [Bacteroides] 
gi|490426646|ref|WP_004298811.1|	MULTISPECIES: modification methylase [Bacteroides] 
gi|490426649|ref|WP_004298814.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426651|ref|WP_004298816.1|	MULTISPECIES: DNA methylase N-4 [Bacteroides] 
gi|490426653|ref|WP_004298818.1|	histidine kinase [Bacteroides ovatus] 
gi|490426655|ref|WP_004298820.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426658|ref|WP_004298823.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426660|ref|WP_004298825.1|	MULTISPECIES: TonB-linked outer membrane protein [Bacteroides] 
gi|490426661|ref|WP_004298826.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426664|ref|WP_004298829.1|	MFS transporter [Bacteroides ovatus] 
gi|490426666|ref|WP_004298831.1|	MULTISPECIES: glycosidase [Bacteroides] 
gi|490426669|ref|WP_004298834.1|	MULTISPECIES: L-aspartate oxidase [Bacteroides] 
gi|490426671|ref|WP_004298836.1|	MULTISPECIES: ABC transporter [Bacteroides] 
gi|490426674|ref|WP_004298839.1|	pyridine nucleotide-disulfide oxidoreductase [Bacteroides ovatus] 
gi|490426675|ref|WP_004298840.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426677|ref|WP_004298842.1|	peptidase M15 [Bacteroides ovatus] 
gi|490426678|ref|WP_004298843.1|	acetyl-CoA hydrolase [Bacteroides ovatus] 
gi|490426680|ref|WP_004298845.1|	ferrichrome ABC transporter substrate-binding protein [Bacteroides ovatus] 
gi|490426682|ref|WP_004298847.1|	MULTISPECIES: (dimethylallyl)adenosine tRNA methylthiotransferase [Bacteroides] 
gi|490426684|ref|WP_004298849.1|	transcriptional regulator [Bacteroides ovatus] 
gi|490426686|ref|WP_004298851.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426688|ref|WP_004298853.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426690|ref|WP_004298855.1|	DNA-binding protein [Bacteroides ovatus] 
gi|490426692|ref|WP_004298857.1|	N-acetylmuramoyl-L-alanine amidase [Bacteroides ovatus] 
gi|490426695|ref|WP_004298860.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426697|ref|WP_004298862.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426698|ref|WP_004298863.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426700|ref|WP_004298865.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426702|ref|WP_004298867.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426703|ref|WP_004298868.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426705|ref|WP_004298870.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426707|ref|WP_004298872.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426709|ref|WP_004298874.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426711|ref|WP_004298876.1|	methyltransferase [Bacteroides ovatus] 
gi|490426714|ref|WP_004298879.1|	MULTISPECIES: cell division protein FtsX [Bacteroides] 
gi|490426716|ref|WP_004298881.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490426719|ref|WP_004298884.1|	UDP pyrophosphate phosphatase [Bacteroides ovatus] 
gi|490426721|ref|WP_004298886.1|	MULTISPECIES: tRNA pseudouridine synthase B [Bacteroides] 
gi|490426724|ref|WP_004298889.1|	MULTISPECIES: S-adenosylmethionine tRNA ribosyltransferase [Bacteroides] 
gi|490426726|ref|WP_004298891.1|	MULTISPECIES: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [Bacteroides] 
gi|490426728|ref|WP_004298893.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426730|ref|WP_004298895.1|	MULTISPECIES: S-adenosylmethionine synthetase [Bacteroides] 
gi|490426732|ref|WP_004298897.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426734|ref|WP_004298899.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426736|ref|WP_004298901.1|	lysine decarboxylase [Bacteroides ovatus] 
gi|490426738|ref|WP_004298903.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490426740|ref|WP_004298905.1|	uroporphyrinogen-III synthase [Bacteroides ovatus] 
gi|490426743|ref|WP_004298908.1|	MULTISPECIES: ribonuclease P [Bacteroides] 
gi|490426744|ref|WP_004298909.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490426746|ref|WP_004298911.1|	TatD family hydrolase [Bacteroides ovatus] 
gi|490426748|ref|WP_004298913.1|	tyrosyl-tRNA synthetase [Bacteroides ovatus] 
gi|490426750|ref|WP_004298915.1|	transposase [Bacteroides ovatus] 
gi|490426766|ref|WP_004298931.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426767|ref|WP_004298932.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426768|ref|WP_004298933.1|	integrase [Bacteroides ovatus] 
gi|490426769|ref|WP_004298934.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426770|ref|WP_004298935.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426771|ref|WP_004298936.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426773|ref|WP_004298938.1|	MULTISPECIES: thiamine-monophosphate kinase [Bacteroides] 
gi|490426775|ref|WP_004298940.1|	MULTISPECIES: purine nucleoside phosphorylase [Bacteroides] 
gi|490426776|ref|WP_004298941.1|	MULTISPECIES: tetraacyldisaccharide 4'-kinase [Bacteroides] 
gi|490426778|ref|WP_004298943.1|	endopeptidase IV [Bacteroides ovatus] 
gi|490426780|ref|WP_004298945.1|	histidine acid phosphatase [Bacteroides ovatus] 
gi|490426782|ref|WP_004298947.1|	alpha-1 2-mannosidase [Bacteroides ovatus] 
gi|490426784|ref|WP_004298949.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426786|ref|WP_004298951.1|	MULTISPECIES: RNA polymerase subunit sigma-70 [Bacteroides] 
gi|490426788|ref|WP_004298953.1|	TonB-linked outer membrane protein [Bacteroides ovatus] 
gi|490426791|ref|WP_004298956.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426793|ref|WP_004298958.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426795|ref|WP_004298960.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426797|ref|WP_004298962.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426798|ref|WP_004298963.1|	beta-N-acetylglucosaminidase [Bacteroides ovatus] 
gi|490426800|ref|WP_004298965.1|	RNA polymerase sigma 70 [Bacteroides ovatus] 
gi|490426803|ref|WP_004298967.1|	anti-sigma factor [Bacteroides ovatus] 
gi|490426805|ref|WP_004298969.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426807|ref|WP_004298971.1|	TonB-linked outer membrane protein [Bacteroides ovatus] 
gi|490426809|ref|WP_004298973.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426811|ref|WP_004298975.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426813|ref|WP_004298977.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426815|ref|WP_004298979.1|	beta-D-glucoside glucohydrolase [Bacteroides ovatus] 
gi|490426816|ref|WP_004298980.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426819|ref|WP_004298983.1|	hexokinase [Bacteroides ovatus] 
gi|490424972|ref|WP_004297151.1|	transposase [Bacteroides ovatus] 
gi|490426821|ref|WP_004298985.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426823|ref|WP_004298987.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426827|ref|WP_004298991.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426830|ref|WP_004298994.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426832|ref|WP_004298996.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426836|ref|WP_004299000.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426839|ref|WP_004299003.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426841|ref|WP_004299005.1|	hydrolase [Bacteroides ovatus] 
gi|490426843|ref|WP_004299007.1|	glycoside hydrolase [Bacteroides ovatus] 
gi|490426845|ref|WP_004299009.1|	transcriptional antiterminator [Bacteroides ovatus] 
gi|490426848|ref|WP_004299012.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426850|ref|WP_004299014.1|	ATPase [Bacteroides ovatus] 
gi|490426853|ref|WP_004299017.1|	potassium-transporting ATPase subunit A [Bacteroides ovatus] 
gi|490426856|ref|WP_004299020.1|	potassium-transporting ATPase subunit B [Bacteroides ovatus] 
gi|490426859|ref|WP_004299023.1|	potassium transporter KtrB [Bacteroides ovatus] 
gi|490426863|ref|WP_004299027.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426865|ref|WP_004299029.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426867|ref|WP_004299031.1|	histidine kinase [Bacteroides ovatus] 
gi|490426871|ref|WP_004299035.1|	MULTISPECIES: GMP synthase [Bacteroides] 
gi|490426874|ref|WP_004299038.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426876|ref|WP_004299040.1|	integrase [Bacteroides ovatus] 
gi|490426880|ref|WP_004299044.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426881|ref|WP_004299045.1|	DNA-binding protein [Bacteroides ovatus] 
gi|490426884|ref|WP_004299048.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426887|ref|WP_004299051.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426890|ref|WP_004299054.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426892|ref|WP_004299056.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426896|ref|WP_004299060.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426898|ref|WP_004299062.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426900|ref|WP_004299064.1|	regulator [Bacteroides ovatus] 
gi|490426903|ref|WP_004299067.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426906|ref|WP_004299070.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426909|ref|WP_004299073.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426911|ref|WP_004299075.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426914|ref|WP_004299078.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426917|ref|WP_004299081.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426919|ref|WP_004299083.1|	membrane protein [Bacteroides ovatus] 
gi|490426921|ref|WP_004299085.1|	MULTISPECIES: 3,4-dihydroxy-2-butanone 4-phosphate synthase [Bacteroides] 
gi|490426926|ref|WP_004299090.1|	aspartate aminotransferase [Bacteroides ovatus] 
gi|488622446|ref|WP_002559159.1|	MULTISPECIES: 4Fe-4S ferredoxin [Bacteroides] 
gi|490426949|ref|WP_004299113.1|	MULTISPECIES: homoserine O-succinyltransferase [Bacteroides] 
gi|490426951|ref|WP_004299114.1|	protease [Bacteroides ovatus] 
gi|490426952|ref|WP_004299115.1|	membrane protein [Bacteroides ovatus] 
gi|490426953|ref|WP_004299116.1|	acetyltransferase [Bacteroides ovatus] 
gi|490424223|ref|WP_004296414.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426954|ref|WP_004299117.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426955|ref|WP_004299118.1|	transposase [Bacteroides ovatus] 
gi|490426956|ref|WP_004299119.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426957|ref|WP_004299120.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426958|ref|WP_004299121.1|	TonB-denpendent receptor [Bacteroides ovatus] 
gi|490426959|ref|WP_004299122.1|	LuxR family transcriptional regulator [Bacteroides ovatus] 
gi|490426960|ref|WP_004299123.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426961|ref|WP_004299124.1|	DNA repair protein RadA [Bacteroides ovatus] 
gi|490426962|ref|WP_004299125.1|	1-alkyl-2-acetylglycerophosphocholine esterase [Bacteroides ovatus] 
gi|490426963|ref|WP_004299126.1|	MULTISPECIES: aspartokinase [Bacteroides] 
gi|490426964|ref|WP_004299127.1|	MULTISPECIES: phosphoglycerate mutase [Bacteroides] 
gi|490426965|ref|WP_004299128.1|	threonine synthase [Bacteroides ovatus] 
gi|490426966|ref|WP_004299129.1|	thiamine pyrophosphokinase [Bacteroides ovatus] 
gi|490426967|ref|WP_004299130.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|490426968|ref|WP_004299131.1|	TonB-dependent receptor [Bacteroides ovatus] 
gi|490426969|ref|WP_004299132.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426970|ref|WP_004299133.1|	MULTISPECIES: mechanosensitive ion channel protein [Bacteroides] 
gi|490426971|ref|WP_004299134.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426972|ref|WP_004299135.1|	MULTISPECIES: O-acetylhomoserine aminocarboxypropyltransferase [Bacteroides] 
gi|490426973|ref|WP_004299136.1|	MULTISPECIES: AsnC family transcriptional regulator [Bacteroides] 
gi|490426974|ref|WP_004299137.1|	acetyltransferase [Bacteroides ovatus] 
gi|490426975|ref|WP_004299138.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426976|ref|WP_004299139.1|	MULTISPECIES: cation transporter [Bacteroides] 
gi|490426977|ref|WP_004299140.1|	MULTISPECIES: MarR family transcriptional regulator [Bacteroides] 
gi|490426978|ref|WP_004299141.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426979|ref|WP_004299142.1|	MULTISPECIES: aminotransferase [Bacteroides] 
gi|490426980|ref|WP_004299143.1|	GntR family transcriptional regulator [Bacteroides ovatus] 
gi|490426981|ref|WP_004299144.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426982|ref|WP_004299145.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426983|ref|WP_004299146.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426984|ref|WP_004299147.1|	transcriptional regulator [Bacteroides ovatus] 
gi|490426985|ref|WP_004299148.1|	transcriptional regulator [Bacteroides ovatus] 
gi|490426986|ref|WP_004299149.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426987|ref|WP_004299150.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426988|ref|WP_004299151.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426989|ref|WP_004299152.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426990|ref|WP_004299153.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490426991|ref|WP_004299154.1|	sodium:proton antiporter [Bacteroides ovatus] 
gi|490426992|ref|WP_004299155.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426993|ref|WP_004299156.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426994|ref|WP_004299157.1|	MULTISPECIES: cyclic nucleotide-binding protein [Bacteroides] 
gi|490426995|ref|WP_004299158.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426996|ref|WP_004299159.1|	cation transporter [Bacteroides ovatus] 
gi|490426997|ref|WP_004299160.1|	histidine kinase [Bacteroides ovatus] 
gi|490426998|ref|WP_004299161.1|	hypothetical protein [Bacteroides ovatus] 
gi|490426999|ref|WP_004299162.1|	MULTISPECIES: choloylglycine hydrolase [Bacteroides] 
gi|490427000|ref|WP_004299163.1|	DNA-binding protein [Bacteroides ovatus] 
gi|490427001|ref|WP_004299164.1|	helicase [Bacteroides ovatus] 
gi|490427002|ref|WP_004299165.1|	MULTISPECIES: methylated-DNA--protein-cysteine methyltransferase [Bacteroides] 
gi|490427003|ref|WP_004299166.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490427004|ref|WP_004299167.1|	starch-binding protein [Bacteroides ovatus] 
gi|490427005|ref|WP_004299168.1|	collagen-binding protein [Bacteroides ovatus] 
gi|490427006|ref|WP_004299169.1|	MULTISPECIES: XRE family transcriptional regulator [Bacteroides] 
gi|490427007|ref|WP_004299170.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|490427008|ref|WP_004299171.1|	hypothetical protein [Bacteroides ovatus] 
gi|490427009|ref|WP_004299172.1|	hypothetical protein [Bacteroides ovatus] 
gi|490427010|ref|WP_004299173.1|	hypothetical protein [Bacteroides ovatus] 
gi|490427011|ref|WP_004299174.1|	permease [Bacteroides ovatus] 
gi|490427012|ref|WP_004299175.1|	MULTISPECIES: thymidine kinase [Bacteroides] 
gi|490427013|ref|WP_004299176.1|	hypothetical protein [Bacteroides ovatus] 
gi|490427014|ref|WP_004299177.1|	MULTISPECIES: 16S rRNA methyltransferase [Bacteroides] 
gi|490427015|ref|WP_004299178.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|490427016|ref|WP_004299179.1|	MULTISPECIES: haloacid dehalogenase [Bacteroides] 
gi|490427017|ref|WP_004299180.1|	hypothetical protein [Bacteroides ovatus] 
gi|490427018|ref|WP_004299181.1|	antibiotic resistance protein MarC [Bacteroides ovatus] 
