gi|491472322|ref|WP_005330076.1|	hypothetical protein partial [Dorea formicigenerans] 
gi|491475702|ref|WP_005333443.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475709|ref|WP_005333450.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475711|ref|WP_005333452.1|	MULTISPECIES: ABC transporter ATP-binding protein [Clostridiales] 
gi|491475713|ref|WP_005333454.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475715|ref|WP_005333456.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475717|ref|WP_005333458.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475719|ref|WP_005333460.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475721|ref|WP_005333462.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475723|ref|WP_005333464.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475725|ref|WP_005333466.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475727|ref|WP_005333468.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475728|ref|WP_005333469.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475730|ref|WP_005333471.1|	MULTISPECIES: XRE family transcriptional regulator [Clostridiales] 
gi|491475732|ref|WP_005333473.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475734|ref|WP_005333475.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475736|ref|WP_005333477.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475738|ref|WP_005333479.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475740|ref|WP_005333481.1|	MULTISPECIES: XRE family transcriptional regulator [Lachnospiraceae] 
gi|491475742|ref|WP_005333483.1|	bacitracin ABC transporter ATP-binding protein [Dorea formicigenerans] 
gi|491475743|ref|WP_005333484.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475745|ref|WP_005333486.1|	MULTISPECIES: histidine kinase [Clostridiales] 
gi|491475746|ref|WP_005333487.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475748|ref|WP_005333489.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475750|ref|WP_005333491.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475753|ref|WP_005333494.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|491475755|ref|WP_005333496.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475757|ref|WP_005333498.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475759|ref|WP_005333500.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475761|ref|WP_005333502.1|	MULTISPECIES: cell division protein [Clostridiales] 
gi|491475763|ref|WP_005333504.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475764|ref|WP_005333505.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475765|ref|WP_005333506.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475766|ref|WP_005333507.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475767|ref|WP_005333508.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475768|ref|WP_005333509.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475770|ref|WP_005333511.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475773|ref|WP_005333514.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475776|ref|WP_005333517.1|	MULTISPECIES: peptidase M23 [Clostridiales] 
gi|491475779|ref|WP_005333520.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475781|ref|WP_005333522.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475783|ref|WP_005333524.1|	MULTISPECIES: fimbrial protein [Clostridiales] 
gi|491475785|ref|WP_005333526.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475787|ref|WP_005333528.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475788|ref|WP_005333529.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475789|ref|WP_005333530.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475790|ref|WP_005333531.1|	MULTISPECIES: oxaloacetate decarboxylase [Clostridiales] 
gi|491475791|ref|WP_005333532.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475792|ref|WP_005333533.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|491475793|ref|WP_005333534.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475795|ref|WP_005333536.1|	MULTISPECIES: ABC transporter ATP-binding protein [Clostridiales] 
gi|491475796|ref|WP_005333537.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475797|ref|WP_005333538.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475798|ref|WP_005333539.1|	ATPase [Dorea formicigenerans] 
gi|491475799|ref|WP_005333540.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475800|ref|WP_005333541.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475802|ref|WP_005333543.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475804|ref|WP_005333545.1|	MULTISPECIES: MerR family transcriptional regulator [Clostridiales] 
gi|491475806|ref|WP_005333547.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491475810|ref|WP_005333551.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475811|ref|WP_005333552.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475812|ref|WP_005333553.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475813|ref|WP_005333554.1|	XRE family transcriptional regulator [Dorea formicigenerans] 
gi|491475814|ref|WP_005333555.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|491475815|ref|WP_005333556.1|	recombinase [Dorea formicigenerans] 
gi|491475816|ref|WP_005333557.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475818|ref|WP_005333559.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475819|ref|WP_005333560.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475820|ref|WP_005333561.1|	recombinase [Dorea formicigenerans] 
gi|491475821|ref|WP_005333562.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475822|ref|WP_005333563.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475823|ref|WP_005333564.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475824|ref|WP_005333565.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475825|ref|WP_005333566.1|	DNA adenine methylase [Dorea formicigenerans] 
gi|491475826|ref|WP_005333567.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475827|ref|WP_005333568.1|	DNA methyltransferase [Dorea formicigenerans] 
gi|491475828|ref|WP_005333569.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475829|ref|WP_005333570.1|	type II restriction endonuclease [Dorea formicigenerans] 
gi|491475832|ref|WP_005333573.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475833|ref|WP_005333574.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475836|ref|WP_005333577.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475838|ref|WP_005333579.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475840|ref|WP_005333581.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475842|ref|WP_005333583.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475844|ref|WP_005333585.1|	transposase [Dorea formicigenerans] 
gi|491475845|ref|WP_005333586.1|	multidrug transporter MatE [Dorea formicigenerans] 
gi|491475846|ref|WP_005333587.1|	2-isopropylmalate synthase [Dorea formicigenerans] 
gi|491475847|ref|WP_005333588.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475848|ref|WP_005333589.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475849|ref|WP_005333590.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475850|ref|WP_005333591.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475851|ref|WP_005333592.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475853|ref|WP_005333594.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475856|ref|WP_005333597.1|	MULTISPECIES: prevent-host-death protein [Lachnospiraceae] 
gi|491475863|ref|WP_005333604.1|	toxin RelE [Dorea formicigenerans] 
gi|491475864|ref|WP_005333605.1|	XRE family transcriptional regulator [Dorea formicigenerans] 
gi|491475866|ref|WP_005333607.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475867|ref|WP_005333608.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491475869|ref|WP_005333610.1|	hydrolase [Dorea formicigenerans] 
gi|491475870|ref|WP_005333611.1|	gluconate:proton symporter [Dorea formicigenerans] 
gi|491475872|ref|WP_005333613.1|	MULTISPECIES: hydantoinase [Dorea] 
gi|491475874|ref|WP_005333615.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475876|ref|WP_005333617.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491475878|ref|WP_005333619.1|	mannonate dehydratase [Dorea formicigenerans] 
gi|491475880|ref|WP_005333621.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475888|ref|WP_005333629.1|	MULTISPECIES: D-ribose transporter ATP binding protein [Dorea] 
gi|491475902|ref|WP_005333643.1|	galactoside ABC transporter permease [Dorea formicigenerans] 
gi|491475904|ref|WP_005333645.1|	chemotaxis protein CheY [Dorea formicigenerans] 
gi|491475906|ref|WP_005333647.1|	histidine kinase [Dorea formicigenerans] 
gi|491475907|ref|WP_005333648.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475908|ref|WP_005333649.1|	sugar ABC transporter substrate-binding protein [Dorea formicigenerans] 
gi|491475909|ref|WP_005333650.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475910|ref|WP_005333651.1|	galactokinase [Dorea formicigenerans] 
gi|491475911|ref|WP_005333652.1|	galactose-1-phosphate uridylyltransferase [Dorea formicigenerans] 
gi|491475912|ref|WP_005333653.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475913|ref|WP_005333654.1|	polar amino acid ABC transporter permease [Dorea formicigenerans] 
gi|491475914|ref|WP_005333655.1|	amino acid ABC transporter permease [Dorea formicigenerans] 
gi|491475916|ref|WP_005333657.1|	glutamine ABC transporter ATP-binding protein [Dorea formicigenerans] 
gi|491475917|ref|WP_005333658.1|	amino acid ABC transporter substrate-binding protein [Dorea formicigenerans] 
gi|491475918|ref|WP_005333659.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475919|ref|WP_005333660.1|	exonuclease [Dorea formicigenerans] 
gi|491475920|ref|WP_005333661.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475921|ref|WP_005333662.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475922|ref|WP_005333663.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475923|ref|WP_005333664.1|	MULTISPECIES: hypothetical protein [Dorea] 
gi|491475924|ref|WP_005333665.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475930|ref|WP_005333671.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475937|ref|WP_005333678.1|	rRNA methyltransferase [Dorea formicigenerans] 
gi|491475939|ref|WP_005333680.1|	glutaredoxin [Dorea formicigenerans] 
gi|491475941|ref|WP_005333682.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475943|ref|WP_005333684.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475945|ref|WP_005333686.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475946|ref|WP_005333687.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475948|ref|WP_005333689.1|	carbon starvation protein CstA [Dorea formicigenerans] 
gi|491475950|ref|WP_005333691.1|	crystallin [Dorea formicigenerans] 
gi|491475952|ref|WP_005333693.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475953|ref|WP_005333694.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475954|ref|WP_005333695.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475955|ref|WP_005333696.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475956|ref|WP_005333697.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475957|ref|WP_005333698.1|	membrane protein [Dorea formicigenerans] 
gi|491475958|ref|WP_005333699.1|	tetrahydrofolate synthase [Dorea formicigenerans] 
gi|491475960|ref|WP_005333701.1|	GTP cyclohydrolase I [Dorea formicigenerans] 
gi|491475962|ref|WP_005333703.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475963|ref|WP_005333704.1|	dihydropteroate synthase [Dorea formicigenerans] 
gi|491475965|ref|WP_005333706.1|	MULTISPECIES: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [Dorea] 
gi|491475967|ref|WP_005333708.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475969|ref|WP_005333710.1|	phosphoserine phosphatase [Dorea formicigenerans] 
gi|491475971|ref|WP_005333712.1|	DNA-binding protein [Dorea formicigenerans] 
gi|491475973|ref|WP_005333714.1|	multidrug transporter [Dorea formicigenerans] 
gi|490982357|ref|WP_004844113.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490982356|ref|WP_004844112.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491475976|ref|WP_005333717.1|	XRE family transcriptional regulator [Dorea formicigenerans] 
gi|491475978|ref|WP_005333719.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475980|ref|WP_005333721.1|	transcriptional regulator [Dorea formicigenerans] 
gi|491475982|ref|WP_005333723.1|	MerR family transcripitonal regulator [Dorea formicigenerans] 
gi|490982351|ref|WP_004844107.1|	MULTISPECIES: integrase [Lachnospiraceae] 
gi|491475984|ref|WP_005333725.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475986|ref|WP_005333727.1|	haloacid dehalogenase [Dorea formicigenerans] 
gi|491475988|ref|WP_005333729.1|	MULTISPECIES: transcription elongation factor GreA [Dorea] 
gi|491475990|ref|WP_005333731.1|	hypothetical protein [Dorea formicigenerans] 
gi|491475991|ref|WP_005333732.1|	hydroxyethylthiazole kinase [Dorea formicigenerans] 
gi|491475993|ref|WP_005333734.1|	thiamine-phosphate pyrophosphorylase [Dorea formicigenerans] 
gi|491475995|ref|WP_005333736.1|	phosphatase [Dorea formicigenerans] 
gi|491475996|ref|WP_005333737.1|	phosphomethylpyrimidine kinase [Dorea formicigenerans] 
gi|491475997|ref|WP_005333738.1|	hydrogenase expression protein [Dorea formicigenerans] 
gi|491475999|ref|WP_005333740.1|	6-phosphofructokinase [Dorea formicigenerans] 
gi|491476006|ref|WP_005333747.1|	glycosyl transferase [Dorea formicigenerans] 
gi|491476008|ref|WP_005333749.1|	permease [Dorea formicigenerans] 
gi|491476010|ref|WP_005333751.1|	rubrerythrin [Dorea formicigenerans] 
gi|491476012|ref|WP_005333753.1|	peptidase S8 [Dorea formicigenerans] 
gi|491476014|ref|WP_005333755.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491476017|ref|WP_005333758.1|	MULTISPECIES: primase [Lachnospiraceae] 
gi|491476018|ref|WP_005333759.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476019|ref|WP_005333760.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491476020|ref|WP_005333761.1|	MULTISPECIES: DNA-binding protein [Lachnospiraceae] 
gi|491476023|ref|WP_005333764.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476025|ref|WP_005333766.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476026|ref|WP_005333767.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491476027|ref|WP_005333768.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491476028|ref|WP_005333769.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476029|ref|WP_005333770.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491476030|ref|WP_005333771.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476031|ref|WP_005333772.1|	MULTISPECIES: AraC family transcriptional regulator [Lachnospiraceae] 
gi|491476034|ref|WP_005333775.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|491476038|ref|WP_005333779.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|491476040|ref|WP_005333781.1|	ABC transporter [Dorea formicigenerans] 
gi|491476042|ref|WP_005333783.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491476043|ref|WP_005333784.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491476047|ref|WP_005333788.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476049|ref|WP_005333790.1|	ABC transporter ATP-binding protein [Dorea formicigenerans] 
gi|491476050|ref|WP_005333791.1|	MULTISPECIES: multidrug ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|491476051|ref|WP_005333792.1|	XRE family transcriptional regulator [Dorea formicigenerans] 
gi|491476052|ref|WP_005333793.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|491476054|ref|WP_005333795.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476056|ref|WP_005333797.1|	hypothetical protein [Dorea formicigenerans] 
gi|488632505|ref|WP_002569190.1|	MULTISPECIES: recombinase [Clostridiales] 
gi|490751353|ref|WP_004613661.1|	MULTISPECIES: transposase [Firmicutes] 
gi|488632504|ref|WP_002569189.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|490751354|ref|WP_004613662.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|491476059|ref|WP_005333800.1|	hypothetical protein [Dorea formicigenerans] 
gi|490751355|ref|WP_004613663.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632502|ref|WP_002569187.1|	MULTISPECIES: 23S rRNA methyltransferase [Firmicutes] 
gi|488659819|ref|WP_002588768.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|488632501|ref|WP_002569186.1|	MULTISPECIES: DNA-binding protein [Firmicutes] 
gi|488632500|ref|WP_002569185.1|	MULTISPECIES: mobilization protein [Bacteria] 
gi|488632499|ref|WP_002569184.1|	MULTISPECIES: endonuclease [Firmicutes] 
gi|490751357|ref|WP_004613665.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632497|ref|WP_002569182.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490745657|ref|WP_004607965.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632495|ref|WP_002569180.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632494|ref|WP_002569179.1|	MULTISPECIES: antirestriction protein ArdA [Firmicutes] 
gi|488632493|ref|WP_002569178.1|	MULTISPECIES: DNA topoisomerase III [Firmicutes] 
gi|488632491|ref|WP_002569176.1|	MULTISPECIES: cell surface protein [Firmicutes] 
gi|488632490|ref|WP_002569175.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632489|ref|WP_002569174.1|	MULTISPECIES: conjugal transfer protein [Firmicutes] 
gi|488632488|ref|WP_002569173.1|	MULTISPECIES: DNA methylase N-4 [Clostridiales] 
gi|488632487|ref|WP_002569172.1|	MULTISPECIES: conjugal transfer protein TraE [Clostridiales] 
gi|488632486|ref|WP_002569171.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488666344|ref|WP_002595174.1|	MULTISPECIES: membrane protein [Firmicutes] 
gi|488632483|ref|WP_002569168.1|	MULTISPECIES: conjugative transfer protein [Firmicutes] 
gi|488632482|ref|WP_002569167.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632481|ref|WP_002569166.1|	MULTISPECIES: conjugal transfer protein TraG [Firmicutes] 
gi|488632480|ref|WP_002569165.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632479|ref|WP_002569164.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|488632478|ref|WP_002569163.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|491476070|ref|WP_005333811.1|	recombinase [Dorea formicigenerans] 
gi|491476073|ref|WP_005333814.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476074|ref|WP_005333815.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476075|ref|WP_005333816.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476077|ref|WP_005333818.1|	hypothetical protein [Dorea formicigenerans] 
gi|491476082|ref|WP_005333823.1|	hypothetical protein [Dorea formicigenerans] 
