gi|494108007|ref|WP_007048791.1|	hypothetical protein partial [Anaerofustis stercorihominis] 
gi|494109513|ref|WP_007050297.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109514|ref|WP_007050298.1|	flavin reductase [Anaerofustis stercorihominis] 
gi|494109515|ref|WP_007050299.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109516|ref|WP_007050300.1|	50S ribosomal protein L19 [Anaerofustis stercorihominis] 
gi|494109517|ref|WP_007050301.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109518|ref|WP_007050302.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109519|ref|WP_007050303.1|	phosphoglucosamine mutase [Anaerofustis stercorihominis] 
gi|494109520|ref|WP_007050304.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109521|ref|WP_007050305.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109522|ref|WP_007050306.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109523|ref|WP_007050307.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109524|ref|WP_007050308.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109525|ref|WP_007050309.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109526|ref|WP_007050310.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109527|ref|WP_007050311.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109528|ref|WP_007050312.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109529|ref|WP_007050313.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109530|ref|WP_007050314.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109531|ref|WP_007050315.1|	membrane protein [Anaerofustis stercorihominis] 
gi|494109532|ref|WP_007050316.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109533|ref|WP_007050317.1|	ferredoxin [Anaerofustis stercorihominis] 
gi|494109534|ref|WP_007050318.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109535|ref|WP_007050319.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109536|ref|WP_007050320.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109537|ref|WP_007050321.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109538|ref|WP_007050322.1|	ferredoxin [Anaerofustis stercorihominis] 
gi|494109539|ref|WP_007050323.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109540|ref|WP_007050324.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109541|ref|WP_007050325.1|	ABC transporter [Anaerofustis stercorihominis] 
gi|494109542|ref|WP_007050326.1|	ABC transporter [Anaerofustis stercorihominis] 
gi|494109543|ref|WP_007050327.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109544|ref|WP_007050328.1|	dithiobiotin synthetase [Anaerofustis stercorihominis] 
gi|494109545|ref|WP_007050329.1|	biotin synthase [Anaerofustis stercorihominis] 
gi|494109546|ref|WP_007050330.1|	biotin biosynthesis protein BioY [Anaerofustis stercorihominis] 
gi|494109547|ref|WP_007050331.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109548|ref|WP_007050332.1|	ribonuclease PH [Anaerofustis stercorihominis] 
gi|494109549|ref|WP_007050333.1|	nucleoside-triphosphate diphosphatase [Anaerofustis stercorihominis] 
gi|494109550|ref|WP_007050334.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109551|ref|WP_007050335.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109552|ref|WP_007050336.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109553|ref|WP_007050337.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109554|ref|WP_007050338.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109555|ref|WP_007050339.1|	transcriptional regulator [Anaerofustis stercorihominis] 
gi|494109556|ref|WP_007050340.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109557|ref|WP_007050341.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109558|ref|WP_007050342.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109559|ref|WP_007050343.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109560|ref|WP_007050344.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109561|ref|WP_007050345.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109562|ref|WP_007050346.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109563|ref|WP_007050347.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109564|ref|WP_007050348.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109565|ref|WP_007050349.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109566|ref|WP_007050350.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109567|ref|WP_007050351.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109568|ref|WP_007050352.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109569|ref|WP_007050353.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109570|ref|WP_007050354.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109571|ref|WP_007050355.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109572|ref|WP_007050356.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109573|ref|WP_007050357.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109574|ref|WP_007050358.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109575|ref|WP_007050359.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109576|ref|WP_007050360.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109577|ref|WP_007050361.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109578|ref|WP_007050362.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109579|ref|WP_007050363.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109580|ref|WP_007050364.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109581|ref|WP_007050365.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109582|ref|WP_007050366.1|	multidrug transporter MatE [Anaerofustis stercorihominis] 
gi|494109583|ref|WP_007050367.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109584|ref|WP_007050368.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109585|ref|WP_007050369.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109586|ref|WP_007050370.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109587|ref|WP_007050371.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109588|ref|WP_007050372.1|	1-phosphofructokinase [Anaerofustis stercorihominis] 
gi|494109589|ref|WP_007050373.1|	PTS fructose transporter subunit IIC [Anaerofustis stercorihominis] 
gi|494109590|ref|WP_007050374.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109591|ref|WP_007050375.1|	metallophosphatase [Anaerofustis stercorihominis] 
gi|494109592|ref|WP_007050376.1|	membrane protein [Anaerofustis stercorihominis] 
gi|494109593|ref|WP_007050377.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109594|ref|WP_007050378.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109595|ref|WP_007050379.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109596|ref|WP_007050380.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109597|ref|WP_007050381.1|	DNA-directed RNA polymerase subunit beta' [Anaerofustis stercorihominis] 
gi|494109598|ref|WP_007050382.1|	DNA-directed RNA polymerase subunit beta [Anaerofustis stercorihominis] 
gi|494109599|ref|WP_007050383.1|	DNA repair protein RadA [Anaerofustis stercorihominis] 
gi|494109600|ref|WP_007050384.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109601|ref|WP_007050385.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109602|ref|WP_007050386.1|	AraC family transcriptional regulator [Anaerofustis stercorihominis] 
gi|494109603|ref|WP_007050387.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109604|ref|WP_007050388.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109605|ref|WP_007050389.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109606|ref|WP_007050390.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109607|ref|WP_007050391.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109608|ref|WP_007050392.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109609|ref|WP_007050393.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109610|ref|WP_007050394.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109611|ref|WP_007050395.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109612|ref|WP_007050396.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109613|ref|WP_007050397.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109614|ref|WP_007050398.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109615|ref|WP_007050399.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109616|ref|WP_007050400.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109617|ref|WP_007050401.1|	ribonucleoside-triphosphate reductase activating protein [Anaerofustis stercorihominis] 
gi|494109618|ref|WP_007050402.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109619|ref|WP_007050403.1|	ribonucleoside triphosphate reductase [Anaerofustis stercorihominis] 
gi|494109620|ref|WP_007050404.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109621|ref|WP_007050405.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109622|ref|WP_007050406.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109623|ref|WP_007050407.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109624|ref|WP_007050408.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109625|ref|WP_007050409.1|	acyltransferase [Anaerofustis stercorihominis] 
gi|494109626|ref|WP_007050410.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109627|ref|WP_007050411.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109628|ref|WP_007050412.1|	NAD-dependent DNA ligase LigA [Anaerofustis stercorihominis] 
gi|494109629|ref|WP_007050413.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109630|ref|WP_007050414.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109631|ref|WP_007050415.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109632|ref|WP_007050416.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109633|ref|WP_007050417.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109634|ref|WP_007050418.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109635|ref|WP_007050419.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109636|ref|WP_007050420.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109637|ref|WP_007050421.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109638|ref|WP_007050422.1|	replicative DNA helicase [Anaerofustis stercorihominis] 
gi|494109639|ref|WP_007050423.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109640|ref|WP_007050424.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109641|ref|WP_007050425.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109642|ref|WP_007050426.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109643|ref|WP_007050427.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109644|ref|WP_007050428.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109645|ref|WP_007050429.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109646|ref|WP_007050430.1|	recombinase RecR [Anaerofustis stercorihominis] 
gi|494109647|ref|WP_007050431.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109648|ref|WP_007050432.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109649|ref|WP_007050433.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109650|ref|WP_007050434.1|	cysteinyl-tRNA synthetase [Anaerofustis stercorihominis] 
gi|494109651|ref|WP_007050435.1|	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Anaerofustis stercorihominis] 
gi|494109652|ref|WP_007050436.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109653|ref|WP_007050437.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109654|ref|WP_007050438.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109655|ref|WP_007050439.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109656|ref|WP_007050440.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109657|ref|WP_007050441.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109658|ref|WP_007050442.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109659|ref|WP_007050443.1|	growth inhibitor PemK [Anaerofustis stercorihominis] 
gi|494109660|ref|WP_007050444.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109661|ref|WP_007050445.1|	transcriptional regulator [Anaerofustis stercorihominis] 
gi|494109662|ref|WP_007050446.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109663|ref|WP_007050447.1|	MerR family transcriptional regulator [Anaerofustis stercorihominis] 
gi|494109664|ref|WP_007050448.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109665|ref|WP_007050449.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109666|ref|WP_007050450.1|	phosphoenolpyruvate-protein phosphotransferase [Anaerofustis stercorihominis] 
gi|494109667|ref|WP_007050451.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109668|ref|WP_007050452.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109669|ref|WP_007050453.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109670|ref|WP_007050454.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109671|ref|WP_007050455.1|	DNA-binding protein [Anaerofustis stercorihominis] 
gi|494109672|ref|WP_007050456.1|	hydrolase [Anaerofustis stercorihominis] 
gi|494109673|ref|WP_007050457.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109674|ref|WP_007050458.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109675|ref|WP_007050459.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109676|ref|WP_007050460.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109677|ref|WP_007050461.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109678|ref|WP_007050462.1|	chloride channel protein [Anaerofustis stercorihominis] 
gi|494109679|ref|WP_007050463.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109680|ref|WP_007050464.1|	ATP-dependent Clp protease ATP-binding protein [Anaerofustis stercorihominis] 
gi|494109681|ref|WP_007050465.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109682|ref|WP_007050466.1|	membrane protein [Anaerofustis stercorihominis] 
gi|494109683|ref|WP_007050467.1|	methyltransferase [Anaerofustis stercorihominis] 
gi|494109684|ref|WP_007050468.1|	coenzyme PQQ synthesis protein [Anaerofustis stercorihominis] 
gi|494109685|ref|WP_007050469.1|	peptide transporter [Anaerofustis stercorihominis] 
gi|494109686|ref|WP_007050470.1|	PTS galactitol transporter subunit IIC [Anaerofustis stercorihominis] 
gi|494109687|ref|WP_007050471.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109688|ref|WP_007050472.1|	ABC transporter permease [Anaerofustis stercorihominis] 
gi|494109689|ref|WP_007050473.1|	ABC transporter ATPase [Anaerofustis stercorihominis] 
gi|494109690|ref|WP_007050474.1|	uracil phosphoribosyltransferase [Anaerofustis stercorihominis] 
gi|494109691|ref|WP_007050475.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109692|ref|WP_007050476.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109693|ref|WP_007050477.1|	oxidoreductase [Anaerofustis stercorihominis] 
gi|494109694|ref|WP_007050478.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109695|ref|WP_007050479.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109696|ref|WP_007050480.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109697|ref|WP_007050481.1|	PTS sugar transporter [Anaerofustis stercorihominis] 
gi|494109698|ref|WP_007050482.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109699|ref|WP_007050483.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109700|ref|WP_007050484.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109701|ref|WP_007050485.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109702|ref|WP_007050486.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109703|ref|WP_007050487.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109704|ref|WP_007050488.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109705|ref|WP_007050489.1|	phosphohydrolase [Anaerofustis stercorihominis] 
gi|494109706|ref|WP_007050490.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109707|ref|WP_007050491.1|	RNA polymerase subunit sigma-24 [Anaerofustis stercorihominis] 
gi|494109708|ref|WP_007050492.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109709|ref|WP_007050493.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109710|ref|WP_007050494.1|	transcriptional regulator [Anaerofustis stercorihominis] 
gi|494109711|ref|WP_007050495.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109712|ref|WP_007050496.1|	homoserine O-succinyltransferase [Anaerofustis stercorihominis] 
gi|494109713|ref|WP_007050497.1|	O-acetylhomoserine aminocarboxypropyltransferase [Anaerofustis stercorihominis] 
gi|494109714|ref|WP_007050498.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109715|ref|WP_007050499.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109716|ref|WP_007050500.1|	hypothetical protein [Anaerofustis stercorihominis] 
gi|494109717|ref|WP_007050501.1|	multidrug ABC transporter ATP-binding protein [Anaerofustis stercorihominis] 
gi|494109718|ref|WP_007050502.1|	hypothetical protein [Anaerofustis stercorihominis] 
