gi|493396717|ref|WP_006352832.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399057|ref|WP_006355164.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399058|ref|WP_006355165.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399059|ref|WP_006355166.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399060|ref|WP_006355167.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399061|ref|WP_006355168.1|	amino acid-binding protein [[Clostridium] methylpentosum] 
gi|493399062|ref|WP_006355169.1|	homoserine dehydrogenase [[Clostridium] methylpentosum] 
gi|493399063|ref|WP_006355170.1|	homoserine kinase [[Clostridium] methylpentosum] 
gi|493399064|ref|WP_006355171.1|	aspartate kinase [[Clostridium] methylpentosum] 
gi|493399065|ref|WP_006355172.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399066|ref|WP_006355173.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399067|ref|WP_006355174.1|	acetyl-CoA synthetase [[Clostridium] methylpentosum] 
gi|493399068|ref|WP_006355175.1|	nicotinate phosphoribosyltransferase [[Clostridium] methylpentosum] 
gi|493399069|ref|WP_006355176.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399070|ref|WP_006355177.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399071|ref|WP_006355178.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399072|ref|WP_006355179.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399073|ref|WP_006355180.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399074|ref|WP_006355181.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399075|ref|WP_006355182.1|	30S ribosomal protein S15 [[Clostridium] methylpentosum] 
gi|493399076|ref|WP_006355183.1|	polyribonucleotide nucleotidyltransferase [[Clostridium] methylpentosum] 
gi|493399077|ref|WP_006355184.1|	tyrosine recombinase XerC [[Clostridium] methylpentosum] 
gi|493399078|ref|WP_006355185.1|	ATP-dependent Clp protease ATP-binding protein [[Clostridium] methylpentosum] 
gi|493399079|ref|WP_006355186.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399080|ref|WP_006355187.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399081|ref|WP_006355188.1|	S-adenosylmethionine decarboxylase [[Clostridium] methylpentosum] 
gi|493399082|ref|WP_006355189.1|	arginine decarboxylase [[Clostridium] methylpentosum] 
gi|493399083|ref|WP_006355190.1|	spermidine synthase [[Clostridium] methylpentosum] 
gi|493399084|ref|WP_006355191.1|	agmatinase [[Clostridium] methylpentosum] 
gi|493399085|ref|WP_006355192.1|	saccharopine dehydrogenase [[Clostridium] methylpentosum] 
gi|493399086|ref|WP_006355193.1|	carboxynorspermidine decarboxylase [[Clostridium] methylpentosum] 
gi|493399087|ref|WP_006355194.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399088|ref|WP_006355195.1|	peptide deformylase [[Clostridium] methylpentosum] 
gi|493399089|ref|WP_006355196.1|	DNA-binding protein [[Clostridium] methylpentosum] 
gi|493399090|ref|WP_006355197.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399091|ref|WP_006355198.1|	orotate phosphoribosyltransferase [[Clostridium] methylpentosum] 
gi|493399092|ref|WP_006355199.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399093|ref|WP_006355200.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399094|ref|WP_006355201.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399095|ref|WP_006355202.1|	zinc-binding protein [[Clostridium] methylpentosum] 
gi|493399096|ref|WP_006355203.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399097|ref|WP_006355204.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399098|ref|WP_006355205.1|	phosphohydrolase [[Clostridium] methylpentosum] 
gi|493399099|ref|WP_006355206.1|	excinuclease ABC subunit C [[Clostridium] methylpentosum] 
gi|493399100|ref|WP_006355207.1|	PTS sugar transporter subunit IIA [[Clostridium] methylpentosum] 
gi|493399101|ref|WP_006355208.1|	tRNA (guanine-N1)-methyltransferase [[Clostridium] methylpentosum] 
gi|493399102|ref|WP_006355209.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399103|ref|WP_006355210.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399104|ref|WP_006355211.1|	RNA-binding protein [[Clostridium] methylpentosum] 
gi|493399105|ref|WP_006355212.1|	30S ribosomal protein S16 [[Clostridium] methylpentosum] 
gi|493399106|ref|WP_006355213.1|	signal recognition particle protein Srp54 [[Clostridium] methylpentosum] 
gi|493399107|ref|WP_006355214.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399108|ref|WP_006355215.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399109|ref|WP_006355216.1|	ketol-acid reductoisomerase [[Clostridium] methylpentosum] 
gi|493399110|ref|WP_006355217.1|	acetolactate synthase [[Clostridium] methylpentosum] 
gi|493399111|ref|WP_006355218.1|	acetolactate synthase [[Clostridium] methylpentosum] 
gi|493399112|ref|WP_006355219.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399113|ref|WP_006355220.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399114|ref|WP_006355221.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399115|ref|WP_006355222.1|	methyltransferase [[Clostridium] methylpentosum] 
gi|493399116|ref|WP_006355223.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399117|ref|WP_006355224.1|	dihydrodipicolinate reductase [[Clostridium] methylpentosum] 
gi|493399118|ref|WP_006355225.1|	dihydrodipicolinate synthase [[Clostridium] methylpentosum] 
gi|493399119|ref|WP_006355226.1|	aspartate-semialdehyde dehydrogenase [[Clostridium] methylpentosum] 
gi|493399120|ref|WP_006355227.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399121|ref|WP_006355228.1|	S-adenosylmethionine tRNA ribosyltransferase [[Clostridium] methylpentosum] 
gi|493399122|ref|WP_006355229.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399123|ref|WP_006355230.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399124|ref|WP_006355231.1|	queuine tRNA-ribosyltransferase [[Clostridium] methylpentosum] 
gi|493399125|ref|WP_006355232.1|	membrane protein [[Clostridium] methylpentosum] 
gi|493399126|ref|WP_006355233.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399127|ref|WP_006355234.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399128|ref|WP_006355235.1|	glycine/betaine ABC transporter ATP-binding protein [[Clostridium] methylpentosum] 
gi|493399129|ref|WP_006355236.1|	glycine/betaine ABC transporter substrate-binding protein [[Clostridium] methylpentosum] 
gi|493399130|ref|WP_006355237.1|	(4Fe-4S)-binding protein [[Clostridium] methylpentosum] 
gi|493399131|ref|WP_006355238.1|	MarR family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493399132|ref|WP_006355239.1|	tRNA delta(2)-isopentenylpyrophosphate transferase [[Clostridium] methylpentosum] 
gi|493399133|ref|WP_006355240.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399134|ref|WP_006355241.1|	DNA mismatch repair protein MutS [[Clostridium] methylpentosum] 
gi|493399135|ref|WP_006355242.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399136|ref|WP_006355243.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399137|ref|WP_006355244.1|	(dimethylallyl)adenosine tRNA methylthiotransferase [[Clostridium] methylpentosum] 
gi|493399138|ref|WP_006355245.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399139|ref|WP_006355246.1|	PhoB family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493399140|ref|WP_006355247.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399141|ref|WP_006355248.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399142|ref|WP_006355249.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399143|ref|WP_006355250.1|	cell division protein FtsK [[Clostridium] methylpentosum] 
gi|493399144|ref|WP_006355251.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399145|ref|WP_006355252.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399146|ref|WP_006355253.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399147|ref|WP_006355254.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399148|ref|WP_006355255.1|	2-isopropylmalate synthase [[Clostridium] methylpentosum] 
gi|493399149|ref|WP_006355256.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399150|ref|WP_006355257.1|	Fe-S oxidoreductase [[Clostridium] methylpentosum] 
gi|493399151|ref|WP_006355258.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399152|ref|WP_006355259.1|	acetyltransferase [[Clostridium] methylpentosum] 
gi|493399153|ref|WP_006355260.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399154|ref|WP_006355261.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399155|ref|WP_006355262.1|	MerR family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493399156|ref|WP_006355263.1|	ABC transporter [[Clostridium] methylpentosum] 
gi|493399157|ref|WP_006355264.1|	ABC transporter [[Clostridium] methylpentosum] 
gi|493399158|ref|WP_006355265.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399159|ref|WP_006355266.1|	citrate synthase [[Clostridium] methylpentosum] 
gi|493399160|ref|WP_006355267.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399161|ref|WP_006355268.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399162|ref|WP_006355269.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399163|ref|WP_006355270.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399164|ref|WP_006355271.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399165|ref|WP_006355272.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399166|ref|WP_006355273.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399167|ref|WP_006355274.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399168|ref|WP_006355275.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399169|ref|WP_006355276.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399170|ref|WP_006355277.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399171|ref|WP_006355278.1|	transposase IS116/IS110/IS902 family [[Clostridium] methylpentosum] 
gi|493399172|ref|WP_006355279.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399173|ref|WP_006355280.1|	membrane protein [[Clostridium] methylpentosum] 
gi|493399174|ref|WP_006355281.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399175|ref|WP_006355282.1|	ABC transporter [[Clostridium] methylpentosum] 
gi|493399176|ref|WP_006355283.1|	GntR family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493399177|ref|WP_006355284.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399178|ref|WP_006355285.1|	thioesterase [[Clostridium] methylpentosum] 
gi|493399179|ref|WP_006355286.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399180|ref|WP_006355287.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399181|ref|WP_006355288.1|	cell surface protein [[Clostridium] methylpentosum] 
gi|493399182|ref|WP_006355289.1|	flavodoxin [[Clostridium] methylpentosum] 
gi|493399183|ref|WP_006355290.1|	heat-shock protein Hsp90 [[Clostridium] methylpentosum] 
gi|493399184|ref|WP_006355291.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399185|ref|WP_006355292.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399186|ref|WP_006355293.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399187|ref|WP_006355294.1|	multidrug transporter MatE [[Clostridium] methylpentosum] 
gi|493399188|ref|WP_006355295.1|	Fe-S oxidoreductase [[Clostridium] methylpentosum] 
gi|493399189|ref|WP_006355296.1|	flavodoxin [[Clostridium] methylpentosum] 
gi|493399190|ref|WP_006355297.1|	cupin [[Clostridium] methylpentosum] 
gi|493399191|ref|WP_006355298.1|	4-carboxymuconolactone decarboxylase [[Clostridium] methylpentosum] 
gi|493399192|ref|WP_006355299.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399193|ref|WP_006355300.1|	NADH-dependent butanol dehydrogenase [[Clostridium] methylpentosum] 
gi|493399194|ref|WP_006355301.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399195|ref|WP_006355302.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399196|ref|WP_006355303.1|	multidrug ABC transporter ATP-binding protein [[Clostridium] methylpentosum] 
gi|493399197|ref|WP_006355304.1|	multidrug ABC transporter ATP-binding protein [[Clostridium] methylpentosum] 
gi|493399198|ref|WP_006355305.1|	MarR family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493399199|ref|WP_006355306.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399200|ref|WP_006355307.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399201|ref|WP_006355308.1|	transposase [[Clostridium] methylpentosum] 
gi|493399202|ref|WP_006355309.1|	transposase [[Clostridium] methylpentosum] 
gi|493399203|ref|WP_006355310.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399204|ref|WP_006355311.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399205|ref|WP_006355312.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399206|ref|WP_006355313.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399207|ref|WP_006355314.1|	mobilization protein [[Clostridium] methylpentosum] 
gi|493399208|ref|WP_006355315.1|	DNA-binding protein [[Clostridium] methylpentosum] 
gi|493399209|ref|WP_006355316.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399210|ref|WP_006355317.1|	magnesium-transporting ATPase [[Clostridium] methylpentosum] 
gi|493399211|ref|WP_006355318.1|	transcriptional regulator [[Clostridium] methylpentosum] 
gi|493399212|ref|WP_006355319.1|	magnesium-transporting ATPase C; 0 [[Clostridium] methylpentosum] 
gi|493399213|ref|WP_006355320.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399214|ref|WP_006355321.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399215|ref|WP_006355322.1|	magnesium-transporting ATPase [[Clostridium] methylpentosum] 
gi|493399216|ref|WP_006355323.1|	conjugal transfer protein [[Clostridium] methylpentosum] 
gi|493399217|ref|WP_006355324.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399218|ref|WP_006355325.1|	gamma-glutamyl kinase [[Clostridium] methylpentosum] 
gi|493399219|ref|WP_006355326.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399220|ref|WP_006355327.1|	LysR family transcriptional regulator [[Clostridium] methylpentosum] 
gi|493399221|ref|WP_006355328.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399222|ref|WP_006355329.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399223|ref|WP_006355330.1|	cupin [[Clostridium] methylpentosum] 
gi|493399224|ref|WP_006355331.1|	isomerase [[Clostridium] methylpentosum] 
gi|493399225|ref|WP_006355332.1|	transcriptional regulator [[Clostridium] methylpentosum] 
gi|493399226|ref|WP_006355333.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399227|ref|WP_006355334.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399228|ref|WP_006355335.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399229|ref|WP_006355336.1|	acetyl esterase [[Clostridium] methylpentosum] 
gi|493399230|ref|WP_006355337.1|	single-stranded DNA-binding protein [[Clostridium] methylpentosum] 
gi|493399231|ref|WP_006355338.1|	recombinase RecR [[Clostridium] methylpentosum] 
gi|493399232|ref|WP_006355339.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399233|ref|WP_006355340.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399234|ref|WP_006355341.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399235|ref|WP_006355342.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399236|ref|WP_006355343.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399237|ref|WP_006355344.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399238|ref|WP_006355345.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399239|ref|WP_006355346.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399240|ref|WP_006355347.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399241|ref|WP_006355348.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399242|ref|WP_006355349.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399243|ref|WP_006355350.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399244|ref|WP_006355351.1|	aspartyl/glutamyl-tRNA amidotransferase subunit B [[Clostridium] methylpentosum] 
gi|493399245|ref|WP_006355352.1|	glutamyl-tRNA(Gln) amidotransferase [[Clostridium] methylpentosum] 
gi|493399246|ref|WP_006355353.1|	aspartyl-tRNA amidotransferase [[Clostridium] methylpentosum] 
gi|493399247|ref|WP_006355354.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399248|ref|WP_006355355.1|	NAD-dependent DNA ligase LigA [[Clostridium] methylpentosum] 
gi|493399249|ref|WP_006355356.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399250|ref|WP_006355357.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399251|ref|WP_006355358.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399252|ref|WP_006355359.1|	hypothetical protein partial [[Clostridium] methylpentosum] 
gi|493399253|ref|WP_006355360.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399254|ref|WP_006355361.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399255|ref|WP_006355362.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399256|ref|WP_006355363.1|	hypothetical protein [[Clostridium] methylpentosum] 
gi|493399257|ref|WP_006355364.1|	hypothetical protein [[Clostridium] methylpentosum] 
