gi|490978215|ref|WP_004839979.1|	beta-galactosidase [[Ruminococcus] gnavus] 
gi|490981543|ref|WP_004843303.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981544|ref|WP_004843304.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981545|ref|WP_004843305.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981546|ref|WP_004843306.1|	sporulation protein [[Ruminococcus] gnavus] 
gi|490981547|ref|WP_004843307.1|	histidine kinase [[Ruminococcus] gnavus] 
gi|490981548|ref|WP_004843308.1|	PhoP family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490981549|ref|WP_004843309.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981550|ref|WP_004843310.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490981551|ref|WP_004843311.1|	acetylornithine aminotransferase [[Ruminococcus] gnavus] 
gi|490981552|ref|WP_004843312.1|	MULTISPECIES: acetylglutamate kinase [Lachnospiraceae] 
gi|490981553|ref|WP_004843313.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981554|ref|WP_004843314.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981555|ref|WP_004843315.1|	MULTISPECIES: N-acetyltransferase GCN5 [Lachnospiraceae] 
gi|490981556|ref|WP_004843316.1|	MULTISPECIES: N-acetyl-gamma-glutamyl-phosphate reductase [Clostridiales] 
gi|490981557|ref|WP_004843317.1|	MULTISPECIES: gamma-glutamyl phosphate reductase [Lachnospiraceae] 
gi|490981558|ref|WP_004843318.1|	MULTISPECIES: gamma-glutamyl kinase [Clostridiales] 
gi|490981559|ref|WP_004843319.1|	MULTISPECIES: amidase [Clostridiales] 
gi|490981560|ref|WP_004843320.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981561|ref|WP_004843321.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981562|ref|WP_004843322.1|	argininosuccinate synthase [[Ruminococcus] gnavus] 
gi|490981563|ref|WP_004843323.1|	uracil transporter [[Ruminococcus] gnavus] 
gi|490981564|ref|WP_004843324.1|	peptidase [[Ruminococcus] gnavus] 
gi|490981565|ref|WP_004843325.1|	MULTISPECIES: glutamine amidotransferase [Lachnospiraceae] 
gi|490981566|ref|WP_004843326.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981567|ref|WP_004843327.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981568|ref|WP_004843328.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981569|ref|WP_004843329.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981570|ref|WP_004843330.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981571|ref|WP_004843331.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981572|ref|WP_004843332.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981573|ref|WP_004843333.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981574|ref|WP_004843334.1|	MULTISPECIES: transporter [Lachnospiraceae] 
gi|490981575|ref|WP_004843335.1|	MULTISPECIES: glycosyl transferase [Lachnospiraceae] 
gi|490981576|ref|WP_004843336.1|	glycosyl transferase [[Ruminococcus] gnavus] 
gi|490981577|ref|WP_004843337.1|	MULTISPECIES: capsular polysaccharide biosynthesis protein [Lachnospiraceae] 
gi|490981578|ref|WP_004843338.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981579|ref|WP_004843339.1|	MULTISPECIES: glycosyl transferase [Lachnospiraceae] 
gi|490981580|ref|WP_004843340.1|	glycosyl transferase family 1 [[Ruminococcus] gnavus] 
gi|490981581|ref|WP_004843341.1|	MULTISPECIES: glycosyl transferase [Lachnospiraceae] 
gi|490981582|ref|WP_004843342.1|	MULTISPECIES: capsular polysaccharide biosynthesis protein [Lachnospiraceae] 
gi|490981583|ref|WP_004843343.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981584|ref|WP_004843344.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981585|ref|WP_004843345.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981586|ref|WP_004843346.1|	collagen-binding protein [[Ruminococcus] gnavus] 
gi|490981587|ref|WP_004843347.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981588|ref|WP_004843348.1|	MULTISPECIES: conjugal transfer protein [Firmicutes] 
gi|490981589|ref|WP_004843349.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490981590|ref|WP_004843350.1|	MULTISPECIES: membrane protein [Firmicutes] 
gi|490981591|ref|WP_004843351.1|	MULTISPECIES: cell division protein FtsK [Clostridiales] 
gi|490981592|ref|WP_004843352.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|490981593|ref|WP_004843353.1|	MULTISPECIES: Cro/Cl family transcriptional regulator [Firmicutes] 
gi|490981594|ref|WP_004843354.1|	MULTISPECIES: conjugal transfer protein [Firmicutes] 
gi|490981595|ref|WP_004843355.1|	MULTISPECIES: conjugal transfer protein [Firmicutes] 
gi|490981596|ref|WP_004843356.1|	MULTISPECIES: membrane protein [Firmicutes] 
gi|490981597|ref|WP_004843357.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981598|ref|WP_004843358.1|	MULTISPECIES: conjugal transfer protein [Clostridiales] 
gi|490981599|ref|WP_004843359.1|	MULTISPECIES: antirestriction protein [Firmicutes] 
gi|490981600|ref|WP_004843360.1|	MULTISPECIES: antirestriction protein [Firmicutes] 
gi|490981601|ref|WP_004843361.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981602|ref|WP_004843362.1|	MULTISPECIES: membrane protein [Firmicutes] 
gi|490981603|ref|WP_004843363.1|	ATP/GTP-binding protein [[Ruminococcus] gnavus] 
gi|490981604|ref|WP_004843364.1|	membrane protein [[Ruminococcus] gnavus] 
gi|490981605|ref|WP_004843365.1|	peptidase P60 [[Ruminococcus] gnavus] 
gi|490981606|ref|WP_004843366.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981607|ref|WP_004843367.1|	XRE family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490981608|ref|WP_004843368.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981609|ref|WP_004843369.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981610|ref|WP_004843370.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981611|ref|WP_004843371.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981612|ref|WP_004843372.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981613|ref|WP_004843373.1|	bacitracin ABC transporter ATP-binding protein [[Ruminococcus] gnavus] 
gi|490981614|ref|WP_004843374.1|	MULTISPECIES: chemotaxis protein CheY [Clostridiales] 
gi|490981615|ref|WP_004843375.1|	MULTISPECIES: RNA polymerase sigma 70 [Clostridiales] 
gi|488251519|ref|WP_002322727.1|	MULTISPECIES: transcriptional regulator [Firmicutes] 
gi|490981617|ref|WP_004843377.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981616|ref|WP_004843376.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490751427|ref|WP_004613735.1|	MULTISPECIES: excisionase [Firmicutes] 
gi|490981618|ref|WP_004843378.1|	MULTISPECIES: integrase [Clostridiales] 
gi|490981619|ref|WP_004843379.1|	MULTISPECIES: NADPH-dependent FMN reductase [Lachnospiraceae] 
gi|490981620|ref|WP_004843380.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981621|ref|WP_004843381.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981622|ref|WP_004843382.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981623|ref|WP_004843383.1|	aryl-phospho-beta-D-glucosidase BglH [[Ruminococcus] gnavus] 
gi|490981624|ref|WP_004843384.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981626|ref|WP_004843386.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981625|ref|WP_004843385.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981627|ref|WP_004843387.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981628|ref|WP_004843388.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981629|ref|WP_004843389.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981630|ref|WP_004843390.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981631|ref|WP_004843391.1|	XRE family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490981632|ref|WP_004843392.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981633|ref|WP_004843393.1|	TetR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490981634|ref|WP_004843394.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981635|ref|WP_004843395.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981637|ref|WP_004843397.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|490981639|ref|WP_004843398.1|	MULTISPECIES: radical SAM protein [Clostridiales] 
gi|490981640|ref|WP_004843399.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490981641|ref|WP_004843400.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981642|ref|WP_004843401.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981643|ref|WP_004843402.1|	imidazole glycerol phosphate synthase [[Ruminococcus] gnavus] 
gi|490981644|ref|WP_004843403.1|	MULTISPECIES: imidazoleglycerol-phosphate dehydratase [Clostridiales] 
gi|490981645|ref|WP_004843404.1|	histidinol dehydrogenase [[Ruminococcus] gnavus] 
gi|490981646|ref|WP_004843405.1|	MULTISPECIES: ATP phosphoribosyltransferase [Lachnospiraceae] 
gi|490981647|ref|WP_004843406.1|	MULTISPECIES: histidyl-tRNA synthetase [Lachnospiraceae] 
gi|490981648|ref|WP_004843407.1|	MULTISPECIES: endonuclease [Lachnospiraceae] 
gi|490981649|ref|WP_004843408.1|	pseudouridine synthase [[Ruminococcus] gnavus] 
gi|490981650|ref|WP_004843409.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981651|ref|WP_004843410.1|	short-chain dehydrogenase [[Ruminococcus] gnavus] 
gi|490981652|ref|WP_004843411.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981653|ref|WP_004843412.1|	HAD family hydrolase [[Ruminococcus] gnavus] 
gi|490981654|ref|WP_004843413.1|	RNA pseudouridine synthase [[Ruminococcus] gnavus] 
gi|490981655|ref|WP_004843414.1|	SAM-dependent methyltransferase [[Ruminococcus] gnavus] 
gi|490981656|ref|WP_004843415.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981657|ref|WP_004843416.1|	MULTISPECIES: transporter [Clostridiales] 
gi|490981658|ref|WP_004843417.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981659|ref|WP_004843418.1|	MULTISPECIES: phosphopantetheine adenylyltransferase [Clostridiales] 
gi|490981660|ref|WP_004843419.1|	MULTISPECIES: methyltransferase [Clostridiales] 
gi|490981661|ref|WP_004843420.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981662|ref|WP_004843421.1|	ATP-dependent DNA helicase RecG [[Ruminococcus] gnavus] 
gi|490981663|ref|WP_004843422.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981664|ref|WP_004843423.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981665|ref|WP_004843424.1|	membrane protein [[Ruminococcus] gnavus] 
gi|490981666|ref|WP_004843425.1|	50S ribosomal protein L28 [[Ruminococcus] gnavus] 
gi|490981667|ref|WP_004843426.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981668|ref|WP_004843427.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981669|ref|WP_004843428.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981670|ref|WP_004843429.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981671|ref|WP_004843430.1|	peptidoglycan glycosyltransferase [[Ruminococcus] gnavus] 
gi|490981672|ref|WP_004843431.1|	cell division protein FtsW [[Ruminococcus] gnavus] 
gi|490981673|ref|WP_004843432.1|	peptidase U32 [[Ruminococcus] gnavus] 
gi|490981674|ref|WP_004843433.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981675|ref|WP_004843434.1|	MULTISPECIES: Holliday junction DNA helicase RuvB [Clostridiales] 
gi|490981676|ref|WP_004843435.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981677|ref|WP_004843436.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981678|ref|WP_004843437.1|	phospholipase [[Ruminococcus] gnavus] 
gi|490981679|ref|WP_004843438.1|	MULTISPECIES: thiamine biosynthesis lipoprotein ApbE [Clostridiales] 
gi|490981680|ref|WP_004843439.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981681|ref|WP_004843440.1|	MULTISPECIES: transcriptional regulator [Clostridiales] 
gi|490981682|ref|WP_004843441.1|	MULTISPECIES: phosphorylase [Clostridiales] 
gi|490981683|ref|WP_004843442.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981684|ref|WP_004843443.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981685|ref|WP_004843444.1|	cupin [[Ruminococcus] gnavus] 
gi|490750933|ref|WP_004613241.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490750935|ref|WP_004613243.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981686|ref|WP_004843445.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981687|ref|WP_004843446.1|	MULTISPECIES: histidine kinase [Clostridiales] 
gi|490981688|ref|WP_004843447.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981689|ref|WP_004843448.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981690|ref|WP_004843449.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981691|ref|WP_004843450.1|	GNAT family acetyltraansferase [[Ruminococcus] gnavus] 
gi|490981692|ref|WP_004843451.1|	MerR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490981693|ref|WP_004843452.1|	ferredoxin [[Ruminococcus] gnavus] 
gi|490981694|ref|WP_004843453.1|	MULTISPECIES: electron transport complex RsxE subunit [Clostridiales] 
gi|490981695|ref|WP_004843454.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981696|ref|WP_004843455.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981697|ref|WP_004843456.1|	NADH:ubiquinone oxidoreductase [[Ruminococcus] gnavus] 
gi|490981698|ref|WP_004843457.1|	integrase [[Ruminococcus] gnavus] 
gi|490981699|ref|WP_004843458.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981700|ref|WP_004843459.1|	acyltransferase [[Ruminococcus] gnavus] 
gi|490981701|ref|WP_004843460.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981702|ref|WP_004843461.1|	MULTISPECIES: thiol-disulfide isomerase [Clostridiales] 
gi|490981703|ref|WP_004843462.1|	tCrp/Fnr family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490981704|ref|WP_004843463.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981705|ref|WP_004843464.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981707|ref|WP_004843465.1|	MULTISPECIES: haloacid dehalogenase [Lachnospiraceae] 
gi|490981708|ref|WP_004843466.1|	L-ribulose-5-phosphate 4-epimerase [[Ruminococcus] gnavus] 
gi|490981709|ref|WP_004843467.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981710|ref|WP_004843468.1|	L-xylulose 5-phosphate 3-epimerase [[Ruminococcus] gnavus] 
gi|490981711|ref|WP_004843469.1|	MULTISPECIES: ArsR family transcriptional regulator [Lachnospiraceae] 
gi|490981712|ref|WP_004843470.1|	PTS lactose transporter subunit IIB [[Ruminococcus] gnavus] 
gi|490981713|ref|WP_004843471.1|	MULTISPECIES: PTS ascorbate transporter subunit IIC [Lachnospiraceae] 
gi|490981714|ref|WP_004843472.1|	PTS sugar transporter subunit IIA [[Ruminococcus] gnavus] 
gi|490981715|ref|WP_004843473.1|	L-ascorbate 6-phosphate lactonase [[Ruminococcus] gnavus] 
gi|490981716|ref|WP_004843474.1|	MULTISPECIES: adenosine deaminase [Lachnospiraceae] 
gi|490981717|ref|WP_004843475.1|	MULTISPECIES: cytidine deaminase [Lachnospiraceae] 
gi|490981718|ref|WP_004843476.1|	purine nucleoside phosphorylase [[Ruminococcus] gnavus] 
gi|490981719|ref|WP_004843477.1|	MULTISPECIES: cyclic nucleotide-binding protein [Lachnospiraceae] 
gi|490981720|ref|WP_004843478.1|	MULTISPECIES: membrane protein [Lachnospiraceae] 
gi|490981721|ref|WP_004843479.1|	MULTISPECIES: deoxyribose-phosphate aldolase [Lachnospiraceae] 
gi|490981722|ref|WP_004843480.1|	MULTISPECIES: pyrimidine-nucleoside phosphorylase [Lachnospiraceae] 
gi|490981723|ref|WP_004843481.1|	MULTISPECIES: branched-chain amino acid ABC transporter permease [Clostridiales] 
gi|490981724|ref|WP_004843482.1|	MULTISPECIES: ABC transporter permease [Clostridiales] 
gi|490981725|ref|WP_004843483.1|	heme ABC transporter ATP-binding protein [[Ruminococcus] gnavus] 
gi|490981726|ref|WP_004843484.1|	MULTISPECIES: phosphopentomutase [Clostridiales] 
gi|490981727|ref|WP_004843485.1|	MULTISPECIES: phosphoribosylamine--glycine ligase [Clostridiales] 
gi|490981728|ref|WP_004843486.1|	MULTISPECIES: phosphoribosylglycinamide formyltransferase [Clostridiales] 
gi|490981729|ref|WP_004843487.1|	MULTISPECIES: phosphoribosylaminoimidazole synthetase [Clostridiales] 
gi|490981730|ref|WP_004843488.1|	MULTISPECIES: N5-carboxyaminoimidazole ribonucleotide mutase [Clostridiales] 
gi|490981731|ref|WP_004843489.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981732|ref|WP_004843490.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981733|ref|WP_004843491.1|	membrane protein [[Ruminococcus] gnavus] 
gi|490981734|ref|WP_004843492.1|	MULTISPECIES: cytochrome C biosynthesis protein [Clostridiales] 
gi|490981735|ref|WP_004843493.1|	orotate phosphoribosyltransferase [[Ruminococcus] gnavus] 
gi|490981736|ref|WP_004843494.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981737|ref|WP_004843495.1|	shikimate 5-dehydrogenase [[Ruminococcus] gnavus] 
gi|490981738|ref|WP_004843496.1|	MULTISPECIES: NADH oxidase [Lachnospiraceae] 
gi|490981739|ref|WP_004843497.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981740|ref|WP_004843498.1|	LysR family transcriptional regulator [[Ruminococcus] gnavus] 
gi|490981741|ref|WP_004843499.1|	diguanylate cyclase [[Ruminococcus] gnavus] 
gi|490981742|ref|WP_004843500.1|	dihydroorotate dehydrogenase [[Ruminococcus] gnavus] 
gi|490981743|ref|WP_004843501.1|	MULTISPECIES: orotidine 5'-phosphate decarboxylase [Clostridiales] 
gi|490981744|ref|WP_004843502.1|	MULTISPECIES: dihydroorotase [Lachnospiraceae] 
gi|490981745|ref|WP_004843503.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981746|ref|WP_004843504.1|	MULTISPECIES: spore coat protein F [Clostridiales] 
gi|490981747|ref|WP_004843505.1|	MULTISPECIES: 6-phosphofructokinase [Lachnospiraceae] 
gi|490981748|ref|WP_004843506.1|	PTS beta-glucoside transporter subunit IIABC [[Ruminococcus] gnavus] 
gi|490981749|ref|WP_004843507.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981750|ref|WP_004843508.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981751|ref|WP_004843509.1|	cell division protein FtsH [[Ruminococcus] gnavus] 
gi|490981752|ref|WP_004843510.1|	amino acid carrier protein [[Ruminococcus] gnavus] 
gi|490981753|ref|WP_004843511.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981754|ref|WP_004843512.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981755|ref|WP_004843513.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981756|ref|WP_004843514.1|	cytochrome C2 [[Ruminococcus] gnavus] 
gi|490981757|ref|WP_004843515.1|	ATPase [[Ruminococcus] gnavus] 
gi|490981758|ref|WP_004843516.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981759|ref|WP_004843517.1|	MULTISPECIES: integrase [Lachnospiraceae] 
gi|490981760|ref|WP_004843518.1|	MULTISPECIES: XRE family transcriptional regulator [Lachnospiraceae] 
gi|490981761|ref|WP_004843519.1|	MULTISPECIES: MerR family transcripitonal regulator [Clostridiales] 
gi|490981762|ref|WP_004843520.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981763|ref|WP_004843521.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981764|ref|WP_004843522.1|	conjugal transfer protein [[Ruminococcus] gnavus] 
gi|490981765|ref|WP_004843523.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981766|ref|WP_004843524.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981767|ref|WP_004843525.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490981768|ref|WP_004843526.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490981769|ref|WP_004843527.1|	MULTISPECIES: bacteriocin ABC transporter ATP-binding protein [Lachnospiraceae] 
gi|490981770|ref|WP_004843528.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490752331|ref|WP_004614639.1|	MULTISPECIES: GNAT family acetyltransferase [Lachnospiraceae] 
gi|490752332|ref|WP_004614640.1|	MULTISPECIES: XRE family transcriptional regulator [Lachnospiraceae] 
gi|490752333|ref|WP_004614641.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490981771|ref|WP_004843529.1|	hypothetical protein [[Ruminococcus] gnavus] 
gi|490752334|ref|WP_004614642.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
gi|490752335|ref|WP_004614643.1|	MULTISPECIES: hypothetical protein [Lachnospiraceae] 
