gi|491500698|ref|WP_005358390.1|	hypothetical protein partial [Eubacterium ventriosum] 
gi|491504373|ref|WP_005362040.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504374|ref|WP_005362041.1|	conjugal transfer protein TraG [Eubacterium ventriosum] 
gi|491504375|ref|WP_005362042.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504376|ref|WP_005362043.1|	hypothetical protein partial [Eubacterium ventriosum] 
gi|491504383|ref|WP_005362050.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504385|ref|WP_005362052.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504386|ref|WP_005362053.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504387|ref|WP_005362054.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504388|ref|WP_005362055.1|	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Eubacterium ventriosum] 
gi|491504389|ref|WP_005362056.1|	O-sialoglycoprotein endopeptidase [Eubacterium ventriosum] 
gi|491504390|ref|WP_005362057.1|	ribonuclease Z [Eubacterium ventriosum] 
gi|491504391|ref|WP_005362058.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504393|ref|WP_005362060.1|	alanine acetyltransferase [Eubacterium ventriosum] 
gi|491504394|ref|WP_005362061.1|	O-sialoglycoprotein endopeptidase [Eubacterium ventriosum] 
gi|491504396|ref|WP_005362063.1|	ATPase [Eubacterium ventriosum] 
gi|491504397|ref|WP_005362064.1|	membrane protein [Eubacterium ventriosum] 
gi|491504399|ref|WP_005362066.1|	aspartate kinase [Eubacterium ventriosum] 
gi|491504401|ref|WP_005362068.1|	homoserine dehydrogenase [Eubacterium ventriosum] 
gi|491504403|ref|WP_005362070.1|	peptide chain release factor 2 [Eubacterium ventriosum] 
gi|491504405|ref|WP_005362072.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504406|ref|WP_005362073.1|	preprotein translocase [Eubacterium ventriosum] 
gi|491504408|ref|WP_005362075.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504410|ref|WP_005362077.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504412|ref|WP_005362079.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504414|ref|WP_005362081.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504415|ref|WP_005362082.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504417|ref|WP_005362084.1|	cupin [Eubacterium ventriosum] 
gi|491504419|ref|WP_005362086.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504421|ref|WP_005362088.1|	ribonucleoside-triphosphate reductase [Eubacterium ventriosum] 
gi|491504423|ref|WP_005362090.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504424|ref|WP_005362091.1|	multidrug transporter MatE [Eubacterium ventriosum] 
gi|491504426|ref|WP_005362093.1|	iron hydrogenase [Eubacterium ventriosum] 
gi|491504428|ref|WP_005362095.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504429|ref|WP_005362096.1|	divalent cation transporter [Eubacterium ventriosum] 
gi|491504430|ref|WP_005362097.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504431|ref|WP_005362098.1|	histidine kinase [Eubacterium ventriosum] 
gi|491504432|ref|WP_005362099.1|	XRE family transcriptional regulator [Eubacterium ventriosum] 
gi|491504433|ref|WP_005362100.1|	pyruvate kinase [Eubacterium ventriosum] 
gi|491504434|ref|WP_005362101.1|	phosphodiesterase [Eubacterium ventriosum] 
gi|491504435|ref|WP_005362102.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504437|ref|WP_005362104.1|	UDP pyrophosphate phosphatase [Eubacterium ventriosum] 
gi|491504439|ref|WP_005362106.1|	arginine ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491504441|ref|WP_005362108.1|	polar amino acid ABC transporter permease [Eubacterium ventriosum] 
gi|491504443|ref|WP_005362110.1|	amino acid ABC transporter substrate-binding protein [Eubacterium ventriosum] 
gi|491504445|ref|WP_005362112.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504447|ref|WP_005362114.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504456|ref|WP_005362123.1|	transketolase [Eubacterium ventriosum] 
gi|491504458|ref|WP_005362125.1|	transketolase [Eubacterium ventriosum] 
gi|491504460|ref|WP_005362127.1|	transaldolase [Eubacterium ventriosum] 
gi|491504463|ref|WP_005362130.1|	PTS ascorbate transporter subunit IIB [Eubacterium ventriosum] 
gi|491504465|ref|WP_005362132.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504467|ref|WP_005362134.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504469|ref|WP_005362136.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504471|ref|WP_005362138.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504473|ref|WP_005362140.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504475|ref|WP_005362142.1|	Fe-S oxidoreductase [Eubacterium ventriosum] 
gi|491504477|ref|WP_005362144.1|	ROK family transcriptional regulator [Eubacterium ventriosum] 
gi|491504479|ref|WP_005362146.1|	alpha-mannosidase [Eubacterium ventriosum] 
gi|491504481|ref|WP_005362148.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504483|ref|WP_005362150.1|	PTS fructose transporter subunit IIB [Eubacterium ventriosum] 
gi|491504485|ref|WP_005362152.1|	PTS mannose transporter subunit IIAB [Eubacterium ventriosum] 
gi|491504487|ref|WP_005362154.1|	transcriptional antiterminator [Eubacterium ventriosum] 
gi|491504489|ref|WP_005362156.1|	ATPase [Eubacterium ventriosum] 
gi|491504492|ref|WP_005362159.1|	thiamine biosynthesis protein ThiF [Eubacterium ventriosum] 
gi|491504494|ref|WP_005362161.1|	30S ribosomal protein S9 [Eubacterium ventriosum] 
gi|491504496|ref|WP_005362163.1|	50S ribosomal protein L13 [Eubacterium ventriosum] 
gi|491504497|ref|WP_005362164.1|	tRNA pseudouridine synthase A [Eubacterium ventriosum] 
gi|491504499|ref|WP_005362166.1|	transporter [Eubacterium ventriosum] 
gi|491504501|ref|WP_005362168.1|	ABC transporter [Eubacterium ventriosum] 
gi|491504503|ref|WP_005362170.1|	cobalt ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491504505|ref|WP_005362172.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504507|ref|WP_005362174.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504508|ref|WP_005362175.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504509|ref|WP_005362176.1|	50S ribosomal protein L17 [Eubacterium ventriosum] 
gi|491504512|ref|WP_005362179.1|	DNA-directed RNA polymerase subunit alpha [Eubacterium ventriosum] 
gi|491504514|ref|WP_005362181.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504517|ref|WP_005362184.1|	30S ribosomal protein S4 [Eubacterium ventriosum] 
gi|491504519|ref|WP_005362186.1|	MULTISPECIES: 30S ribosomal protein S11 [Eubacterium] 
gi|491504521|ref|WP_005362188.1|	30S ribosomal protein S13 [Eubacterium ventriosum] 
gi|491504523|ref|WP_005362190.1|	MULTISPECIES: translation initiation factor IF-1 [Eubacterium] 
gi|491504525|ref|WP_005362192.1|	methionine aminopeptidase [Eubacterium ventriosum] 
gi|491504527|ref|WP_005362194.1|	adenylate kinase [Eubacterium ventriosum] 
gi|491504529|ref|WP_005362196.1|	preprotein translocase subunit SecY [Eubacterium ventriosum] 
gi|491504531|ref|WP_005362198.1|	50S ribosomal protein L15 [Eubacterium ventriosum] 
gi|491504532|ref|WP_005362199.1|	50S ribosomal protein L30 [Eubacterium ventriosum] 
gi|491504535|ref|WP_005362202.1|	30S ribosomal protein S5 [Eubacterium ventriosum] 
gi|491504536|ref|WP_005362203.1|	50S ribosomal protein L18 [Eubacterium ventriosum] 
gi|491504538|ref|WP_005362205.1|	50S ribosomal protein L6 [Eubacterium ventriosum] 
gi|491504541|ref|WP_005362208.1|	30S ribosomal protein S8 [Eubacterium ventriosum] 
gi|491504543|ref|WP_005362210.1|	30S ribosomal protein S14 [Eubacterium ventriosum] 
gi|491504545|ref|WP_005362212.1|	50S ribosomal protein L5 [Eubacterium ventriosum] 
gi|491504546|ref|WP_005362213.1|	50S ribosomal protein L24 [Eubacterium ventriosum] 
gi|491504548|ref|WP_005362215.1|	50S ribosomal protein L14 [Eubacterium ventriosum] 
gi|491504550|ref|WP_005362217.1|	30S ribosomal protein S17 [Eubacterium ventriosum] 
gi|491504552|ref|WP_005362219.1|	50S ribosomal protein L16 [Eubacterium ventriosum] 
gi|491504553|ref|WP_005362220.1|	30S ribosomal protein S3 [Eubacterium ventriosum] 
gi|491504555|ref|WP_005362222.1|	50S ribosomal protein L22 [Eubacterium ventriosum] 
gi|491504558|ref|WP_005362225.1|	30S ribosomal protein S19 [Eubacterium ventriosum] 
gi|491504560|ref|WP_005362227.1|	50S ribosomal protein L2 [Eubacterium ventriosum] 
gi|491504561|ref|WP_005362228.1|	50S ribosomal protein L23 [Eubacterium ventriosum] 
gi|491504562|ref|WP_005362229.1|	50S ribosomal protein L4 [Eubacterium ventriosum] 
gi|491504563|ref|WP_005362230.1|	50S ribosomal protein L3 [Eubacterium ventriosum] 
gi|491504564|ref|WP_005362231.1|	30S ribosomal protein S10 [Eubacterium ventriosum] 
gi|491504566|ref|WP_005362233.1|	SAM-dependent methyltransferase [Eubacterium ventriosum] 
gi|491504568|ref|WP_005362235.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504570|ref|WP_005362237.1|	Trk system potassium transporter TrkH [Eubacterium ventriosum] 
gi|491504572|ref|WP_005362239.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504574|ref|WP_005362241.1|	multidrug transporter MatE [Eubacterium ventriosum] 
gi|491504576|ref|WP_005362243.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504577|ref|WP_005362244.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504579|ref|WP_005362246.1|	phosphoribosylaminoimidazole-succinocarboxamide synthase [Eubacterium ventriosum] 
gi|491504597|ref|WP_005362264.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504598|ref|WP_005362265.1|	(Fe-S)-binding protein [Eubacterium ventriosum] 
gi|491504601|ref|WP_005362268.1|	cyclic nucleotide-binding protein [Eubacterium ventriosum] 
gi|491504603|ref|WP_005362270.1|	endonuclease V [Eubacterium ventriosum] 
gi|491504605|ref|WP_005362271.1|	XRE family transcriptional regulator [Eubacterium ventriosum] 
gi|491504606|ref|WP_005362272.1|	histidine kinase [Eubacterium ventriosum] 
gi|491504608|ref|WP_005362274.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504615|ref|WP_005362281.1|	potassium transporter TrkA [Eubacterium ventriosum] 
gi|491504616|ref|WP_005362282.1|	potassium transporter TrkH [Eubacterium ventriosum] 
gi|491504618|ref|WP_005362284.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504620|ref|WP_005362286.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504621|ref|WP_005362287.1|	flavin oxidoreductase [Eubacterium ventriosum] 
gi|491504623|ref|WP_005362289.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504624|ref|WP_005362290.1|	aldehyde oxidase [Eubacterium ventriosum] 
gi|491504625|ref|WP_005362291.1|	flavodoxin [Eubacterium ventriosum] 
gi|491504627|ref|WP_005362293.1|	NADPH-dependent FMN reductase [Eubacterium ventriosum] 
gi|491504629|ref|WP_005362295.1|	MULTISPECIES: 2,5-diketo-D-gluconic acid reductase [Clostridiales] 
gi|491504630|ref|WP_005362296.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504632|ref|WP_005362298.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504634|ref|WP_005362300.1|	transcriptional regulator [Eubacterium ventriosum] 
gi|491504636|ref|WP_005362302.1|	serine recombinase [Eubacterium ventriosum] 
gi|491504638|ref|WP_005362304.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504640|ref|WP_005362306.1|	hypothetical protein [Eubacterium ventriosum] 
gi|490982929|ref|WP_004844681.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491504643|ref|WP_005362309.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504645|ref|WP_005362311.1|	ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491504647|ref|WP_005362313.1|	transporter [Eubacterium ventriosum] 
gi|491504649|ref|WP_005362315.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504651|ref|WP_005362317.1|	histidine kinase [Eubacterium ventriosum] 
gi|491504653|ref|WP_005362319.1|	transcriptional regulator [Eubacterium ventriosum] 
gi|491504655|ref|WP_005362321.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504656|ref|WP_005362322.1|	adenylate cyclase [Eubacterium ventriosum] 
gi|491504658|ref|WP_005362324.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504659|ref|WP_005362325.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504661|ref|WP_005362327.1|	ATP-binding protein [Eubacterium ventriosum] 
gi|491504664|ref|WP_005362330.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491504667|ref|WP_005362333.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504670|ref|WP_005362336.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504672|ref|WP_005362338.1|	ABC transporter ATP-binding protein [Eubacterium ventriosum] 
gi|491504675|ref|WP_005362341.1|	histidine kinase [Eubacterium ventriosum] 
gi|491504677|ref|WP_005362343.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504680|ref|WP_005362346.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504691|ref|WP_005362356.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504693|ref|WP_005362358.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504695|ref|WP_005362360.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504697|ref|WP_005362362.1|	ATP-dependent DNA helicase PcrA [Eubacterium ventriosum] 
gi|491504698|ref|WP_005362363.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504699|ref|WP_005362364.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504700|ref|WP_005362365.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504701|ref|WP_005362366.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504702|ref|WP_005362367.1|	TrpR YerC/YecD [Eubacterium ventriosum] 
gi|491504703|ref|WP_005362368.1|	molecular chaperone Hsp33 [Eubacterium ventriosum] 
gi|491504709|ref|WP_005362374.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504710|ref|WP_005362375.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504712|ref|WP_005362377.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504714|ref|WP_005362379.1|	preprotein translocase SecA [Eubacterium ventriosum] 
gi|491504716|ref|WP_005362381.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504735|ref|WP_005362400.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504736|ref|WP_005362401.1|	histidine kinase [Eubacterium ventriosum] 
gi|491504741|ref|WP_005362406.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491504743|ref|WP_005362408.1|	ABC transporter permease [Eubacterium ventriosum] 
gi|491504744|ref|WP_005362409.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504745|ref|WP_005362410.1|	ABC transporter permease [Eubacterium ventriosum] 
gi|491504746|ref|WP_005362411.1|	MULTISPECIES: ABC transporter ATP-binding protein [Clostridiales] 
gi|491504747|ref|WP_005362412.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504748|ref|WP_005362413.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491504750|ref|WP_005362415.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491504752|ref|WP_005362417.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504753|ref|WP_005362418.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504754|ref|WP_005362419.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504755|ref|WP_005362420.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504756|ref|WP_005362421.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504759|ref|WP_005362423.1|	MULTISPECIES: DNA-binding protein [Bacteria] 
gi|491504762|ref|WP_005362426.1|	MULTISPECIES: hypothetical protein [Firmicutes] 
gi|491504764|ref|WP_005362428.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491504765|ref|WP_005362429.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491504767|ref|WP_005362431.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|491504768|ref|WP_005362432.1|	virulence-associated protein E [Eubacterium ventriosum] 
gi|491504770|ref|WP_005362434.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504772|ref|WP_005362436.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504774|ref|WP_005362438.1|	resolvase [Eubacterium ventriosum] 
gi|491504776|ref|WP_005362440.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504777|ref|WP_005362441.1|	sulfate transporter [Eubacterium ventriosum] 
gi|491504779|ref|WP_005362443.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504780|ref|WP_005362444.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504781|ref|WP_005362445.1|	dihydroxyacetone kinase [Eubacterium ventriosum] 
gi|491504783|ref|WP_005362447.1|	peptidyl-tRNA hydrolase [Eubacterium ventriosum] 
gi|491504785|ref|WP_005362449.1|	transcription-repair coupling factor [Eubacterium ventriosum] 
gi|491504787|ref|WP_005362451.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504788|ref|WP_005362452.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504790|ref|WP_005362454.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504791|ref|WP_005362455.1|	phosphoribosylpyrophosphate synthetase [Eubacterium ventriosum] 
gi|491504793|ref|WP_005362457.1|	DNA replication protein DnaC [Eubacterium ventriosum] 
gi|491504795|ref|WP_005362459.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504796|ref|WP_005362460.1|	UDP-N-acetylmuramate--alanine ligase [Eubacterium ventriosum] 
gi|491504798|ref|WP_005362462.1|	glucose-1-phosphate adenylyltransferase [Eubacterium ventriosum] 
gi|491504800|ref|WP_005362464.1|	glucose-1-phosphate adenylyltransferase [Eubacterium ventriosum] 
gi|491504802|ref|WP_005362466.1|	septation protein spoVG [Eubacterium ventriosum] 
gi|491504803|ref|WP_005362467.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504805|ref|WP_005362469.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504808|ref|WP_005362472.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504810|ref|WP_005362474.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504812|ref|WP_005362476.1|	UDP-galactopyranose mutase [Eubacterium ventriosum] 
gi|491504814|ref|WP_005362478.1|	AsnC family transcriptional regulator [Eubacterium ventriosum] 
gi|491504815|ref|WP_005362479.1|	potassium transporter [Eubacterium ventriosum] 
gi|491504817|ref|WP_005362481.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504819|ref|WP_005362483.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504820|ref|WP_005362484.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504822|ref|WP_005362486.1|	ornithine carbamoyltransferase [Eubacterium ventriosum] 
gi|491504823|ref|WP_005362487.1|	amidohydrolase [Eubacterium ventriosum] 
gi|491504824|ref|WP_005362488.1|	exonuclease SbcD [Eubacterium ventriosum] 
gi|491504825|ref|WP_005362489.1|	hypothetical protein [Eubacterium ventriosum] 
gi|491504826|ref|WP_005362490.1|	stage V sporulation protein T [Eubacterium ventriosum] 
gi|491504827|ref|WP_005362491.1|	DNA-binding protein [Eubacterium ventriosum] 
