gi|489924441|ref|WP_003827784.1|	peptide YY [Bifidobacterium breve] 
gi|489926371|ref|WP_003829708.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926373|ref|WP_003829710.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926376|ref|WP_003829713.1|	ser/threonine protein phosphatase [Bifidobacterium breve] 
gi|489926378|ref|WP_003829715.1|	IclR family transcriptional regulator [Bifidobacterium breve] 
gi|489926380|ref|WP_003829717.1|	isopropylmalate isomerase [Bifidobacterium breve] 
gi|489926381|ref|WP_003829718.1|	isopropylmalate isomerase [Bifidobacterium breve] 
gi|489926382|ref|WP_003829719.1|	cobalt ABC transporter ATP-binding protein [Bifidobacterium breve] 
gi|489926383|ref|WP_003829720.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926385|ref|WP_003829722.1|	membrane protein [Bifidobacterium breve] 
gi|489926386|ref|WP_003829723.1|	diguanylate cyclase [Bifidobacterium breve] 
gi|489926389|ref|WP_003829726.1|	arginine ABC transporter ATP-binding protein [Bifidobacterium breve] 
gi|489926390|ref|WP_003829727.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926391|ref|WP_003829728.1|	ABC transporter permease [Bifidobacterium breve] 
gi|489926392|ref|WP_003829729.1|	ABC transporter permease [Bifidobacterium breve] 
gi|489926393|ref|WP_003829730.1|	ABC transporter substrate-binding protein [Bifidobacterium breve] 
gi|489926394|ref|WP_003829731.1|	FAD-dependent pyridine nucleotide-disulfide oxidoreductase [Bifidobacterium breve] 
gi|489926397|ref|WP_003829734.1|	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Bifidobacterium breve] 
gi|489926399|ref|WP_003829736.1|	MFS transporter [Bifidobacterium breve] 
gi|489926401|ref|WP_003829738.1|	AcrR family transcriptional regulator [Bifidobacterium breve] 
gi|489926403|ref|WP_003829740.1|	N-(5'-phosphoribosyl)anthranilate isomerase [Bifidobacterium breve] 
gi|489926405|ref|WP_003829742.1|	arginyl-tRNA synthetase [Bifidobacterium breve] 
gi|489926406|ref|WP_003829743.1|	diaminopimelate decarboxylase [Bifidobacterium breve] 
gi|489926408|ref|WP_003829745.1|	PTS N-acetylglucosamine transporter subunit IIABC [Bifidobacterium breve] 
gi|489926410|ref|WP_003829747.1|	PTS mannitol transporter subunit IIA [Bifidobacterium breve] 
gi|489926411|ref|WP_003829748.1|	homoserine dehydrogenase [Bifidobacterium breve] 
gi|489926413|ref|WP_003829750.1|	homoserine kinase [Bifidobacterium breve] 
gi|489926414|ref|WP_003829751.1|	septum formation protein Maf [Bifidobacterium breve] 
gi|489926417|ref|WP_003829754.1|	GNAT family acetyltransferase [Bifidobacterium breve] 
gi|489926419|ref|WP_003829756.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926421|ref|WP_003829758.1|	peptide ABC transporter ATPase [Bifidobacterium breve] 
gi|489926423|ref|WP_003829760.1|	ABC transporter permease [Bifidobacterium breve] 
gi|489926426|ref|WP_003829763.1|	LacI family transcriptional regulator [Bifidobacterium breve] 
gi|489926427|ref|WP_003829764.1|	fuconate dehydratase partial [Bifidobacterium breve] 
gi|489926428|ref|WP_003829765.1|	short-chain dehydrogenase [Bifidobacterium breve] 
gi|489926429|ref|WP_003829766.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926430|ref|WP_003829767.1|	L-fucose permease [Bifidobacterium breve] 
gi|489926431|ref|WP_003829768.1|	amidohydrolase [Bifidobacterium breve] 
gi|489926432|ref|WP_003829769.1|	dihydrodipicolinate synthase [Bifidobacterium breve] 
gi|489926433|ref|WP_003829770.1|	membrane protein [Bifidobacterium breve] 
gi|489926434|ref|WP_003829771.1|	succinyl-diaminopimelate desuccinylase [Bifidobacterium breve] 
gi|489926435|ref|WP_003829772.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926436|ref|WP_003829773.1|	Tat pathway signal sequence [Bifidobacterium breve] 
gi|489926437|ref|WP_003829774.1|	cytoplasmic axial filament protein [Bifidobacterium breve] 
gi|489926438|ref|WP_003829775.1|	50S ribosomal protein L21 [Bifidobacterium breve] 
gi|489926439|ref|WP_003829776.1|	50S ribosomal protein L27 [Bifidobacterium breve] 
gi|489926440|ref|WP_003829777.1|	GTPase CgtA [Bifidobacterium breve] 
gi|489926441|ref|WP_003829778.1|	gamma-glutamyl kinase [Bifidobacterium breve] 
gi|489926442|ref|WP_003829779.1|	polysaccharide deacetylase [Bifidobacterium breve] 
gi|489926443|ref|WP_003829780.1|	aspartate aminotransferase [Bifidobacterium breve] 
gi|489926444|ref|WP_003829781.1|	preprotein translocase subunit SecE [Bifidobacterium breve] 
gi|489926445|ref|WP_003829782.1|	transcription antitermination protein NusG [Bifidobacterium breve] 
gi|489926446|ref|WP_003829783.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926447|ref|WP_003829784.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926448|ref|WP_003829785.1|	MULTISPECIES: 50S ribosomal protein L11 [Bifidobacterium] 
gi|489926449|ref|WP_003829786.1|	MULTISPECIES: 50S ribosomal protein L1 [Bifidobacterium] 
gi|489926450|ref|WP_003829787.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926451|ref|WP_003829788.1|	membrane protein [Bifidobacterium breve] 
gi|489926452|ref|WP_003829789.1|	biotin--acetyl-CoA-carboxylase ligase [Bifidobacterium breve] 
gi|489926453|ref|WP_003829790.1|	biotin biosynthesis protein BioY [Bifidobacterium breve] 
gi|489926454|ref|WP_003829791.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926455|ref|WP_003829792.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926456|ref|WP_003829793.1|	carboxylate-amine ligase [Bifidobacterium breve] 
gi|489926457|ref|WP_003829794.1|	methylmalonyl-CoA carboxyltransferase [Bifidobacterium breve] 
gi|489926458|ref|WP_003829795.1|	ACP S-malonyltransferase [Bifidobacterium breve] 
gi|489926459|ref|WP_003829796.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926460|ref|WP_003829797.1|	AraC family transcriptional regulator [Bifidobacterium breve] 
gi|489926461|ref|WP_003829798.1|	putative oxidoreductase [Bifidobacterium breve] 
gi|489926462|ref|WP_003829799.1|	multidrug transporter [Bifidobacterium breve] 
gi|489926463|ref|WP_003829800.1|	alpha/beta hydrolase [Bifidobacterium breve] 
gi|489926464|ref|WP_003829801.1|	flagellar FliF M-ring protein [Bifidobacterium breve] 
gi|489926465|ref|WP_003829802.1|	chemotaxis protein [Bifidobacterium breve] 
gi|489926466|ref|WP_003829803.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926467|ref|WP_003829804.1|	XRE family transcriptional regulator [Bifidobacterium breve] 
gi|489926468|ref|WP_003829805.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926469|ref|WP_003829806.1|	translation repressor RelB [Bifidobacterium breve] 
gi|489926470|ref|WP_003829807.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926471|ref|WP_003829808.1|	MerR family transcriptional regulator [Bifidobacterium breve] 
gi|489926472|ref|WP_003829809.1|	MFS transporter [Bifidobacterium breve] 
gi|489926473|ref|WP_003829810.1|	sugar kinase [Bifidobacterium breve] 
gi|489926474|ref|WP_003829811.1|	50S ribosomal protein L28 [Bifidobacterium breve] 
gi|489926475|ref|WP_003829812.1|	ATP-dependent DNA helicase [Bifidobacterium breve] 
gi|489926476|ref|WP_003829813.1|	DNA methyltransferase [Bifidobacterium breve] 
gi|489926477|ref|WP_003829814.1|	tRNA (guanine-N1)-methyltransferase [Bifidobacterium breve] 
gi|489926478|ref|WP_003829815.1|	collagenase [Bifidobacterium breve] 
gi|489926479|ref|WP_003829816.1|	copper oxidase [Bifidobacterium breve] 
gi|489926480|ref|WP_003829817.1|	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [Bifidobacterium breve] 
gi|489926481|ref|WP_003829818.1|	peptidase C15 [Bifidobacterium breve] 
gi|489926482|ref|WP_003829819.1|	cell division protein [Bifidobacterium breve] 
gi|489926483|ref|WP_003829820.1|	aminopeptidase [Bifidobacterium breve] 
gi|489926484|ref|WP_003829821.1|	phospho-2-dehydro-3-deoxyheptonate aldolase [Bifidobacterium breve] 
gi|489926485|ref|WP_003829822.1|	phospho-2-dehydro-3-deoxyheptonate aldolase [Bifidobacterium breve] 
gi|489926486|ref|WP_003829823.1|	5'-methylthioadenosine nucleosidase [Bifidobacterium breve] 
gi|489926487|ref|WP_003829824.1|	MFS transporter [Bifidobacterium breve] 
gi|489926488|ref|WP_003829825.1|	histidine kinase [Bifidobacterium breve] 
gi|489926489|ref|WP_003829826.1|	alkaline phosphatase [Bifidobacterium breve] 
gi|489926490|ref|WP_003829827.1|	phosphate ABC transporter substrate-binding protein [Bifidobacterium breve] 
gi|489926491|ref|WP_003829828.1|	phosphate ABC transporter permease [Bifidobacterium breve] 
gi|489926492|ref|WP_003829829.1|	phosphate ABC transporter substrate-binding protein [Bifidobacterium breve] 
gi|489926493|ref|WP_003829830.1|	phosphate ABC transporter ATP-binding protein [Bifidobacterium breve] 
gi|489926494|ref|WP_003829831.1|	guanine permease [Bifidobacterium breve] 
gi|489926495|ref|WP_003829832.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926496|ref|WP_003829833.1|	acyl-CoA dehydrogenase [Bifidobacterium breve] 
gi|489926497|ref|WP_003829834.1|	50S ribosomal protein L10 [Bifidobacterium breve] 
gi|489926498|ref|WP_003829835.1|	50S ribosomal protein L7/L12 [Bifidobacterium breve] 
gi|489926499|ref|WP_003829836.1|	signal peptide protein [Bifidobacterium breve] 
gi|489926500|ref|WP_003829837.1|	helicase [Bifidobacterium breve] 
gi|489926501|ref|WP_003829838.1|	BAG family molecular chaperone regulator 5 [Bifidobacterium breve] 
gi|489926502|ref|WP_003829839.1|	flagellar protein FlgA [Bifidobacterium breve] 
gi|489926503|ref|WP_003829840.1|	FmdB family transcriptional regulator [Bifidobacterium breve] 
gi|489926504|ref|WP_003829841.1|	5-formyltetrahydrofolate cyclo-ligase [Bifidobacterium breve] 
gi|489926505|ref|WP_003829842.1|	acetyltransferase [Bifidobacterium breve] 
gi|489926506|ref|WP_003829843.1|	membrane protein [Bifidobacterium breve] 
gi|489926507|ref|WP_003829844.1|	molecular chaperone GroES [Bifidobacterium breve] 
gi|489926508|ref|WP_003829845.1|	DNA-binding protein [Bifidobacterium breve] 
gi|489926509|ref|WP_003829846.1|	MULTISPECIES: 50S ribosomal protein L33 [Bifidobacterium] 
gi|489926510|ref|WP_003829847.1|	UDP-N-acetylenolpyruvoylglucosamine reductase [Bifidobacterium breve] 
gi|489926511|ref|WP_003829848.1|	amino acid permease [Bifidobacterium breve] 
gi|489926512|ref|WP_003829849.1|	ferredoxin [Bifidobacterium breve] 
gi|489926513|ref|WP_003829850.1|	N-succinyldiaminopimelate aminotransferase [Bifidobacterium breve] 
gi|489926514|ref|WP_003829851.1|	DNA polymerase IV [Bifidobacterium breve] 
gi|489926515|ref|WP_003829852.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926516|ref|WP_003829853.1|	integrase [Bifidobacterium breve] 
gi|489926517|ref|WP_003829854.1|	transposase [Bifidobacterium breve] 
gi|489926518|ref|WP_003829855.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926519|ref|WP_003829856.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926520|ref|WP_003829857.1|	LacI family transcriptional regulator [Bifidobacterium breve] 
gi|489926521|ref|WP_003829858.1|	ABC transporter substrate-binding protein [Bifidobacterium breve] 
gi|489926522|ref|WP_003829859.1|	ABC transporter permease [Bifidobacterium breve] 
gi|489926523|ref|WP_003829860.1|	sugar ABC transporter permease [Bifidobacterium breve] 
gi|489926524|ref|WP_003829861.1|	beta-glucosidase [Bifidobacterium breve] 
gi|489926525|ref|WP_003829862.1|	capsule synthesis protein [Bifidobacterium breve] 
gi|489926526|ref|WP_003829863.1|	2-hydroxyacid dehydrogenase [Bifidobacterium breve] 
gi|489926527|ref|WP_003829864.1|	IMPACT family member YigZ [Bifidobacterium breve] 
gi|489926528|ref|WP_003829865.1|	AbrB family transcriptional regulator [Bifidobacterium breve] 
gi|489926529|ref|WP_003829866.1|	4-alpha-glucanotransferase [Bifidobacterium breve] 
gi|489926530|ref|WP_003829867.1|	50S ribosomal protein L13 [Bifidobacterium breve] 
gi|489926531|ref|WP_003829868.1|	MULTISPECIES: 30S ribosomal protein S9 [Bifidobacterium] 
gi|489926532|ref|WP_003829869.1|	glycogen debranching protein [Bifidobacterium breve] 
gi|489926533|ref|WP_003829870.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926534|ref|WP_003829871.1|	alcohol dehydrogenase [Bifidobacterium breve] 
gi|489926535|ref|WP_003829872.1|	cytochrome C biogenesis protein CcdA [Bifidobacterium breve] 
gi|489926536|ref|WP_003829873.1|	glyoxalase [Bifidobacterium breve] 
gi|489926537|ref|WP_003829874.1|	NagC family transcriptional regulator [Bifidobacterium breve] 
gi|489926538|ref|WP_003829875.1|	cytochrome C biogenesis protein CcdA [Bifidobacterium breve] 
gi|489926539|ref|WP_003829876.1|	sulfurtransferase [Bifidobacterium breve] 
gi|489926540|ref|WP_003829877.1|	AraC family transcriptional regulator [Bifidobacterium breve] 
gi|489926541|ref|WP_003829878.1|	bifunctional acetaldehyde-CoA/alcohol dehydrogenase [Bifidobacterium breve] 
gi|489926542|ref|WP_003829879.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926543|ref|WP_003829880.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926544|ref|WP_003829881.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926545|ref|WP_003829882.1|	alpha-acetolactate decarboxylase [Bifidobacterium breve] 
gi|489926546|ref|WP_003829883.1|	hypothetical protein [Bifidobacterium breve] 
gi|489923947|ref|WP_003827292.1|	MULTISPECIES: 30S ribosomal protein S10 [Bifidobacterium] 
gi|489926547|ref|WP_003829884.1|	50S ribosomal protein L3 [Bifidobacterium breve] 
gi|489926548|ref|WP_003829885.1|	50S ribosomal protein L4 [Bifidobacterium breve] 
gi|489926549|ref|WP_003829886.1|	50S ribosomal protein L23 [Bifidobacterium breve] 
gi|489926550|ref|WP_003829887.1|	50S ribosomal protein L2 [Bifidobacterium breve] 
gi|489911096|ref|WP_003814508.1|	MULTISPECIES: 30S ribosomal protein S19 [Bifidobacterium] 
gi|489926551|ref|WP_003829888.1|	50S ribosomal protein L22 [Bifidobacterium breve] 
gi|489926552|ref|WP_003829889.1|	30S ribosomal protein S3 [Bifidobacterium breve] 
gi|489926553|ref|WP_003829890.1|	50S ribosomal protein L16 [Bifidobacterium breve] 
gi|489926554|ref|WP_003829891.1|	MULTISPECIES: 50S ribosomal protein L29 [Bacteria] 
gi|489926555|ref|WP_003829892.1|	MULTISPECIES: 30S ribosomal protein S17 [Bifidobacterium] 
gi|489926556|ref|WP_003829893.1|	MULTISPECIES: 50S ribosomal protein L14 [Bifidobacterium] 
gi|489926557|ref|WP_003829894.1|	50S ribosomal protein L24 [Bifidobacterium breve] 
gi|489926558|ref|WP_003829895.1|	50S ribosomal protein L5 [Bifidobacterium breve] 
gi|489911118|ref|WP_003814530.1|	MULTISPECIES: 30S ribosomal protein S14 [Bifidobacterium] 
gi|489926559|ref|WP_003829896.1|	MULTISPECIES: 30S ribosomal protein S8 [Bifidobacterium] 
gi|489926560|ref|WP_003829897.1|	50S ribosomal protein L6 [Bifidobacterium breve] 
gi|489926561|ref|WP_003829898.1|	50S ribosomal protein L18 [Bifidobacterium breve] 
gi|489926562|ref|WP_003829899.1|	30S ribosomal protein S5 [Bifidobacterium breve] 
gi|489926563|ref|WP_003829900.1|	50S ribosomal protein L30 [Bifidobacterium breve] 
gi|489926564|ref|WP_003829901.1|	50S ribosomal protein L15 [Bifidobacterium breve] 
gi|489926565|ref|WP_003829902.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926566|ref|WP_003829903.1|	preprotein translocase subunit SecY [Bifidobacterium breve] 
gi|489926567|ref|WP_003829904.1|	adenylate kinase [Bifidobacterium breve] 
gi|489904686|ref|WP_003808114.1|	MULTISPECIES: translation initiation factor IF-1 [Bifidobacterium] 
gi|489926568|ref|WP_003829905.1|	putative GTPase [Bifidobacterium breve] 
gi|489926569|ref|WP_003829906.1|	30S ribosomal protein S13 [Bifidobacterium breve] 
gi|489926570|ref|WP_003829907.1|	MULTISPECIES: 30S ribosomal protein S11 [Bifidobacterium] 
gi|489926571|ref|WP_003829908.1|	DNA-directed RNA polymerase subunit alpha [Bifidobacterium breve] 
gi|489926572|ref|WP_003829909.1|	50S ribosomal protein L17 [Bifidobacterium breve] 
gi|489926573|ref|WP_003829910.1|	tRNA pseudouridine synthase A [Bifidobacterium breve] 
gi|489926574|ref|WP_003829911.1|	UDP-N-acetylmuramate dehydrogenase [Bifidobacterium breve] 
gi|489926575|ref|WP_003829912.1|	transglutaminase [Bifidobacterium breve] 
gi|489926576|ref|WP_003829913.1|	LacI family transcription regulator [Bifidobacterium breve] 
gi|489926577|ref|WP_003829914.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926578|ref|WP_003829915.1|	transcription elongation factor NusA [Bifidobacterium breve] 
gi|489926579|ref|WP_003829916.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926580|ref|WP_003829917.1|	translation initiation factor IF-2 [Bifidobacterium breve] 
gi|489926581|ref|WP_003829918.1|	ribosome-binding factor A [Bifidobacterium breve] 
gi|489926582|ref|WP_003829919.1|	tRNA pseudouridine synthase B [Bifidobacterium breve] 
gi|489926583|ref|WP_003829920.1|	FAD synthase [Bifidobacterium breve] 
gi|489926584|ref|WP_003829921.1|	DNA repair protein RadA [Bifidobacterium breve] 
gi|489926585|ref|WP_003829922.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926586|ref|WP_003829923.1|	keratin-associated protein 17-1 [Bifidobacterium breve] 
gi|489926588|ref|WP_003829925.1|	ribose 5-phosphate isomerase [Bifidobacterium breve] 
gi|489926590|ref|WP_003829927.1|	ribonuclease H [Bifidobacterium breve] 
gi|489926592|ref|WP_003829929.1|	pyridine nucleotide-disulfide oxidoreductase [Bifidobacterium breve] 
gi|489926593|ref|WP_003829930.1|	Rrf2 family transcriptional regulator [Bifidobacterium breve] 
gi|489926594|ref|WP_003829931.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926595|ref|WP_003829932.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926597|ref|WP_003829934.1|	phosphoglucomutase [Bifidobacterium breve] 
gi|489926600|ref|WP_003829937.1|	PTS mannose transporter subunit IIABC [Bifidobacterium breve] 
gi|489926602|ref|WP_003829939.1|	transcription antiterminator BglG [Bifidobacterium breve] 
gi|489926604|ref|WP_003829941.1|	DeoR family transcriptional regulator [Bifidobacterium breve] 
gi|489926606|ref|WP_003829943.1|	seryl-tRNA synthetase [Bifidobacterium breve] 
gi|489926608|ref|WP_003829945.1|	ABC transporter substrate-binding protein [Bifidobacterium breve] 
gi|489926610|ref|WP_003829947.1|	ABC transporter permease [Bifidobacterium breve] 
gi|489926612|ref|WP_003829949.1|	ABC transporter permease [Bifidobacterium breve] 
gi|489926613|ref|WP_003829950.1|	hypothetical protein [Bifidobacterium breve] 
gi|489926615|ref|WP_003829952.1|	putative toxin-antitoxin system toxin component [Bifidobacterium breve] 
gi|489926616|ref|WP_003829953.1|	mucin desulfatase [Bifidobacterium breve] 
gi|489926617|ref|WP_003829954.1|	UDP-galactose-4-epimerase [Bifidobacterium breve] 
gi|489926618|ref|WP_003829955.1|	LuxR family transcriptional regulator [Bifidobacterium breve] 
gi|489926619|ref|WP_003829956.1|	histidine kinase [Bifidobacterium breve] 
