gi|489622579|ref|WP_003527019.1|	hypothetical protein partial [[Clostridium] leptum] 
gi|489626785|ref|WP_003531225.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626787|ref|WP_003531227.1|	transcriptional regulator [[Clostridium] leptum] 
gi|489626789|ref|WP_003531229.1|	histidine kinase [[Clostridium] leptum] 
gi|489626791|ref|WP_003531231.1|	transcriptional regulator [[Clostridium] leptum] 
gi|489626793|ref|WP_003531233.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626795|ref|WP_003531235.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626797|ref|WP_003531237.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626798|ref|WP_003531238.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626800|ref|WP_003531240.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626802|ref|WP_003531242.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626803|ref|WP_003531243.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626805|ref|WP_003531245.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626806|ref|WP_003531246.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626807|ref|WP_003531247.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626808|ref|WP_003531248.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626809|ref|WP_003531249.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626810|ref|WP_003531250.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626811|ref|WP_003531251.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626812|ref|WP_003531252.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626813|ref|WP_003531253.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626814|ref|WP_003531254.1|	ATPase AAA [[Clostridium] leptum] 
gi|489626815|ref|WP_003531255.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626816|ref|WP_003531256.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626817|ref|WP_003531257.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626818|ref|WP_003531258.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626819|ref|WP_003531259.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626820|ref|WP_003531260.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626821|ref|WP_003531261.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626823|ref|WP_003531263.1|	MULTISPECIES: oxidoreductase [Clostridiales] 
gi|489626824|ref|WP_003531264.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626827|ref|WP_003531267.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626829|ref|WP_003531269.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626831|ref|WP_003531271.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626834|ref|WP_003531274.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626835|ref|WP_003531275.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626836|ref|WP_003531276.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626837|ref|WP_003531277.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626838|ref|WP_003531278.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626839|ref|WP_003531279.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626840|ref|WP_003531280.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626841|ref|WP_003531281.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626842|ref|WP_003531282.1|	formate acetyltransferase [[Clostridium] leptum] 
gi|489626846|ref|WP_003531286.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626848|ref|WP_003531288.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626849|ref|WP_003531289.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626851|ref|WP_003531291.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626853|ref|WP_003531293.1|	MULTISPECIES: guanylate kinase [Clostridiales] 
gi|489626855|ref|WP_003531295.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626856|ref|WP_003531296.1|	primosomal protein [[Clostridium] leptum] 
gi|489626858|ref|WP_003531298.1|	peptide deformylase [[Clostridium] leptum] 
gi|489626860|ref|WP_003531300.1|	methionyl-tRNA formyltransferase [[Clostridium] leptum] 
gi|489626861|ref|WP_003531301.1|	zinc metallopeptidase [[Clostridium] leptum] 
gi|489626867|ref|WP_003531307.1|	16S rRNA methyltransferase [[Clostridium] leptum] 
gi|489626869|ref|WP_003531309.1|	23S rRNA methyltransferase [[Clostridium] leptum] 
gi|489626871|ref|WP_003531311.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626873|ref|WP_003531313.1|	serine/threonine protein kinase [[Clostridium] leptum] 
gi|489626875|ref|WP_003531315.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626877|ref|WP_003531317.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626879|ref|WP_003531319.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626881|ref|WP_003531321.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626883|ref|WP_003531323.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626885|ref|WP_003531325.1|	MULTISPECIES: stage IV sporulation protein A [Clostridiales] 
gi|489626887|ref|WP_003531327.1|	ferredoxin-NADP(+) reductase subunit alpha [[Clostridium] leptum] 
gi|489626888|ref|WP_003531328.1|	dihydropyrimidine dehydrogenase subunit A [[Clostridium] leptum] 
gi|489626891|ref|WP_003531331.1|	multidrug transporter MatE [[Clostridium] leptum] 
gi|489626893|ref|WP_003531333.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626895|ref|WP_003531335.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626898|ref|WP_003531338.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626900|ref|WP_003531340.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626902|ref|WP_003531342.1|	MULTISPECIES: DtxR family transcriptional regulator [Clostridiales] 
gi|489626904|ref|WP_003531344.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626905|ref|WP_003531345.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626913|ref|WP_003531353.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626919|ref|WP_003531359.1|	Fe-S oxidoreductase [[Clostridium] leptum] 
gi|489626921|ref|WP_003531361.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626923|ref|WP_003531363.1|	transcriptional regulator [[Clostridium] leptum] 
gi|489626925|ref|WP_003531365.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626929|ref|WP_003531369.1|	MULTISPECIES: 50S ribosomal protein L19 [Clostridiales] 
gi|489626930|ref|WP_003531370.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626935|ref|WP_003531375.1|	GTPase YlqF [[Clostridium] leptum] 
gi|489626936|ref|WP_003531376.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626938|ref|WP_003531378.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626939|ref|WP_003531379.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626940|ref|WP_003531380.1|	MULTISPECIES: threonine synthase [Clostridiales] 
gi|489626941|ref|WP_003531381.1|	MULTISPECIES: ser/threonine protein phosphatase [Clostridiales] 
gi|489626942|ref|WP_003531382.1|	trigger factor [[Clostridium] leptum] 
gi|489626943|ref|WP_003531383.1|	MULTISPECIES: ATP-dependent Clp protease proteolytic subunit [Clostridiales] 
gi|489626945|ref|WP_003531385.1|	MULTISPECIES: ATP-dependent protease [Clostridiales] 
gi|489626946|ref|WP_003531386.1|	MULTISPECIES: peptidase [Clostridiales] 
gi|489626947|ref|WP_003531387.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626948|ref|WP_003531388.1|	GTP-binding protein [[Clostridium] leptum] 
gi|489626949|ref|WP_003531389.1|	diaminopimelate decarboxylase [[Clostridium] leptum] 
gi|489626950|ref|WP_003531390.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626952|ref|WP_003531392.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626954|ref|WP_003531394.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626956|ref|WP_003531396.1|	MULTISPECIES: methyltransferase [Clostridiales] 
gi|489626958|ref|WP_003531398.1|	MULTISPECIES: molecular chaperone Hsp33 [Clostridiales] 
gi|489626960|ref|WP_003531400.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626962|ref|WP_003531402.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626964|ref|WP_003531404.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626966|ref|WP_003531406.1|	UDP-N-acetylmuramyl peptide synthase [[Clostridium] leptum] 
gi|489626969|ref|WP_003531409.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626971|ref|WP_003531411.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626973|ref|WP_003531413.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626977|ref|WP_003531417.1|	RNA-directed DNA polymerase [[Clostridium] leptum] 
gi|489626979|ref|WP_003531419.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626981|ref|WP_003531421.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626983|ref|WP_003531423.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626987|ref|WP_003531427.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626989|ref|WP_003531429.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626991|ref|WP_003531431.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626993|ref|WP_003531433.1|	hypothetical protein [[Clostridium] leptum] 
gi|489626995|ref|WP_003531435.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489626997|ref|WP_003531437.1|	3-deoxy-D-manno-octulosonate cytidylyltransferase [[Clostridium] leptum] 
gi|489626999|ref|WP_003531439.1|	4-hydroxy-2-ketovalerate aldolase [[Clostridium] leptum] 
gi|489627002|ref|WP_003531442.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627003|ref|WP_003531443.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627005|ref|WP_003531445.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627006|ref|WP_003531446.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627008|ref|WP_003531448.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627010|ref|WP_003531450.1|	potassium transporter TrkA [[Clostridium] leptum] 
gi|489627012|ref|WP_003531452.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627014|ref|WP_003531454.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627016|ref|WP_003531456.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627018|ref|WP_003531458.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627020|ref|WP_003531460.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627022|ref|WP_003531462.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627023|ref|WP_003531463.1|	MULTISPECIES: peptide ABC transporter ATP-binding protein [Clostridiales] 
gi|489627024|ref|WP_003531464.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627025|ref|WP_003531465.1|	phosphoglucomutase [[Clostridium] leptum] 
gi|489627026|ref|WP_003531466.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627027|ref|WP_003531467.1|	MULTISPECIES: NADPH-dependent butanol dehydrogenase [Clostridiales] 
gi|489627028|ref|WP_003531468.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627029|ref|WP_003531469.1|	exodeoxyribonuclease III [[Clostridium] leptum] 
gi|489627030|ref|WP_003531470.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627035|ref|WP_003531475.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627038|ref|WP_003531478.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627039|ref|WP_003531479.1|	MULTISPECIES: ABC transporter [Clostridiales] 
gi|489627042|ref|WP_003531482.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627045|ref|WP_003531485.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627047|ref|WP_003531487.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627050|ref|WP_003531490.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627051|ref|WP_003531491.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627052|ref|WP_003531492.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627055|ref|WP_003531495.1|	5'-nucleotidase [[Clostridium] leptum] 
gi|489627057|ref|WP_003531497.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627059|ref|WP_003531499.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627060|ref|WP_003531500.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627061|ref|WP_003531501.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627062|ref|WP_003531502.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627063|ref|WP_003531503.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627064|ref|WP_003531504.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627065|ref|WP_003531505.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627070|ref|WP_003531510.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627079|ref|WP_003531519.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627081|ref|WP_003531521.1|	DNA adenine methylase [[Clostridium] leptum] 
gi|489627083|ref|WP_003531523.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627085|ref|WP_003531525.1|	MULTISPECIES: membrane protein [Clostridiales] 
gi|489627087|ref|WP_003531527.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627089|ref|WP_003531529.1|	stage V sporulation protein AC [[Clostridium] leptum] 
gi|489627091|ref|WP_003531531.1|	MULTISPECIES: stage V sporulation protein AD [Clostridiales] 
gi|489627093|ref|WP_003531533.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627095|ref|WP_003531535.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627097|ref|WP_003531537.1|	response regulator [[Clostridium] leptum] 
gi|489627099|ref|WP_003531539.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627100|ref|WP_003531540.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627103|ref|WP_003531543.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627105|ref|WP_003531545.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627107|ref|WP_003531547.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627109|ref|WP_003531549.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627111|ref|WP_003531551.1|	activase [[Clostridium] leptum] 
gi|489627112|ref|WP_003531552.1|	2-hydroxyglutaryl-CoA dehydratase [[Clostridium] leptum] 
gi|489627113|ref|WP_003531553.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627114|ref|WP_003531554.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627115|ref|WP_003531555.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627116|ref|WP_003531556.1|	pyridoxal kinase [[Clostridium] leptum] 
gi|489627117|ref|WP_003531557.1|	galactose-1-phosphate uridylyltransferase [[Clostridium] leptum] 
gi|489627119|ref|WP_003531559.1|	MULTISPECIES: UDP-N-acetylglucosamine pyrophosphorylase [Clostridiales] 
gi|489627122|ref|WP_003531562.1|	glycerate dehydrogenase [[Clostridium] leptum] 
gi|489627124|ref|WP_003531564.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627127|ref|WP_003531567.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627129|ref|WP_003531569.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627131|ref|WP_003531571.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627133|ref|WP_003531573.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627135|ref|WP_003531575.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627137|ref|WP_003531577.1|	MULTISPECIES: galactokinase [Clostridiales] 
gi|489627139|ref|WP_003531579.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627141|ref|WP_003531581.1|	valyl-tRNA synthase [[Clostridium] leptum] 
gi|489627144|ref|WP_003531584.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627146|ref|WP_003531586.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627148|ref|WP_003531588.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627151|ref|WP_003531591.1|	MULTISPECIES: ATPase [Clostridiales] 
gi|489627152|ref|WP_003531592.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627153|ref|WP_003531593.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627154|ref|WP_003531594.1|	homoserine O-succinyltransferase [[Clostridium] leptum] 
gi|489627155|ref|WP_003531595.1|	hypothetical protein [[Clostridium] leptum] 
gi|489625174|ref|WP_003529614.1|	hypothetical protein [[Clostridium] leptum] 
gi|489625176|ref|WP_003529616.1|	hypothetical protein [[Clostridium] leptum] 
gi|489625178|ref|WP_003529618.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627156|ref|WP_003531596.1|	ferritin [[Clostridium] leptum] 
gi|489627157|ref|WP_003531597.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627158|ref|WP_003531598.1|	xylose isomerase [[Clostridium] leptum] 
gi|489627159|ref|WP_003531599.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627160|ref|WP_003531600.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627161|ref|WP_003531601.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627186|ref|WP_003531626.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627187|ref|WP_003531627.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627188|ref|WP_003531628.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627189|ref|WP_003531629.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627190|ref|WP_003531630.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627191|ref|WP_003531631.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627192|ref|WP_003531632.1|	cyclase [[Clostridium] leptum] 
gi|489627193|ref|WP_003531633.1|	stage V sporulation protein AEB [[Clostridium] leptum] 
gi|489627194|ref|WP_003531634.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627195|ref|WP_003531635.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627196|ref|WP_003531636.1|	30S ribosomal protein S20 [[Clostridium] leptum] 
gi|489627197|ref|WP_003531637.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627198|ref|WP_003531638.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|489627199|ref|WP_003531639.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627200|ref|WP_003531640.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627201|ref|WP_003531641.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627203|ref|WP_003531643.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627204|ref|WP_003531644.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627205|ref|WP_003531645.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627206|ref|WP_003531646.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627207|ref|WP_003531647.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627208|ref|WP_003531648.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627209|ref|WP_003531649.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627218|ref|WP_003531658.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627221|ref|WP_003531661.1|	stage II sporulation protein E [[Clostridium] leptum] 
gi|489627223|ref|WP_003531663.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627224|ref|WP_003531664.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627225|ref|WP_003531665.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627226|ref|WP_003531666.1|	hypothetical protein [[Clostridium] leptum] 
gi|489627227|ref|WP_003531667.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
