gi|494396218|ref|WP_007209403.1|	MULTISPECIES: LuxR family transcriptional regulator [Bacteroides] 
gi|494402585|ref|WP_007212837.1|	beta-glucosidase [Bacteroides cellulosilyticus] 
gi|494402587|ref|WP_007212838.1|	MULTISPECIES: enolase [Bacteroides] 
gi|494402589|ref|WP_007212839.1|	camphor resistance protein CrcB [Bacteroides cellulosilyticus] 
gi|494402591|ref|WP_007212840.1|	MULTISPECIES: alpha-glucosidase [Bacteroides] 
gi|494402593|ref|WP_007212841.1|	transcriptional regulator [Bacteroides cellulosilyticus] 
gi|494402595|ref|WP_007212842.1|	transcriptional regulator [Bacteroides cellulosilyticus] 
gi|494402597|ref|WP_007212843.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402600|ref|WP_007212844.1|	UDP-glucose 6-dehydrogenase [Bacteroides cellulosilyticus] 
gi|494402603|ref|WP_007212845.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402605|ref|WP_007212846.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402607|ref|WP_007212847.1|	glycosyl transferase [Bacteroides cellulosilyticus] 
gi|494402609|ref|WP_007212848.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402611|ref|WP_007212849.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402613|ref|WP_007212850.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402615|ref|WP_007212851.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402617|ref|WP_007212852.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402620|ref|WP_007212853.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402622|ref|WP_007212854.1|	MULTISPECIES: glycosyl transferase [Bacteroides] 
gi|494402624|ref|WP_007212855.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402626|ref|WP_007212856.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402628|ref|WP_007212857.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402630|ref|WP_007212858.1|	peptidase T [Bacteroides cellulosilyticus] 
gi|494402632|ref|WP_007212859.1|	MULTISPECIES: glycine cleavage system protein T [Bacteroides] 
gi|494402634|ref|WP_007212860.1|	peptidase M48 [Bacteroides cellulosilyticus] 
gi|494402638|ref|WP_007212861.1|	MULTISPECIES: 50S ribosomal protein L31 [Bacteroides] 
gi|494402640|ref|WP_007212862.1|	endonuclease [Bacteroides cellulosilyticus] 
gi|494402642|ref|WP_007212863.1|	MULTISPECIES: fructose-bisphosphate aldolase [Bacteroides] 
gi|494402644|ref|WP_007212864.1|	radical SAM protein [Bacteroides cellulosilyticus] 
gi|494402646|ref|WP_007212865.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402649|ref|WP_007212866.1|	hemolysin D [Bacteroides cellulosilyticus] 
gi|494402650|ref|WP_007212867.1|	ABC transporter ATP-binding protein [Bacteroides cellulosilyticus] 
gi|494402651|ref|WP_007212868.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402653|ref|WP_007212869.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402655|ref|WP_007212870.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402658|ref|WP_007212871.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402660|ref|WP_007212872.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402662|ref|WP_007212873.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402665|ref|WP_007212874.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402667|ref|WP_007212875.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402671|ref|WP_007212876.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402673|ref|WP_007212877.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402676|ref|WP_007212878.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402679|ref|WP_007212879.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402681|ref|WP_007212880.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402683|ref|WP_007212881.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402685|ref|WP_007212882.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402687|ref|WP_007212883.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402690|ref|WP_007212884.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402693|ref|WP_007212885.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402695|ref|WP_007212886.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402697|ref|WP_007212887.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402699|ref|WP_007212888.1|	hemolysin D [Bacteroides cellulosilyticus] 
gi|494402701|ref|WP_007212889.1|	transporter [Bacteroides cellulosilyticus] 
gi|494402703|ref|WP_007212890.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402705|ref|WP_007212891.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402707|ref|WP_007212892.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402711|ref|WP_007212893.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402713|ref|WP_007212894.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402715|ref|WP_007212895.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402717|ref|WP_007212896.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402720|ref|WP_007212897.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402723|ref|WP_007212898.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402725|ref|WP_007212899.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402727|ref|WP_007212900.1|	MULTISPECIES: glutaconyl-CoA decarboxylase subunit beta [Bacteroides] 
gi|494402729|ref|WP_007212901.1|	biofilm PGA synthesis protein PgaD [Bacteroides cellulosilyticus] 
gi|494402731|ref|WP_007212902.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402734|ref|WP_007212903.1|	MULTISPECIES: methylmalonyl-CoA carboxyltransferase [Bacteroides] 
gi|494402737|ref|WP_007212904.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402739|ref|WP_007212905.1|	TonB-dependent receptor [Bacteroides cellulosilyticus] 
gi|494402742|ref|WP_007212906.1|	MULTISPECIES: metal-binding protein [Bacteroides] 
gi|494402744|ref|WP_007212907.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402746|ref|WP_007212908.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402748|ref|WP_007212909.1|	MULTISPECIES: pantothenate kinase [Bacteroides] 
gi|494402750|ref|WP_007212910.1|	ATP-binding protein [Bacteroides cellulosilyticus] 
gi|494402752|ref|WP_007212911.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402754|ref|WP_007212912.1|	ATP-binding protein [Bacteroides cellulosilyticus] 
gi|494402756|ref|WP_007212913.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402758|ref|WP_007212914.1|	MULTISPECIES: 30S ribosomal protein S1 [Bacteroides] 
gi|494402760|ref|WP_007212915.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402762|ref|WP_007212916.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402764|ref|WP_007212917.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402766|ref|WP_007212918.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402768|ref|WP_007212919.1|	MULTISPECIES: RNA polymerase sigma70 factor [Bacteroides] 
gi|494402770|ref|WP_007212920.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402772|ref|WP_007212921.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402774|ref|WP_007212922.1|	MULTISPECIES: nucleoside triphosphate pyrophosphohydrolase [Bacteroides] 
gi|494402776|ref|WP_007212923.1|	zinc-binding protein [Bacteroides cellulosilyticus] 
gi|494402778|ref|WP_007212924.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402780|ref|WP_007212925.1|	valyl-tRNA synthetase [Bacteroides cellulosilyticus] 
gi|494402782|ref|WP_007212926.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402784|ref|WP_007212927.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402786|ref|WP_007212928.1|	preprotein translocase subunit SecA [Bacteroides cellulosilyticus] 
gi|494402788|ref|WP_007212929.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402790|ref|WP_007212930.1|	MULTISPECIES: alkaline phosphatase [Bacteroides] 
gi|494402792|ref|WP_007212931.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402794|ref|WP_007212932.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402796|ref|WP_007212933.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402798|ref|WP_007212934.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402801|ref|WP_007212935.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402803|ref|WP_007212936.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402805|ref|WP_007212937.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402807|ref|WP_007212938.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402809|ref|WP_007212939.1|	MULTISPECIES: N-acetylmuramoyl-L-alanine amidase [Bacteroides] 
gi|494402811|ref|WP_007212940.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402813|ref|WP_007212941.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402815|ref|WP_007212942.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402817|ref|WP_007212943.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402819|ref|WP_007212944.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402821|ref|WP_007212945.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402823|ref|WP_007212946.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402826|ref|WP_007212947.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402828|ref|WP_007212948.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402831|ref|WP_007212949.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402833|ref|WP_007212950.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402835|ref|WP_007212951.1|	MULTISPECIES: nucleoside diphosphate kinase [Bacteroides] 
gi|494402837|ref|WP_007212952.1|	MULTISPECIES: pantothenate kinase [Bacteroides] 
gi|494402839|ref|WP_007212953.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402841|ref|WP_007212954.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402843|ref|WP_007212955.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402845|ref|WP_007212956.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402847|ref|WP_007212957.1|	MULTISPECIES: hemolysin [Bacteroides] 
gi|494402849|ref|WP_007212958.1|	MULTISPECIES: peptidylprolyl isomerase [Bacteroides] 
gi|494402851|ref|WP_007212959.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402853|ref|WP_007212960.1|	MULTISPECIES: 50S rRNA methyltransferase [Bacteroides] 
gi|494402855|ref|WP_007212961.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402857|ref|WP_007212962.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402860|ref|WP_007212963.1|	MULTISPECIES: ATPase AAA [Bacteroides] 
gi|494402862|ref|WP_007212964.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402864|ref|WP_007212965.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402866|ref|WP_007212966.1|	MULTISPECIES: preprotein translocase subunit SecG [Bacteroides] 
gi|494402869|ref|WP_007212967.1|	MULTISPECIES: oxalate:formate antiporter [Bacteroides] 
gi|494402871|ref|WP_007212968.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402873|ref|WP_007212969.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402875|ref|WP_007212970.1|	6-phosphogluconolactonase [Bacteroides cellulosilyticus] 
gi|494402877|ref|WP_007212971.1|	glycosyl hydrolase family 3 [Bacteroides cellulosilyticus] 
gi|494402879|ref|WP_007212972.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402881|ref|WP_007212973.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402883|ref|WP_007212974.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402885|ref|WP_007212975.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402887|ref|WP_007212976.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402889|ref|WP_007212977.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402891|ref|WP_007212978.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402893|ref|WP_007212979.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402895|ref|WP_007212980.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402897|ref|WP_007212981.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402900|ref|WP_007212982.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402902|ref|WP_007212983.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402904|ref|WP_007212984.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402906|ref|WP_007212985.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402908|ref|WP_007212986.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402910|ref|WP_007212987.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402912|ref|WP_007212988.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402914|ref|WP_007212989.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402917|ref|WP_007212990.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402919|ref|WP_007212991.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402922|ref|WP_007212992.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402924|ref|WP_007212993.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402926|ref|WP_007212994.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402928|ref|WP_007212995.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402930|ref|WP_007212996.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402933|ref|WP_007212997.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402935|ref|WP_007212998.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402937|ref|WP_007212999.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402939|ref|WP_007213000.1|	integrase [Bacteroides cellulosilyticus] 
gi|494402941|ref|WP_007213001.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402943|ref|WP_007213002.1|	MULTISPECIES: beta-glycosidase [Bacteroides] 
gi|494402946|ref|WP_007213003.1|	carbohydrate esterase [Bacteroides cellulosilyticus] 
gi|494402948|ref|WP_007213004.1|	histidine kinase [Bacteroides cellulosilyticus] 
gi|494402950|ref|WP_007213005.1|	silent information regulator protein Sir2 [Bacteroides cellulosilyticus] 
gi|494402952|ref|WP_007213006.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494402954|ref|WP_007213007.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402956|ref|WP_007213008.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402958|ref|WP_007213009.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402961|ref|WP_007213010.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402963|ref|WP_007213011.1|	multidrug transporter MatE [Bacteroides cellulosilyticus] 
gi|494402965|ref|WP_007213012.1|	alpha-glucosidase [Bacteroides cellulosilyticus] 
gi|494402967|ref|WP_007213013.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402969|ref|WP_007213014.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402971|ref|WP_007213015.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402973|ref|WP_007213016.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402975|ref|WP_007213017.1|	glycan metabolism protein RagB [Bacteroides cellulosilyticus] 
gi|494402977|ref|WP_007213018.1|	collagen-binding protein [Bacteroides cellulosilyticus] 
gi|494402979|ref|WP_007213019.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494402981|ref|WP_007213020.1|	recombinase [Bacteroides cellulosilyticus] 
gi|494402983|ref|WP_007213021.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402985|ref|WP_007213022.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402986|ref|WP_007213023.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402988|ref|WP_007213024.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402990|ref|WP_007213025.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402992|ref|WP_007213026.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402994|ref|WP_007213027.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494402997|ref|WP_007213028.1|	DNA polymerase IV [Bacteroides cellulosilyticus] 
gi|494402999|ref|WP_007213029.1|	ATPase [Bacteroides cellulosilyticus] 
gi|494403001|ref|WP_007213030.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494403003|ref|WP_007213031.1|	heparinase [Bacteroides cellulosilyticus] 
gi|494403006|ref|WP_007213032.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|494403008|ref|WP_007213033.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494403010|ref|WP_007213034.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494403013|ref|WP_007213035.1|	LytTR family transcriptional regulator [Bacteroides cellulosilyticus] 
gi|494403015|ref|WP_007213036.1|	membrane protein [Bacteroides cellulosilyticus] 
gi|494403017|ref|WP_007213037.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494403020|ref|WP_007213038.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494403022|ref|WP_007213039.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494403024|ref|WP_007213040.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494403026|ref|WP_007213041.1|	copper homeostasis protein CutC [Bacteroides cellulosilyticus] 
gi|494403028|ref|WP_007213042.1|	ribonuclease [Bacteroides cellulosilyticus] 
gi|494403030|ref|WP_007213043.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494403032|ref|WP_007213044.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494403034|ref|WP_007213045.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494403036|ref|WP_007213046.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|494403039|ref|WP_007213047.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494403041|ref|WP_007213048.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494403044|ref|WP_007213049.1|	membrane protein [Bacteroides cellulosilyticus] 
gi|494403047|ref|WP_007213050.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|494403049|ref|WP_007213051.1|	GNAT family acetyltransferase [Bacteroides cellulosilyticus] 
gi|494403051|ref|WP_007213052.1|	alpha/beta hydrolase [Bacteroides cellulosilyticus] 
gi|494403053|ref|WP_007213053.1|	RNA polymerase subunit sigma-24 [Bacteroides cellulosilyticus] 
gi|494403055|ref|WP_007213054.1|	hypothetical protein [Bacteroides cellulosilyticus] 
gi|494403057|ref|WP_007213055.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494403059|ref|WP_007213056.1|	hypothetical protein partial [Bacteroides cellulosilyticus] 
gi|494403061|ref|WP_007213057.1|	MULTISPECIES: 6-pyruvoyl-tetrahydropterin synthase [Bacteroides] 
