gi|491884269|ref|WP_005651557.1|	hypothetical protein partial [Bacteroides stercoris] 
gi|491890515|ref|WP_005655265.1|	arsenic transporter [Bacteroides stercoris] 
gi|491890516|ref|WP_005655266.1|	protein tyrosine phosphatase [Bacteroides stercoris] 
gi|491890518|ref|WP_005655268.1|	arsenic transporter ATPase [Bacteroides stercoris] 
gi|491890520|ref|WP_005655270.1|	MULTISPECIES: arsenic resistance operon repressor [Bacteroides] 
gi|491890521|ref|WP_005655271.1|	cytochrome C biogenesis protein [Bacteroides stercoris] 
gi|491890522|ref|WP_005655272.1|	thioredoxin [Bacteroides stercoris] 
gi|491890525|ref|WP_005655275.1|	MULTISPECIES: hypothetical protein [Bacteroidales] 
gi|491890526|ref|WP_005655276.1|	ArsR family transcriptional regulator [Bacteroides stercoris] 
gi|491890528|ref|WP_005655278.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890530|ref|WP_005655280.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890532|ref|WP_005655282.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890535|ref|WP_005655285.1|	MULTISPECIES: transposase [Bacteroides] 
gi|491890536|ref|WP_005655286.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890537|ref|WP_005655287.1|	hypothetical protein partial [Bacteroides stercoris] 
gi|491890548|ref|WP_005655297.1|	MULTISPECIES: HIT family hydrolase [Bacteroides] 
gi|491890551|ref|WP_005655299.1|	transcription elongation factor GreA [Bacteroides stercoris] 
gi|491890553|ref|WP_005655300.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890555|ref|WP_005655301.1|	polynucleotide phosphorylase [Bacteroides stercoris] 
gi|491888112|ref|WP_005653833.1|	transposase [Bacteroides stercoris] 
gi|491890558|ref|WP_005655302.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890560|ref|WP_005655303.1|	MULTISPECIES: RNA polymerase sigma70 factor [Bacteroides] 
gi|491890562|ref|WP_005655304.1|	anti-sigma factor [Bacteroides stercoris] 
gi|491890564|ref|WP_005655305.1|	TonB-linked outer membrane protein [Bacteroides stercoris] 
gi|491890568|ref|WP_005655307.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890571|ref|WP_005655309.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890574|ref|WP_005655311.1|	butyrate kinase [Bacteroides stercoris] 
gi|491890577|ref|WP_005655313.1|	MULTISPECIES: phosphate butyryltransferase [Bacteroides] 
gi|491890581|ref|WP_005655315.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890584|ref|WP_005655317.1|	peptidase U61 [Bacteroides stercoris] 
gi|491890587|ref|WP_005655319.1|	glutamine cyclotransferase [Bacteroides stercoris] 
gi|491890590|ref|WP_005655321.1|	MULTISPECIES: Fe-S metabolism protein SufE [Bacteroides] 
gi|491890594|ref|WP_005655323.1|	MULTISPECIES: XRE family transcriptional regulator [Bacteroides] 
gi|491890596|ref|WP_005655324.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890599|ref|WP_005655326.1|	protease [Bacteroides stercoris] 
gi|491890601|ref|WP_005655327.1|	riboflavin kinase [Bacteroides stercoris] 
gi|491890604|ref|WP_005655328.1|	haloacid dehalogenase [Bacteroides stercoris] 
gi|491890605|ref|WP_005655329.1|	haloacid dehalogenase [Bacteroides stercoris] 
gi|491890607|ref|WP_005655330.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890609|ref|WP_005655331.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890611|ref|WP_005655332.1|	MULTISPECIES: rubredoxin [Bacteroides] 
gi|491890613|ref|WP_005655333.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890615|ref|WP_005655334.1|	ATPase AAA [Bacteroides stercoris] 
gi|491890617|ref|WP_005655335.1|	sensor histidine kinase [Bacteroides stercoris] 
gi|491890619|ref|WP_005655336.1|	Xaa-Pro aminopeptidase [Bacteroides stercoris] 
gi|491890622|ref|WP_005655338.1|	RNA polymerase sigma54 factor [Bacteroides stercoris] 
gi|491890625|ref|WP_005655340.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491890628|ref|WP_005655342.1|	glycine cleavage system protein H [Bacteroides stercoris] 
gi|491890630|ref|WP_005655343.1|	MULTISPECIES: phosphoribosylaminoimidazole carboxylase [Bacteroides] 
gi|491890633|ref|WP_005655345.1|	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase [Bacteroides stercoris] 
gi|491890636|ref|WP_005655347.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890638|ref|WP_005655348.1|	peptidase S41 [Bacteroides stercoris] 
gi|491890641|ref|WP_005655350.1|	sugar kinase [Bacteroides stercoris] 
gi|491889008|ref|WP_005654137.1|	transposase [Bacteroides stercoris] 
gi|491887338|ref|WP_005653242.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890646|ref|WP_005655353.1|	amidophosphoribosyltransferase [Bacteroides stercoris] 
gi|491890648|ref|WP_005655354.1|	DNA-binding protein [Bacteroides stercoris] 
gi|491890650|ref|WP_005655355.1|	cation transporter [Bacteroides stercoris] 
gi|491890652|ref|WP_005655356.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890654|ref|WP_005655357.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890657|ref|WP_005655359.1|	PhoB family transcriptional regulator [Bacteroides stercoris] 
gi|491890660|ref|WP_005655361.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890663|ref|WP_005655363.1|	heparinase [Bacteroides stercoris] 
gi|491890666|ref|WP_005655365.1|	exonuclease [Bacteroides stercoris] 
gi|491890670|ref|WP_005655367.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890672|ref|WP_005655368.1|	DNA-binding protein [Bacteroides stercoris] 
gi|491890674|ref|WP_005655369.1|	DNA mismatch repair protein MutT [Bacteroides stercoris] 
gi|491890677|ref|WP_005655370.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890679|ref|WP_005655371.1|	TonB-denpendent receptor [Bacteroides stercoris] 
gi|491890682|ref|WP_005655373.1|	DNA topoisomerase I [Bacteroides stercoris] 
gi|491890685|ref|WP_005655375.1|	MULTISPECIES: arginyl-tRNA synthetase [Bacteroides] 
gi|491890688|ref|WP_005655377.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|491885181|ref|WP_005651828.1|	transposase [Bacteroides stercoris] 
gi|491890691|ref|WP_005655379.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491890694|ref|WP_005655381.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890696|ref|WP_005655382.1|	endonuclease [Bacteroides stercoris] 
gi|491890698|ref|WP_005655383.1|	peptidase M3 [Bacteroides stercoris] 
gi|491890700|ref|WP_005655384.1|	MULTISPECIES: preprotein translocase subunit SecD [Bacteroides] 
gi|491890702|ref|WP_005655385.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890704|ref|WP_005655386.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890706|ref|WP_005655387.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890709|ref|WP_005655389.1|	N-acetylmuramoyl-L-alanine amidase [Bacteroides stercoris] 
gi|491890712|ref|WP_005655391.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890714|ref|WP_005655392.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890718|ref|WP_005655394.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890720|ref|WP_005655395.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890723|ref|WP_005655397.1|	reverse transcriptase [Bacteroides stercoris] 
gi|491890726|ref|WP_005655398.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890728|ref|WP_005655399.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890731|ref|WP_005655400.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890733|ref|WP_005655401.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890735|ref|WP_005655402.1|	acetylmuramoyl-L-alanine amidase [Bacteroides stercoris] 
gi|491890737|ref|WP_005655403.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890739|ref|WP_005655404.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890741|ref|WP_005655405.1|	phage tail tape measure protein [Bacteroides stercoris] 
gi|491890743|ref|WP_005655406.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890745|ref|WP_005655407.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890747|ref|WP_005655408.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890749|ref|WP_005655409.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890751|ref|WP_005655410.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890755|ref|WP_005655412.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890757|ref|WP_005655413.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890760|ref|WP_005655415.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890762|ref|WP_005655416.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890764|ref|WP_005655417.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890766|ref|WP_005655418.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890768|ref|WP_005655419.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890770|ref|WP_005655420.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890773|ref|WP_005655421.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890775|ref|WP_005655422.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890777|ref|WP_005655423.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890779|ref|WP_005655424.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890781|ref|WP_005655425.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890783|ref|WP_005655426.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890786|ref|WP_005655428.1|	DNA-cytosine methyltransferase [Bacteroides stercoris] 
gi|491890789|ref|WP_005655430.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890791|ref|WP_005655431.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890794|ref|WP_005655432.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890796|ref|WP_005655433.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890798|ref|WP_005655434.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890800|ref|WP_005655435.1|	MULTISPECIES: ADP-ribosylglycohydrolase [Bacteroides] 
gi|491890802|ref|WP_005655436.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890805|ref|WP_005655438.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890808|ref|WP_005655439.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890811|ref|WP_005655441.1|	MULTISPECIES: phage portal protein [Bacteroides] 
gi|491890815|ref|WP_005655444.1|	phage portal protein [Bacteroides stercoris] 
gi|491890818|ref|WP_005655446.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890820|ref|WP_005655447.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890822|ref|WP_005655448.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890824|ref|WP_005655449.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890826|ref|WP_005655450.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890827|ref|WP_005655451.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890829|ref|WP_005655452.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890831|ref|WP_005655453.1|	MULTISPECIES: demethylase [Bacteroides] 
gi|491890833|ref|WP_005655454.1|	MULTISPECIES: Fe-S-oxidoreductase [Bacteroides] 
gi|491890836|ref|WP_005655456.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890838|ref|WP_005655457.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890840|ref|WP_005655458.1|	MULTISPECIES: chromosome partitioning protein ParB [Bacteroides] 
gi|491890842|ref|WP_005655459.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890845|ref|WP_005655461.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890848|ref|WP_005655462.1|	MULTISPECIES: replication protein [Bacteroides] 
gi|491890850|ref|WP_005655463.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890852|ref|WP_005655464.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890854|ref|WP_005655465.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890858|ref|WP_005655467.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890861|ref|WP_005655469.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890864|ref|WP_005655471.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890869|ref|WP_005655474.1|	metallo-beta-lactamase [Bacteroides stercoris] 
gi|491890872|ref|WP_005655476.1|	recombinase [Bacteroides stercoris] 
gi|491890875|ref|WP_005655478.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890877|ref|WP_005655479.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890880|ref|WP_005655481.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890883|ref|WP_005655483.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|491890887|ref|WP_005655486.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890889|ref|WP_005655487.1|	MULTISPECIES: XRE family transcriptional regulator [Bacteroides] 
gi|491882049|ref|WP_005650570.1|	MULTISPECIES: hypothetical protein [Bacteroidales] 
gi|491890892|ref|WP_005655489.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890896|ref|WP_005655492.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890898|ref|WP_005655493.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890901|ref|WP_005655495.1|	MULTISPECIES: transposase [Bacteroides] 
gi|491890904|ref|WP_005655497.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890907|ref|WP_005655499.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890910|ref|WP_005655501.1|	MFS transporter [Bacteroides stercoris] 
gi|491890913|ref|WP_005655503.1|	MULTISPECIES: 2-oxoacid ferredoxin oxidoreductase subunit beta [Bacteroides] 
gi|491890916|ref|WP_005655505.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890919|ref|WP_005655507.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890921|ref|WP_005655508.1|	TonB-linked outer membrane protein [Bacteroides stercoris] 
gi|491890924|ref|WP_005655510.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890927|ref|WP_005655512.1|	MULTISPECIES: uracil phosphoribosyltransferase [Bacteroides] 
gi|491890931|ref|WP_005655514.1|	MULTISPECIES: phosphoenolpyruvate carboxykinase [Bacteroides] 
gi|491890934|ref|WP_005655516.1|	NADH dehydrogenase [Bacteroides stercoris] 
gi|491890937|ref|WP_005655518.1|	MULTISPECIES: GTP-binding protein TypA [Bacteroides] 
gi|491890940|ref|WP_005655520.1|	MULTISPECIES: 30S ribosomal protein S15 [Bacteroides] 
gi|491890943|ref|WP_005655522.1|	GNAT family acetyltransferase [Bacteroides stercoris] 
gi|491890946|ref|WP_005655524.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491890949|ref|WP_005655526.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|491890952|ref|WP_005655528.1|	MULTISPECIES: AMP-binding protein [Bacteroides] 
gi|491890955|ref|WP_005655530.1|	MULTISPECIES: S-ribosylhomocysteinase [Bacteroides] 
gi|491890957|ref|WP_005655531.1|	5'-methylthioadenosine nucleosidase [Bacteroides stercoris] 
gi|491890959|ref|WP_005655532.1|	membrane protein [Bacteroides stercoris] 
gi|491890962|ref|WP_005655534.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890964|ref|WP_005655535.1|	MULTISPECIES: ribosome-binding factor A [Bacteroides] 
gi|491890967|ref|WP_005655537.1|	MULTISPECIES: membrane protein [Bacteroides] 
gi|491890969|ref|WP_005655538.1|	O-methyltransferase [Bacteroides stercoris] 
gi|491890972|ref|WP_005655539.1|	pyruvate kinase [Bacteroides stercoris] 
gi|491890975|ref|WP_005655541.1|	3-dehydroquinate dehydratase [Bacteroides stercoris] 
gi|491890977|ref|WP_005655542.1|	integrase [Bacteroides stercoris] 
gi|491890980|ref|WP_005655544.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890982|ref|WP_005655545.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890985|ref|WP_005655546.1|	MULTISPECIES: magnesium chelatase [Bacteroides] 
gi|491890987|ref|WP_005655547.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890989|ref|WP_005655548.1|	CoA ligase [Bacteroides stercoris] 
gi|491890992|ref|WP_005655550.1|	hypothetical protein [Bacteroides stercoris] 
gi|491890995|ref|WP_005655552.1|	methionyl-tRNA synthetase [Bacteroides stercoris] 
gi|491890997|ref|WP_005655553.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891000|ref|WP_005655555.1|	glycosyltransferase family 2 [Bacteroides stercoris] 
gi|491891002|ref|WP_005655556.1|	MULTISPECIES: acylneuraminate cytidylyltransferase [Bacteroides] 
gi|491891005|ref|WP_005655558.1|	glycosyltransferase family 2 [Bacteroides stercoris] 
gi|491891009|ref|WP_005655560.1|	MULTISPECIES: shikimate 5-dehydrogenase [Bacteroides] 
gi|491891011|ref|WP_005655562.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891013|ref|WP_005655563.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891017|ref|WP_005655565.1|	glycosyl transferase [Bacteroides stercoris] 
gi|491891019|ref|WP_005655566.1|	glycosyl transferase family 2 [Bacteroides stercoris] 
gi|491891022|ref|WP_005655568.1|	MULTISPECIES: NAD-dependent protein deacylase [Bacteroides] 
gi|491891027|ref|WP_005655571.1|	peptidylprolyl isomerase [Bacteroides stercoris] 
gi|491891030|ref|WP_005655573.1|	peptidylprolyl isomerase [Bacteroides stercoris] 
gi|491891032|ref|WP_005655574.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|491891034|ref|WP_005655575.1|	membrane protein [Bacteroides stercoris] 
gi|491891039|ref|WP_005655578.1|	MULTISPECIES: TonB-dependent receptor [Bacteroides] 
gi|491891042|ref|WP_005655579.1|	membrane protein [Bacteroides stercoris] 
gi|491891048|ref|WP_005655583.1|	chondroitinase [Bacteroides stercoris] 
gi|491891050|ref|WP_005655584.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891053|ref|WP_005655586.1|	MULTISPECIES: TonB-denpendent receptor [Bacteroides] 
gi|491891056|ref|WP_005655588.1|	MULTISPECIES: acid phosphatase [Bacteroides] 
gi|491891059|ref|WP_005655590.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891061|ref|WP_005655591.1|	K+-dependent Na+/Ca+ exchanger [Bacteroides stercoris] 
gi|491891063|ref|WP_005655592.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|491891066|ref|WP_005655594.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891069|ref|WP_005655596.1|	DNA topoisomerase IV subunit B [Bacteroides stercoris] 
gi|491891071|ref|WP_005655597.1|	phosphopantetheine adenylyltransferase [Bacteroides stercoris] 
gi|491891074|ref|WP_005655599.1|	peptidase S41 [Bacteroides stercoris] 
gi|491891077|ref|WP_005655601.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891079|ref|WP_005655602.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|491891083|ref|WP_005655605.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891085|ref|WP_005655606.1|	MULTISPECIES: fumarate reductase [Bacteroides] 
gi|491891088|ref|WP_005655608.1|	succinate dehydrogenase [Bacteroides stercoris] 
gi|491891090|ref|WP_005655609.1|	succinate dehydrogenase [Bacteroides stercoris] 
gi|491891093|ref|WP_005655611.1|	transcriptional regulator [Bacteroides stercoris] 
gi|491891096|ref|WP_005655613.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891099|ref|WP_005655615.1|	hypothetical protein [Bacteroides stercoris] 
gi|491891103|ref|WP_005655617.1|	membrane protein [Bacteroides stercoris] 
gi|491891106|ref|WP_005655619.1|	DNA processing protein DprA [Bacteroides stercoris] 
