gi|490986841|ref|WP_004848574.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990104|ref|WP_004851837.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990106|ref|WP_004851839.1|	histidine kinase [Coprococcus eutactus] 
gi|490990108|ref|WP_004851841.1|	DNA mismatch repair protein [Coprococcus eutactus] 
gi|490990110|ref|WP_004851843.1|	membrane protein [Coprococcus eutactus] 
gi|490990111|ref|WP_004851844.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990113|ref|WP_004851846.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990114|ref|WP_004851847.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990116|ref|WP_004851849.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990118|ref|WP_004851851.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990119|ref|WP_004851852.1|	metallophosphoesterase [Coprococcus eutactus] 
gi|490990122|ref|WP_004851855.1|	Ser/Thr phosphatase [Coprococcus eutactus] 
gi|490990124|ref|WP_004851857.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990125|ref|WP_004851858.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990127|ref|WP_004851860.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990128|ref|WP_004851861.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990131|ref|WP_004851864.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990134|ref|WP_004851867.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990135|ref|WP_004851868.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990138|ref|WP_004851871.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990140|ref|WP_004851873.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990143|ref|WP_004851876.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990145|ref|WP_004851878.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990148|ref|WP_004851881.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990150|ref|WP_004851883.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990153|ref|WP_004851886.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990154|ref|WP_004851887.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990156|ref|WP_004851889.1|	glycoside hydrolase [Coprococcus eutactus] 
gi|490990158|ref|WP_004851891.1|	ArsC family transcriptional regulator [Coprococcus eutactus] 
gi|490990159|ref|WP_004851892.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990161|ref|WP_004851894.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990162|ref|WP_004851895.1|	toxin Fic [Coprococcus eutactus] 
gi|490990164|ref|WP_004851897.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990166|ref|WP_004851899.1|	toxin Fic [Coprococcus eutactus] 
gi|490990167|ref|WP_004851900.1|	MFS transporter [Coprococcus eutactus] 
gi|490990169|ref|WP_004851902.1|	ATPase [Coprococcus eutactus] 
gi|490990171|ref|WP_004851904.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990174|ref|WP_004851907.1|	restriction endonuclease [Coprococcus eutactus] 
gi|490990176|ref|WP_004851909.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990178|ref|WP_004851911.1|	restriction endonuclease subunit M [Coprococcus eutactus] 
gi|490990180|ref|WP_004851913.1|	transcriptional regulator [Coprococcus eutactus] 
gi|490990182|ref|WP_004851915.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990184|ref|WP_004851917.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990185|ref|WP_004851918.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990187|ref|WP_004851920.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990189|ref|WP_004851922.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990191|ref|WP_004851924.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990192|ref|WP_004851925.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990194|ref|WP_004851927.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990196|ref|WP_004851929.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990198|ref|WP_004851931.1|	addiction module toxin RelE [Coprococcus eutactus] 
gi|490990201|ref|WP_004851934.1|	toxin-antitoxin system protein [Coprococcus eutactus] 
gi|490990203|ref|WP_004851936.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990205|ref|WP_004851938.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990208|ref|WP_004851941.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990211|ref|WP_004851944.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990213|ref|WP_004851946.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990216|ref|WP_004851949.1|	RNA methyltransferase [Coprococcus eutactus] 
gi|490990217|ref|WP_004851950.1|	hydrolase [Coprococcus eutactus] 
gi|490990220|ref|WP_004851953.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990221|ref|WP_004851954.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990224|ref|WP_004851957.1|	DNA mismatch repair protein MutS [Coprococcus eutactus] 
gi|490990226|ref|WP_004851959.1|	MULTISPECIES: PhoP family transcriptional regulator [Coprococcus] 
gi|490990227|ref|WP_004851960.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990229|ref|WP_004851962.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990231|ref|WP_004851964.1|	MULTISPECIES: tRNA methyltransferase [Coprococcus] 
gi|490990233|ref|WP_004851966.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990234|ref|WP_004851967.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990237|ref|WP_004851970.1|	ATPase AAA [Coprococcus eutactus] 
gi|490990238|ref|WP_004851971.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990241|ref|WP_004851974.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990244|ref|WP_004851977.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990245|ref|WP_004851978.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990247|ref|WP_004851980.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990250|ref|WP_004851983.1|	serine protease [Coprococcus eutactus] 
gi|490990252|ref|WP_004851985.1|	ATP-binding protein [Coprococcus eutactus] 
gi|490990253|ref|WP_004851986.1|	thiamine biosynthesis protein ThiH [Coprococcus eutactus] 
gi|490990255|ref|WP_004851988.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990257|ref|WP_004851990.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990259|ref|WP_004851992.1|	MULTISPECIES: ATP synthase F1 subunit epsilon [Coprococcus] 
gi|490990260|ref|WP_004851993.1|	F0F1 ATP synthase subunit beta [Coprococcus eutactus] 
gi|490990261|ref|WP_004851994.1|	MULTISPECIES: F0F1 ATP synthase subunit gamma [Coprococcus] 
gi|490990263|ref|WP_004851996.1|	MULTISPECIES: ATP synthase F1 subunit alpha [Coprococcus] 
gi|490990265|ref|WP_004851998.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990266|ref|WP_004851999.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990268|ref|WP_004852001.1|	MULTISPECIES: F0F1 ATP synthase subunit C [Coprococcus] 
gi|490990269|ref|WP_004852002.1|	MULTISPECIES: F0F1 ATP synthase subunit A [Coprococcus] 
gi|490990271|ref|WP_004852004.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990273|ref|WP_004852006.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990275|ref|WP_004852008.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990277|ref|WP_004852010.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990279|ref|WP_004852012.1|	3-oxoacyl-ACP synthase [Coprococcus eutactus] 
gi|490990280|ref|WP_004852013.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990282|ref|WP_004852015.1|	MULTISPECIES: glycoside hydrolase family 3 [Coprococcus] 
gi|490990283|ref|WP_004852016.1|	MULTISPECIES: 3-ketoacyl-ACP reductase [Coprococcus] 
gi|490990285|ref|WP_004852018.1|	MULTISPECIES: ACP S-malonyltransferase [Coprococcus] 
gi|490990286|ref|WP_004852019.1|	MULTISPECIES: acyl carrier protein [Coprococcus] 
gi|490990288|ref|WP_004852021.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990290|ref|WP_004852023.1|	ankyrin [Coprococcus eutactus] 
gi|490990292|ref|WP_004852025.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990294|ref|WP_004852027.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990296|ref|WP_004852029.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990297|ref|WP_004852030.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990298|ref|WP_004852031.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990300|ref|WP_004852033.1|	alpha-amylase [Coprococcus eutactus] 
gi|490990302|ref|WP_004852035.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990305|ref|WP_004852038.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990306|ref|WP_004852039.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990308|ref|WP_004852041.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990310|ref|WP_004852043.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990312|ref|WP_004852045.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990314|ref|WP_004852047.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990316|ref|WP_004852049.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990318|ref|WP_004852051.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990319|ref|WP_004852052.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990320|ref|WP_004852053.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990322|ref|WP_004852055.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990324|ref|WP_004852057.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990325|ref|WP_004852058.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990328|ref|WP_004852061.1|	triacylglycerol lipase [Coprococcus eutactus] 
gi|490990329|ref|WP_004852062.1|	cell division protein FtsH [Coprococcus eutactus] 
gi|490990332|ref|WP_004852065.1|	hypoxanthine phosphoribosyltransferase [Coprococcus eutactus] 
gi|490990334|ref|WP_004852067.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990335|ref|WP_004852068.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990337|ref|WP_004852070.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990338|ref|WP_004852071.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990340|ref|WP_004852073.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990341|ref|WP_004852074.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990344|ref|WP_004852077.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990345|ref|WP_004852078.1|	MULTISPECIES: DNA-binding protein [Coprococcus] 
gi|490990347|ref|WP_004852080.1|	MULTISPECIES: stage V sporulation protein T [Coprococcus] 
gi|490990349|ref|WP_004852082.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990352|ref|WP_004852085.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990353|ref|WP_004852086.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990354|ref|WP_004852087.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990356|ref|WP_004852089.1|	histidine phosphotransferase [Coprococcus eutactus] 
gi|490990358|ref|WP_004852091.1|	hisitidine kinase [Coprococcus eutactus] 
gi|490990359|ref|WP_004852092.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990362|ref|WP_004852095.1|	pyrroline-5-carboxylate reductase [Coprococcus eutactus] 
gi|490990363|ref|WP_004852096.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990365|ref|WP_004852098.1|	MULTISPECIES: acyltransferase [Coprococcus] 
gi|490990366|ref|WP_004852099.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990368|ref|WP_004852101.1|	MULTISPECIES: UDP-galactopyranose mutase [Coprococcus] 
gi|490990370|ref|WP_004852103.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990371|ref|WP_004852104.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990373|ref|WP_004852106.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990375|ref|WP_004852108.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990377|ref|WP_004852110.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990379|ref|WP_004852112.1|	4-hydroxy-2-ketovalerate aldolase [Coprococcus eutactus] 
gi|490990380|ref|WP_004852113.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990382|ref|WP_004852115.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990384|ref|WP_004852117.1|	UDP-galactose-4-epimerase [Coprococcus eutactus] 
gi|490990386|ref|WP_004852119.1|	galactose-1-phosphate uridylyltransferase [Coprococcus eutactus] 
gi|490990387|ref|WP_004852120.1|	galactokinase [Coprococcus eutactus] 
gi|490990389|ref|WP_004852122.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990391|ref|WP_004852124.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990393|ref|WP_004852126.1|	MULTISPECIES: NADPH-dependent FMN reductase [Coprococcus] 
gi|490990395|ref|WP_004852128.1|	AraC family transcriptional regulator [Coprococcus eutactus] 
gi|490990396|ref|WP_004852129.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990398|ref|WP_004852131.1|	phosphoribosylanthranilate isomerase [Coprococcus eutactus] 
gi|490990399|ref|WP_004852132.1|	ATPase [Coprococcus eutactus] 
gi|490990401|ref|WP_004852134.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990402|ref|WP_004852135.1|	TetR family transcriptional regulator [Coprococcus eutactus] 
gi|490990403|ref|WP_004852136.1|	MULTISPECIES: ATPase [Coprococcus] 
gi|490990404|ref|WP_004852137.1|	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [Coprococcus eutactus] 
gi|490990406|ref|WP_004852139.1|	LysR family transcriptional regulator [Coprococcus eutactus] 
gi|490990408|ref|WP_004852141.1|	LysR family transcriptional regulator [Coprococcus eutactus] 
gi|490990410|ref|WP_004852143.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990411|ref|WP_004852144.1|	membrane protein [Coprococcus eutactus] 
gi|490990413|ref|WP_004852146.1|	membrane protein [Coprococcus eutactus] 
gi|490990415|ref|WP_004852148.1|	biotin synthase [Coprococcus eutactus] 
gi|490990417|ref|WP_004852150.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990419|ref|WP_004852152.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990421|ref|WP_004852154.1|	cobalt transporter [Coprococcus eutactus] 
gi|490990423|ref|WP_004852156.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990425|ref|WP_004852158.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990427|ref|WP_004852160.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990428|ref|WP_004852161.1|	acyl-CoA thioester hydrolase [Coprococcus eutactus] 
gi|490990429|ref|WP_004852162.1|	acetyl-CoA synthetase [Coprococcus eutactus] 
gi|490990432|ref|WP_004852165.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990435|ref|WP_004852168.1|	MULTISPECIES: ferredoxin [Coprococcus] 
gi|490990437|ref|WP_004852170.1|	UDP-N-acetylmuramate--alanine ligase [Coprococcus eutactus] 
gi|490990439|ref|WP_004852172.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990440|ref|WP_004852173.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990442|ref|WP_004852175.1|	phosphoribosylpyrophosphate synthetase [Coprococcus eutactus] 
gi|490990444|ref|WP_004852177.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990446|ref|WP_004852179.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990448|ref|WP_004852181.1|	MULTISPECIES: sporulation protein [Coprococcus] 
gi|490990450|ref|WP_004852183.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990451|ref|WP_004852184.1|	MULTISPECIES: PhoB family transcriptional regulator [Coprococcus] 
gi|490990454|ref|WP_004852187.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990456|ref|WP_004852189.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990457|ref|WP_004852190.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990459|ref|WP_004852192.1|	multidrug transporter MatE [Coprococcus eutactus] 
gi|490990461|ref|WP_004852194.1|	beta-lactamase [Coprococcus eutactus] 
gi|490990462|ref|WP_004852195.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990464|ref|WP_004852197.1|	glycosyl hydrolase [Coprococcus eutactus] 
gi|490990466|ref|WP_004852199.1|	ribosomal protein L31 [Coprococcus eutactus] 
gi|490990468|ref|WP_004852201.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990469|ref|WP_004852202.1|	sugar ABC transporter permease [Coprococcus eutactus] 
gi|490990471|ref|WP_004852204.1|	sugar ABC transporter permease [Coprococcus eutactus] 
gi|490990472|ref|WP_004852205.1|	sugar ABC transporter substrate-binding protein [Coprococcus eutactus] 
gi|490990474|ref|WP_004852207.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990476|ref|WP_004852209.1|	MULTISPECIES: alanine racemase [Coprococcus] 
gi|490990478|ref|WP_004852211.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990480|ref|WP_004852213.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990482|ref|WP_004852215.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990485|ref|WP_004852218.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990486|ref|WP_004852219.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990488|ref|WP_004852221.1|	MULTISPECIES: malate dehydrogenase [Coprococcus] 
gi|490990491|ref|WP_004852224.1|	MULTISPECIES: bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase [Coprococcus] 
gi|490990494|ref|WP_004852227.1|	MULTISPECIES: heme ABC transporter ATP-binding protein [Coprococcus] 
gi|490990497|ref|WP_004852230.1|	1,4-alpha-glucan branching protein [Coprococcus eutactus] 
gi|490990499|ref|WP_004852232.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990500|ref|WP_004852233.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990501|ref|WP_004852234.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990503|ref|WP_004852236.1|	glycerate dehydrogenase [Coprococcus eutactus] 
gi|490990504|ref|WP_004852237.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990506|ref|WP_004852239.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990508|ref|WP_004852241.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990510|ref|WP_004852243.1|	uridine phosphorylase [Coprococcus eutactus] 
gi|490990512|ref|WP_004852245.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990513|ref|WP_004852246.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990514|ref|WP_004852247.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990516|ref|WP_004852249.1|	multidrug ABC transporter ATP-binding protein [Coprococcus eutactus] 
gi|490990518|ref|WP_004852251.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990520|ref|WP_004852253.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990522|ref|WP_004852255.1|	hypothetical protein [Coprococcus eutactus] 
gi|490990525|ref|WP_004852258.1|	citrate synthase [Coprococcus eutactus] 
gi|490990526|ref|WP_004852259.1|	metal-dependent hydrolase [Coprococcus eutactus] 
gi|490990528|ref|WP_004852261.1|	MULTISPECIES: 3-oxoacyl-ACP synthase [Coprococcus] 
gi|490990529|ref|WP_004852262.1|	MULTISPECIES: hypothetical protein [Coprococcus] 
gi|490990531|ref|WP_004852264.1|	MULTISPECIES: acetyl-CoA carboxylase carboxyl transferase subunit beta [Coprococcus] 
gi|490990533|ref|WP_004852266.1|	3-oxoacyl-ACP synthase [Coprococcus eutactus] 
gi|490990535|ref|WP_004852268.1|	hypothetical protein [Coprococcus eutactus] 
