gi|490746319|ref|WP_004608627.1|	hypothetical protein partial [[Clostridium] spiroforme] 
gi|490747757|ref|WP_004610065.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747758|ref|WP_004610066.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747759|ref|WP_004610067.1|	RNA-directed DNA polymerase [[Clostridium] spiroforme] 
gi|490747760|ref|WP_004610068.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747761|ref|WP_004610069.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747762|ref|WP_004610070.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747763|ref|WP_004610071.1|	30S ribosomal protein S10 [[Clostridium] spiroforme] 
gi|490747764|ref|WP_004610072.1|	50S ribosomal protein L3 [[Clostridium] spiroforme] 
gi|490747765|ref|WP_004610073.1|	50S ribosomal protein L4 [[Clostridium] spiroforme] 
gi|490747766|ref|WP_004610074.1|	50S ribosomal protein L23 [[Clostridium] spiroforme] 
gi|490747767|ref|WP_004610075.1|	50S ribosomal protein L2 [[Clostridium] spiroforme] 
gi|490747768|ref|WP_004610076.1|	30S ribosomal protein S19 [[Clostridium] spiroforme] 
gi|490747769|ref|WP_004610077.1|	50S ribosomal protein L22 [[Clostridium] spiroforme] 
gi|490747770|ref|WP_004610078.1|	30S ribosomal protein S3 [[Clostridium] spiroforme] 
gi|490747771|ref|WP_004610079.1|	50S ribosomal protein L16 [[Clostridium] spiroforme] 
gi|490747772|ref|WP_004610080.1|	50S ribosomal protein L29 [[Clostridium] spiroforme] 
gi|490747773|ref|WP_004610081.1|	30S ribosomal protein S17 [[Clostridium] spiroforme] 
gi|490747774|ref|WP_004610082.1|	50S ribosomal protein L14 [[Clostridium] spiroforme] 
gi|490747775|ref|WP_004610083.1|	50S ribosomal protein L24 [[Clostridium] spiroforme] 
gi|490747776|ref|WP_004610084.1|	50S ribosomal protein L5 [[Clostridium] spiroforme] 
gi|489632394|ref|WP_003536834.1|	MULTISPECIES: 30S ribosomal protein S14 [Firmicutes] 
gi|490747777|ref|WP_004610085.1|	30S ribosomal protein S8 [[Clostridium] spiroforme] 
gi|490747778|ref|WP_004610086.1|	50S ribosomal protein L6 [[Clostridium] spiroforme] 
gi|490747779|ref|WP_004610087.1|	50S ribosomal protein L18 [[Clostridium] spiroforme] 
gi|490747780|ref|WP_004610088.1|	30S ribosomal protein S5 [[Clostridium] spiroforme] 
gi|490747781|ref|WP_004610089.1|	MULTISPECIES: 50S ribosomal protein L30 [Firmicutes] 
gi|490747782|ref|WP_004610090.1|	50S ribosomal protein L15 [[Clostridium] spiroforme] 
gi|490747783|ref|WP_004610091.1|	preprotein translocase subunit SecY [[Clostridium] spiroforme] 
gi|490747784|ref|WP_004610092.1|	adenylate kinase [[Clostridium] spiroforme] 
gi|490747785|ref|WP_004610093.1|	methionine aminopeptidase [[Clostridium] spiroforme] 
gi|489632411|ref|WP_003536851.1|	MULTISPECIES: translation initiation factor IF-1 [Firmicutes] 
gi|490747786|ref|WP_004610094.1|	30S ribosomal protein S13 [[Clostridium] spiroforme] 
gi|490747787|ref|WP_004610095.1|	MULTISPECIES: 30S ribosomal protein S11 [Erysipelatoclostridium] 
gi|490747788|ref|WP_004610096.1|	DNA-directed RNA polymerase subunit alpha [[Clostridium] spiroforme] 
gi|490747789|ref|WP_004610097.1|	50S ribosomal protein L17 [[Clostridium] spiroforme] 
gi|490747790|ref|WP_004610098.1|	cobalt ABC transporter ATP-binding protein [[Clostridium] spiroforme] 
gi|490747791|ref|WP_004610099.1|	cobalt ABC transporter ATP-binding protein [[Clostridium] spiroforme] 
gi|490747792|ref|WP_004610100.1|	transporter [[Clostridium] spiroforme] 
gi|490747793|ref|WP_004610101.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747794|ref|WP_004610102.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747795|ref|WP_004610103.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747796|ref|WP_004610104.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747797|ref|WP_004610105.1|	amino acid lyase [[Clostridium] spiroforme] 
gi|490747798|ref|WP_004610106.1|	DNA-binding protein [[Clostridium] spiroforme] 
gi|490747799|ref|WP_004610107.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747800|ref|WP_004610108.1|	propanediol utilization phosphotransacylase [[Clostridium] spiroforme] 
gi|490747801|ref|WP_004610109.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747802|ref|WP_004610110.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747803|ref|WP_004610111.1|	phosphoglucosamine mutase [[Clostridium] spiroforme] 
gi|490747804|ref|WP_004610112.1|	transcriptional regulator [[Clostridium] spiroforme] 
gi|490747805|ref|WP_004610113.1|	histidine kinase [[Clostridium] spiroforme] 
gi|490746322|ref|WP_004608630.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747806|ref|WP_004610114.1|	RNA-directed DNA polymerase [[Clostridium] spiroforme] 
gi|490746776|ref|WP_004609084.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490746775|ref|WP_004609083.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490746653|ref|WP_004608961.1|	maturase [[Clostridium] spiroforme] 
gi|490747807|ref|WP_004610115.1|	multidrug transporter MatE [[Clostridium] spiroforme] 
gi|490747808|ref|WP_004610116.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747809|ref|WP_004610117.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747810|ref|WP_004610118.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747811|ref|WP_004610119.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747812|ref|WP_004610120.1|	molecular chaperone DnaJ [[Clostridium] spiroforme] 
gi|490747813|ref|WP_004610121.1|	molecular chaperone DnaK [[Clostridium] spiroforme] 
gi|490747814|ref|WP_004610122.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747815|ref|WP_004610123.1|	quinolinate synthetase [[Clostridium] spiroforme] 
gi|490747816|ref|WP_004610124.1|	L-aspartate oxidase [[Clostridium] spiroforme] 
gi|490747817|ref|WP_004610125.1|	nicotinate-nucleotide pyrophosphorylase [[Clostridium] spiroforme] 
gi|490747818|ref|WP_004610126.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747819|ref|WP_004610127.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747820|ref|WP_004610128.1|	S-adenosylmethionine tRNA ribosyltransferase [[Clostridium] spiroforme] 
gi|490747821|ref|WP_004610129.1|	queuine tRNA-ribosyltransferase [[Clostridium] spiroforme] 
gi|490747822|ref|WP_004610130.1|	hydrolase [[Clostridium] spiroforme] 
gi|490747823|ref|WP_004610131.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747824|ref|WP_004610132.1|	ferredoxin-NADP(+) reductase subunit alpha [[Clostridium] spiroforme] 
gi|490747825|ref|WP_004610133.1|	dihydropyrimidine dehydrogenase subunit A [[Clostridium] spiroforme] 
gi|490747826|ref|WP_004610134.1|	peptidase [[Clostridium] spiroforme] 
gi|490747827|ref|WP_004610135.1|	histidine kinase [[Clostridium] spiroforme] 
gi|490747828|ref|WP_004610136.1|	response regulator ArlR [[Clostridium] spiroforme] 
gi|490747829|ref|WP_004610137.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747830|ref|WP_004610138.1|	NADPH:quinone reductase [[Clostridium] spiroforme] 
gi|490747831|ref|WP_004610139.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747832|ref|WP_004610140.1|	inorganic pyrophosphatase [[Clostridium] spiroforme] 
gi|490747833|ref|WP_004610141.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747834|ref|WP_004610142.1|	membrane protein [[Clostridium] spiroforme] 
gi|490747835|ref|WP_004610143.1|	ABC transporter ATP-binding protein [[Clostridium] spiroforme] 
gi|490747836|ref|WP_004610144.1|	aminopeptidase [[Clostridium] spiroforme] 
gi|490747837|ref|WP_004610145.1|	transposase [[Clostridium] spiroforme] 
gi|490747838|ref|WP_004610146.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747839|ref|WP_004610147.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747840|ref|WP_004610148.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747841|ref|WP_004610149.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747842|ref|WP_004610150.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747843|ref|WP_004610151.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747844|ref|WP_004610152.1|	hydrolase [[Clostridium] spiroforme] 
gi|490747845|ref|WP_004610153.1|	HAD family hydrolase [[Clostridium] spiroforme] 
gi|490747846|ref|WP_004610154.1|	uracil-DNA glycosylase [[Clostridium] spiroforme] 
gi|490747847|ref|WP_004610155.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747848|ref|WP_004610156.1|	acetyltransferase [[Clostridium] spiroforme] 
gi|490747849|ref|WP_004610157.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747850|ref|WP_004610158.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747851|ref|WP_004610159.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747852|ref|WP_004610160.1|	glucose-1-phosphate adenylyltransferase [[Clostridium] spiroforme] 
gi|490747853|ref|WP_004610161.1|	glucose-1-phosphate adenylyltransferase [[Clostridium] spiroforme] 
gi|490747854|ref|WP_004610162.1|	glycogen synthase [[Clostridium] spiroforme] 
gi|490747855|ref|WP_004610163.1|	hydrolase [[Clostridium] spiroforme] 
gi|490747856|ref|WP_004610164.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747857|ref|WP_004610165.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747858|ref|WP_004610166.1|	cysteinyl-tRNA synthetase [[Clostridium] spiroforme] 
gi|490747859|ref|WP_004610167.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747860|ref|WP_004610168.1|	RNA methyltransferase [[Clostridium] spiroforme] 
gi|490747861|ref|WP_004610169.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747862|ref|WP_004610170.1|	50S ribosomal protein L33 [[Clostridium] spiroforme] 
gi|490747863|ref|WP_004610171.1|	preprotein translocase subunit SecE [[Clostridium] spiroforme] 
gi|490747864|ref|WP_004610172.1|	transcription antitermination protein NusG [[Clostridium] spiroforme] 
gi|490747865|ref|WP_004610173.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747866|ref|WP_004610174.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747867|ref|WP_004610175.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747868|ref|WP_004610176.1|	hydrolase [[Clostridium] spiroforme] 
gi|490746692|ref|WP_004609000.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747869|ref|WP_004610177.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747870|ref|WP_004610178.1|	sodium transporter [[Clostridium] spiroforme] 
gi|490747871|ref|WP_004610179.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747872|ref|WP_004610180.1|	bifunctional acetaldehyde-CoA/alcohol dehydrogenase [[Clostridium] spiroforme] 
gi|490747873|ref|WP_004610181.1|	hypothetical protein partial [[Clostridium] spiroforme] 
gi|490747874|ref|WP_004610182.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747875|ref|WP_004610183.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747876|ref|WP_004610184.1|	ABC transporter permease [[Clostridium] spiroforme] 
gi|490747877|ref|WP_004610185.1|	branched-chain amino acid ABC transporter permease [[Clostridium] spiroforme] 
gi|490747878|ref|WP_004610186.1|	branched-chain amino acid ABC transporter ATP-binding protein [[Clostridium] spiroforme] 
gi|490747879|ref|WP_004610187.1|	amino acid ABC transporter ATPase [[Clostridium] spiroforme] 
gi|490747880|ref|WP_004610188.1|	phosphoenolpyruvate-protein phosphotransferase [[Clostridium] spiroforme] 
gi|490747881|ref|WP_004610189.1|	glucosamine-6-phosphate deaminase [[Clostridium] spiroforme] 
gi|490747882|ref|WP_004610190.1|	metal-dependent phosphohydrolase [[Clostridium] spiroforme] 
gi|490747883|ref|WP_004610191.1|	homoserine O-succinyltransferase [[Clostridium] spiroforme] 
gi|490747884|ref|WP_004610192.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747885|ref|WP_004610193.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747886|ref|WP_004610194.1|	dipeptidase [[Clostridium] spiroforme] 
gi|490747887|ref|WP_004610195.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747888|ref|WP_004610196.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747889|ref|WP_004610197.1|	S1 RNA-binding protein [[Clostridium] spiroforme] 
gi|490747890|ref|WP_004610198.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747891|ref|WP_004610199.1|	Rrf2 family transcriptional regulator [[Clostridium] spiroforme] 
gi|490747892|ref|WP_004610200.1|	cysteine synthase [[Clostridium] spiroforme] 
gi|490747893|ref|WP_004610201.1|	transcriptional regulator [[Clostridium] spiroforme] 
gi|490747894|ref|WP_004610202.1|	6-phosphofructokinase [[Clostridium] spiroforme] 
gi|490747895|ref|WP_004610203.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747896|ref|WP_004610204.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747897|ref|WP_004610205.1|	O-acetylhomoserine aminocarboxypropyltransferase [[Clostridium] spiroforme] 
gi|490747898|ref|WP_004610206.1|	peptide deformylase [[Clostridium] spiroforme] 
gi|490747899|ref|WP_004610207.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747900|ref|WP_004610208.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747901|ref|WP_004610209.1|	stage V sporulation protein E [[Clostridium] spiroforme] 
gi|490747902|ref|WP_004610210.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747903|ref|WP_004610211.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747904|ref|WP_004610212.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747905|ref|WP_004610213.1|	rRNA methyltransferase [[Clostridium] spiroforme] 
gi|490747906|ref|WP_004610214.1|	phosphopantetheine adenylyltransferase [[Clostridium] spiroforme] 
gi|490747907|ref|WP_004610215.1|	aspartate carbamoyltransferase [[Clostridium] spiroforme] 
gi|490747908|ref|WP_004610216.1|	dihydroorotase [[Clostridium] spiroforme] 
gi|490747909|ref|WP_004610217.1|	dihydroorotate dehydrogenase [[Clostridium] spiroforme] 
gi|490747910|ref|WP_004610218.1|	dihydroorotate dehydrogenase [[Clostridium] spiroforme] 
gi|490747911|ref|WP_004610219.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747912|ref|WP_004610220.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747913|ref|WP_004610221.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747914|ref|WP_004610222.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747915|ref|WP_004610223.1|	NAD-dependent DNA ligase LigA [[Clostridium] spiroforme] 
gi|490747916|ref|WP_004610224.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747917|ref|WP_004610225.1|	aspartyl-tRNA amidotransferase [[Clostridium] spiroforme] 
gi|490747918|ref|WP_004610226.1|	aspartyl-tRNA amidotransferase [[Clostridium] spiroforme] 
gi|490747919|ref|WP_004610227.1|	aspartyl/glutamyl-tRNA amidotransferase subunit B [[Clostridium] spiroforme] 
gi|490747920|ref|WP_004610228.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747921|ref|WP_004610229.1|	23S rRNA methyltransferase [[Clostridium] spiroforme] 
gi|490747922|ref|WP_004610230.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747923|ref|WP_004610231.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747924|ref|WP_004610232.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747925|ref|WP_004610233.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490746936|ref|WP_004609244.1|	transposase [[Clostridium] spiroforme] 
gi|490746532|ref|WP_004608840.1|	transposase [[Clostridium] spiroforme] 
gi|490747926|ref|WP_004610234.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747927|ref|WP_004610235.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747928|ref|WP_004610236.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747929|ref|WP_004610237.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747930|ref|WP_004610238.1|	multidrug transporter MatE [[Clostridium] spiroforme] 
gi|490747931|ref|WP_004610239.1|	peptide deformylase [[Clostridium] spiroforme] 
gi|490747932|ref|WP_004610240.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747933|ref|WP_004610241.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747934|ref|WP_004610242.1|	membrane protein [[Clostridium] spiroforme] 
gi|490747935|ref|WP_004610243.1|	acetate kinase [[Clostridium] spiroforme] 
gi|490747936|ref|WP_004610244.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747937|ref|WP_004610245.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747938|ref|WP_004610246.1|	ATPase [[Clostridium] spiroforme] 
gi|490747939|ref|WP_004610247.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747940|ref|WP_004610248.1|	alanine acetyltransferase [[Clostridium] spiroforme] 
gi|490747941|ref|WP_004610249.1|	O-sialoglycoprotein endopeptidase [[Clostridium] spiroforme] 
gi|490747942|ref|WP_004610250.1|	CoA-binding protein [[Clostridium] spiroforme] 
gi|490747943|ref|WP_004610251.1|	asparaginyl-tRNA synthetase [[Clostridium] spiroforme] 
gi|490747944|ref|WP_004610252.1|	phosphohydrolase [[Clostridium] spiroforme] 
gi|490747945|ref|WP_004610253.1|	2-hydroxyacid dehydrogenase [[Clostridium] spiroforme] 
gi|490747946|ref|WP_004610254.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747947|ref|WP_004610255.1|	transporter [[Clostridium] spiroforme] 
gi|490747948|ref|WP_004610256.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747949|ref|WP_004610257.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747950|ref|WP_004610258.1|	transposase [[Clostridium] spiroforme] 
gi|490747951|ref|WP_004610259.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490746776|ref|WP_004609084.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490746775|ref|WP_004609083.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747952|ref|WP_004610260.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747953|ref|WP_004610261.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747954|ref|WP_004610262.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747955|ref|WP_004610263.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747740|ref|WP_004610048.1|	transposase [[Clostridium] spiroforme] 
gi|490747956|ref|WP_004610264.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747957|ref|WP_004610265.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747958|ref|WP_004610266.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747959|ref|WP_004610267.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747960|ref|WP_004610268.1|	D-Ala-D-Ala carboxypeptidase [[Clostridium] spiroforme] 
gi|490747961|ref|WP_004610269.1|	hypothetical protein [[Clostridium] spiroforme] 
gi|490747962|ref|WP_004610270.1|	iron hydrogenase [[Clostridium] spiroforme] 
gi|490747963|ref|WP_004610271.1|	pseudouridine synthase B [[Clostridium] spiroforme] 
