gi|493550569|ref|WP_006504245.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552479|ref|WP_006506074.1|	peptidase M19 [Catenibacterium mitsuokai] 
gi|493552480|ref|WP_006506075.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552481|ref|WP_006506076.1|	fumarate hydratase [Catenibacterium mitsuokai] 
gi|493552483|ref|WP_006506077.1|	hydrolyase [Catenibacterium mitsuokai] 
gi|493552484|ref|WP_006506078.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552485|ref|WP_006506079.1|	DNA-binding protein [Catenibacterium mitsuokai] 
gi|493552486|ref|WP_006506080.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552487|ref|WP_006506081.1|	propanediol utilization phosphotransacylase [Catenibacterium mitsuokai] 
gi|493552488|ref|WP_006506082.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552489|ref|WP_006506083.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552490|ref|WP_006506084.1|	phosphoglucosamine mutase [Catenibacterium mitsuokai] 
gi|493552491|ref|WP_006506085.1|	transcriptional regulator [Catenibacterium mitsuokai] 
gi|493552492|ref|WP_006506086.1|	histidine kinase [Catenibacterium mitsuokai] 
gi|493552493|ref|WP_006506087.1|	Fe-S oxidoreductase [Catenibacterium mitsuokai] 
gi|493552494|ref|WP_006506088.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552495|ref|WP_006506089.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552496|ref|WP_006506090.1|	purine nucleoside phosphorylase [Catenibacterium mitsuokai] 
gi|493552497|ref|WP_006506091.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552498|ref|WP_006506092.1|	alanine racemase [Catenibacterium mitsuokai] 
gi|493552499|ref|WP_006506093.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552500|ref|WP_006506094.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552501|ref|WP_006506095.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552502|ref|WP_006506096.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552503|ref|WP_006506097.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552504|ref|WP_006506098.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552505|ref|WP_006506099.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552506|ref|WP_006506100.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552508|ref|WP_006506101.1|	glutamate synthase [Catenibacterium mitsuokai] 
gi|493552509|ref|WP_006506102.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552510|ref|WP_006506103.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552511|ref|WP_006506104.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552512|ref|WP_006506105.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552513|ref|WP_006506106.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552514|ref|WP_006506107.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552515|ref|WP_006506108.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552516|ref|WP_006506109.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552517|ref|WP_006506110.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552519|ref|WP_006506111.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552520|ref|WP_006506112.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552521|ref|WP_006506113.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552522|ref|WP_006506114.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552523|ref|WP_006506115.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552524|ref|WP_006506116.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552525|ref|WP_006506117.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552526|ref|WP_006506118.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552527|ref|WP_006506119.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552529|ref|WP_006506120.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552530|ref|WP_006506121.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552531|ref|WP_006506122.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552532|ref|WP_006506123.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552533|ref|WP_006506124.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552534|ref|WP_006506125.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552535|ref|WP_006506126.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552536|ref|WP_006506127.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552537|ref|WP_006506128.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552539|ref|WP_006506129.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552540|ref|WP_006506130.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552541|ref|WP_006506131.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552542|ref|WP_006506132.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552543|ref|WP_006506133.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552544|ref|WP_006506134.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552545|ref|WP_006506135.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552547|ref|WP_006506136.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552548|ref|WP_006506137.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552549|ref|WP_006506138.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552551|ref|WP_006506140.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552550|ref|WP_006506139.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552552|ref|WP_006506141.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552553|ref|WP_006506142.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552554|ref|WP_006506143.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552555|ref|WP_006506144.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552556|ref|WP_006506145.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552557|ref|WP_006506146.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552558|ref|WP_006506147.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552560|ref|WP_006506148.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552561|ref|WP_006506149.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552562|ref|WP_006506150.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552563|ref|WP_006506151.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552564|ref|WP_006506152.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552565|ref|WP_006506153.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552566|ref|WP_006506154.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552567|ref|WP_006506155.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552569|ref|WP_006506156.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552570|ref|WP_006506157.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552571|ref|WP_006506158.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552572|ref|WP_006506159.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552573|ref|WP_006506160.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552574|ref|WP_006506161.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552575|ref|WP_006506162.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552576|ref|WP_006506163.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552578|ref|WP_006506164.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552579|ref|WP_006506165.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552580|ref|WP_006506166.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552581|ref|WP_006506167.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552583|ref|WP_006506169.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552582|ref|WP_006506168.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552584|ref|WP_006506170.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552585|ref|WP_006506171.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552586|ref|WP_006506172.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552587|ref|WP_006506173.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552588|ref|WP_006506174.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552589|ref|WP_006506175.1|	polyhydroxyalkanoic acid synthase [Catenibacterium mitsuokai] 
gi|493552590|ref|WP_006506176.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552591|ref|WP_006506177.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552592|ref|WP_006506178.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552593|ref|WP_006506179.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552594|ref|WP_006506180.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552595|ref|WP_006506181.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552596|ref|WP_006506182.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552598|ref|WP_006506183.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552600|ref|WP_006506185.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552599|ref|WP_006506184.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552601|ref|WP_006506186.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552602|ref|WP_006506187.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552603|ref|WP_006506188.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552604|ref|WP_006506189.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552605|ref|WP_006506190.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552607|ref|WP_006506191.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552608|ref|WP_006506192.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552609|ref|WP_006506193.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552610|ref|WP_006506194.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552611|ref|WP_006506195.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552612|ref|WP_006506196.1|	membrane protein [Catenibacterium mitsuokai] 
gi|493552613|ref|WP_006506197.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552615|ref|WP_006506198.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552616|ref|WP_006506199.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552617|ref|WP_006506200.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552618|ref|WP_006506201.1|	DNA-binding protein [Catenibacterium mitsuokai] 
gi|493552619|ref|WP_006506202.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552620|ref|WP_006506203.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552621|ref|WP_006506204.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552622|ref|WP_006506205.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552623|ref|WP_006506206.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552625|ref|WP_006506207.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552626|ref|WP_006506208.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552627|ref|WP_006506209.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552628|ref|WP_006506210.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552629|ref|WP_006506211.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552630|ref|WP_006506212.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552631|ref|WP_006506213.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552632|ref|WP_006506214.1|	spermidine/putrescine ABC transporter permease [Catenibacterium mitsuokai] 
gi|493552633|ref|WP_006506215.1|	ABC transporter permease [Catenibacterium mitsuokai] 
gi|493552634|ref|WP_006506216.1|	spermidine/putrescine ABC transporter ATP-binding protein [Catenibacterium mitsuokai] 
gi|493552635|ref|WP_006506217.1|	Cro/Cl family transcriptional regulator [Catenibacterium mitsuokai] 
gi|493552636|ref|WP_006506218.1|	prephenate dehydrogenase [Catenibacterium mitsuokai] 
gi|493552637|ref|WP_006506219.1|	nicotinate phosphoribosyltransferase [Catenibacterium mitsuokai] 
gi|493552638|ref|WP_006506220.1|	MULTISPECIES: hypothetical protein [Catenibacterium] 
gi|493552639|ref|WP_006506221.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552640|ref|WP_006506222.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552641|ref|WP_006506223.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552642|ref|WP_006506224.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552643|ref|WP_006506225.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552644|ref|WP_006506226.1|	histidine kinase [Catenibacterium mitsuokai] 
gi|493552645|ref|WP_006506227.1|	LuxR family transcriptional regulator [Catenibacterium mitsuokai] 
gi|493552646|ref|WP_006506228.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552647|ref|WP_006506229.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552648|ref|WP_006506230.1|	argininosuccinate synthase [Catenibacterium mitsuokai] 
gi|493552649|ref|WP_006506231.1|	argininosuccinate lyase [Catenibacterium mitsuokai] 
gi|493552650|ref|WP_006506232.1|	N-acetyl-gamma-glutamyl-phosphate reductase [Catenibacterium mitsuokai] 
gi|493552651|ref|WP_006506233.1|	ornithine acetyltransferase [Catenibacterium mitsuokai] 
gi|493552652|ref|WP_006506234.1|	acetylglutamate kinase [Catenibacterium mitsuokai] 
gi|493552653|ref|WP_006506235.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552654|ref|WP_006506236.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552655|ref|WP_006506237.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552656|ref|WP_006506238.1|	thiamine biosynthesis protein ThiF [Catenibacterium mitsuokai] 
gi|493552657|ref|WP_006506239.1|	MULTISPECIES: 4-methyl-5(B-hydroxyethyl)-thiazole monophosphate biosynthesis protein [Catenibacterium] 
gi|493552658|ref|WP_006506240.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552659|ref|WP_006506241.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552660|ref|WP_006506242.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552661|ref|WP_006506243.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552663|ref|WP_006506244.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552664|ref|WP_006506245.1|	holin [Catenibacterium mitsuokai] 
gi|493552665|ref|WP_006506246.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552666|ref|WP_006506247.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552667|ref|WP_006506248.1|	glutamine amidotransferase [Catenibacterium mitsuokai] 
gi|493552668|ref|WP_006506249.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552669|ref|WP_006506250.1|	ABC transporter substrate-binding protein [Catenibacterium mitsuokai] 
gi|493552670|ref|WP_006506251.1|	ABC transporter permease [Catenibacterium mitsuokai] 
gi|493552671|ref|WP_006506252.1|	ABC transporter ATP-binding protein [Catenibacterium mitsuokai] 
gi|493552672|ref|WP_006506253.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552673|ref|WP_006506254.1|	transcription elongation factor GreA [Catenibacterium mitsuokai] 
gi|493552674|ref|WP_006506255.1|	MULTISPECIES: uridine/cytidine kinase [Catenibacterium] 
gi|493552675|ref|WP_006506256.1|	protease [Catenibacterium mitsuokai] 
gi|493552676|ref|WP_006506257.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552677|ref|WP_006506258.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552678|ref|WP_006506259.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552679|ref|WP_006506260.1|	6-phosphogluconolactonase [Catenibacterium mitsuokai] 
gi|493552680|ref|WP_006506261.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552681|ref|WP_006506262.1|	MULTISPECIES: Holliday junction resolvase [Catenibacterium] 
gi|493552682|ref|WP_006506263.1|	MULTISPECIES: hypothetical protein [Catenibacterium] 
gi|493552683|ref|WP_006506264.1|	alanyl-tRNA synthase [Catenibacterium mitsuokai] 
gi|493552684|ref|WP_006506265.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552685|ref|WP_006506266.1|	conjugal transfer protein TraA [Catenibacterium mitsuokai] 
gi|493552686|ref|WP_006506267.1|	thiouridylase [Catenibacterium mitsuokai] 
gi|493552687|ref|WP_006506268.1|	ROK family transcriptional regulator [Catenibacterium mitsuokai] 
gi|493552688|ref|WP_006506269.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552689|ref|WP_006506270.1|	ADP-ribose pyrophosphatase [Catenibacterium mitsuokai] 
gi|493552690|ref|WP_006506271.1|	hypothetical protein partial [Catenibacterium mitsuokai] 
gi|493552691|ref|WP_006506272.1|	hypothetical protein [Catenibacterium mitsuokai] 
gi|493552692|ref|WP_006506273.1|	conjugal transfer protein TraX [Catenibacterium mitsuokai] 
gi|493552693|ref|WP_006506274.1|	lysophospholipase [Catenibacterium mitsuokai] 
