gi|495390983|ref|WP_008115684.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495394392|ref|WP_008119092.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394395|ref|WP_008119095.1|	phosphoribosylformylglycinamidine synthase [[Bacteroides] pectinophilus] 
gi|495394398|ref|WP_008119098.1|	MULTISPECIES: leucyl-tRNA synthetase [Bacteria] 
gi|495394399|ref|WP_008119099.1|	membrane protein [[Bacteroides] pectinophilus] 
gi|495394401|ref|WP_008119101.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394402|ref|WP_008119102.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394403|ref|WP_008119103.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394405|ref|WP_008119105.1|	polysaccharide biosynthesis protein GtrA [[Bacteroides] pectinophilus] 
gi|495394406|ref|WP_008119106.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394408|ref|WP_008119108.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394410|ref|WP_008119110.1|	stage V sporulation protein B [[Bacteroides] pectinophilus] 
gi|495394412|ref|WP_008119112.1|	MULTISPECIES: GntR family transcriptional regulator [Bacteria] 
gi|495394414|ref|WP_008119114.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394416|ref|WP_008119116.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394418|ref|WP_008119118.1|	ATP-dependent Clp protease ATP-binding protein [[Bacteroides] pectinophilus] 
gi|495394419|ref|WP_008119119.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394421|ref|WP_008119121.1|	DNA repair protein RadA [[Bacteroides] pectinophilus] 
gi|495394423|ref|WP_008119123.1|	chemotaxis protein [[Bacteroides] pectinophilus] 
gi|495394425|ref|WP_008119125.1|	glycoside hydrolase [[Bacteroides] pectinophilus] 
gi|495394427|ref|WP_008119127.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394429|ref|WP_008119129.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394431|ref|WP_008119131.1|	peptidase S8 [[Bacteroides] pectinophilus] 
gi|495394433|ref|WP_008119133.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394434|ref|WP_008119134.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394436|ref|WP_008119136.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394438|ref|WP_008119138.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394439|ref|WP_008119139.1|	potassium transporter [[Bacteroides] pectinophilus] 
gi|495394441|ref|WP_008119141.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394443|ref|WP_008119143.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394446|ref|WP_008119146.1|	orotidine 5'-phosphate decarboxylase [[Bacteroides] pectinophilus] 
gi|495394448|ref|WP_008119148.1|	dihydroorotate dehydrogenase [[Bacteroides] pectinophilus] 
gi|495394450|ref|WP_008119150.1|	diguanylate cyclase [[Bacteroides] pectinophilus] 
gi|495394452|ref|WP_008119152.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394454|ref|WP_008119154.1|	phosphoserine phosphatase [[Bacteroides] pectinophilus] 
gi|495394456|ref|WP_008119156.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394458|ref|WP_008119158.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394459|ref|WP_008119159.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394461|ref|WP_008119161.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394462|ref|WP_008119162.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394463|ref|WP_008119163.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394464|ref|WP_008119164.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394465|ref|WP_008119165.1|	sodium:proton antiporter [[Bacteroides] pectinophilus] 
gi|495394466|ref|WP_008119166.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394467|ref|WP_008119167.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394468|ref|WP_008119168.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394469|ref|WP_008119169.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394470|ref|WP_008119170.1|	asparagine synthase [[Bacteroides] pectinophilus] 
gi|495394471|ref|WP_008119171.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394473|ref|WP_008119173.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394474|ref|WP_008119174.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394476|ref|WP_008119176.1|	MULTISPECIES: radical SAM protein [Bacteria] 
gi|495394478|ref|WP_008119178.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394480|ref|WP_008119180.1|	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [[Bacteroides] pectinophilus] 
gi|495394482|ref|WP_008119182.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394484|ref|WP_008119184.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394485|ref|WP_008119185.1|	ATPase [[Bacteroides] pectinophilus] 
gi|495394488|ref|WP_008119188.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394490|ref|WP_008119190.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394491|ref|WP_008119191.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394493|ref|WP_008119193.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394494|ref|WP_008119194.1|	flavodoxin [[Bacteroides] pectinophilus] 
gi|495394497|ref|WP_008119197.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394499|ref|WP_008119199.1|	MULTISPECIES: cysteine synthase [Bacteria] 
gi|495394500|ref|WP_008119200.1|	MULTISPECIES: Rrf2 family transcriptional regulator [Bacteria] 
gi|495394503|ref|WP_008119203.1|	O-acetylhomoserine aminocarboxypropyltransferase [[Bacteroides] pectinophilus] 
gi|495394505|ref|WP_008119205.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394507|ref|WP_008119207.1|	UDP-diphosphatase [[Bacteroides] pectinophilus] 
gi|495394509|ref|WP_008119209.1|	MULTISPECIES: phosphohydrolase [Bacteria] 
gi|495394510|ref|WP_008119210.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394512|ref|WP_008119212.1|	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [[Bacteroides] pectinophilus] 
gi|495394513|ref|WP_008119213.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394515|ref|WP_008119215.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394517|ref|WP_008119217.1|	cysteinyl-tRNA synthetase [[Bacteroides] pectinophilus] 
gi|495394519|ref|WP_008119219.1|	MULTISPECIES: ribonuclease III [Bacteria] 
gi|495394521|ref|WP_008119221.1|	RNA methyltransferase [[Bacteroides] pectinophilus] 
gi|495394523|ref|WP_008119223.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394525|ref|WP_008119225.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394527|ref|WP_008119227.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394528|ref|WP_008119228.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394529|ref|WP_008119229.1|	MULTISPECIES: xylose isomerase [Bacteria] 
gi|495394530|ref|WP_008119230.1|	adenine phosphoribosyltransferase [[Bacteroides] pectinophilus] 
gi|495394531|ref|WP_008119231.1|	diguanylate cyclase [[Bacteroides] pectinophilus] 
gi|495394532|ref|WP_008119232.1|	glycosyl hydrolase family 88 [[Bacteroides] pectinophilus] 
gi|495394533|ref|WP_008119233.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394534|ref|WP_008119234.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394536|ref|WP_008119236.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394539|ref|WP_008119239.1|	glycerol dehydrogenase [[Bacteroides] pectinophilus] 
gi|495394542|ref|WP_008119242.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394543|ref|WP_008119243.1|	MULTISPECIES: prephenate dehydratase [Bacteria] 
gi|495394545|ref|WP_008119245.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394547|ref|WP_008119247.1|	polyphosphate kinase [[Bacteroides] pectinophilus] 
gi|495394549|ref|WP_008119249.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394553|ref|WP_008119253.1|	polyphosphate kinase [[Bacteroides] pectinophilus] 
gi|495394555|ref|WP_008119255.1|	sulfate transporter [[Bacteroides] pectinophilus] 
gi|495394558|ref|WP_008119258.1|	MULTISPECIES: translation initiation factor IF-3 [Bacteria] 
gi|495394560|ref|WP_008119260.1|	MULTISPECIES: 50S ribosomal protein L35 [Bacteria] 
gi|495394562|ref|WP_008119262.1|	MULTISPECIES: 50S ribosomal protein L20 [Bacteria] 
gi|495394566|ref|WP_008119266.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394567|ref|WP_008119267.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394568|ref|WP_008119268.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394570|ref|WP_008119270.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394571|ref|WP_008119271.1|	GntR family transcriptional regulator [[Bacteroides] pectinophilus] 
gi|495394573|ref|WP_008119273.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394575|ref|WP_008119275.1|	MULTISPECIES: GntR family transcriptional regulator [Bacteria] 
gi|495394577|ref|WP_008119277.1|	ABC transporter [[Bacteroides] pectinophilus] 
gi|495394579|ref|WP_008119279.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394581|ref|WP_008119281.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394583|ref|WP_008119283.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394585|ref|WP_008119285.1|	ATPase [[Bacteroides] pectinophilus] 
gi|495394586|ref|WP_008119286.1|	DNA damage-inducible protein [[Bacteroides] pectinophilus] 
gi|495394588|ref|WP_008119288.1|	cytidylate kinase [[Bacteroides] pectinophilus] 
gi|495394589|ref|WP_008119289.1|	DNA-binding protein [[Bacteroides] pectinophilus] 
gi|495394591|ref|WP_008119291.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394593|ref|WP_008119293.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394595|ref|WP_008119295.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394597|ref|WP_008119297.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394598|ref|WP_008119298.1|	ATP-dependent Clp protease ATP-binding protein [[Bacteroides] pectinophilus] 
gi|495394600|ref|WP_008119300.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394602|ref|WP_008119302.1|	sugar ABC transporter ATP-binding protein [[Bacteroides] pectinophilus] 
gi|495394605|ref|WP_008119305.1|	multidrug ABC transporter ATP-binding protein [[Bacteroides] pectinophilus] 
gi|495394606|ref|WP_008119306.1|	argininosuccinate lyase [[Bacteroides] pectinophilus] 
gi|495394607|ref|WP_008119307.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394608|ref|WP_008119308.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394609|ref|WP_008119309.1|	MULTISPECIES: teichoic acid glycosylation protein [Bacteria] 
gi|495394610|ref|WP_008119310.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394611|ref|WP_008119311.1|	MULTISPECIES: PhoP family transcriptional regulator [Bacteria] 
gi|495394612|ref|WP_008119312.1|	histidine kinase [[Bacteroides] pectinophilus] 
gi|495394613|ref|WP_008119313.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394614|ref|WP_008119314.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394616|ref|WP_008119316.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394617|ref|WP_008119317.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394620|ref|WP_008119320.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394622|ref|WP_008119322.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|490983870|ref|WP_004845616.1|	MULTISPECIES: transposase [Clostridiales] 
gi|495394626|ref|WP_008119326.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394629|ref|WP_008119329.1|	DNA-cytosine methyltransferase [[Bacteroides] pectinophilus] 
gi|495394630|ref|WP_008119330.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394632|ref|WP_008119332.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|490983873|ref|WP_004845619.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|490983874|ref|WP_004845620.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495394637|ref|WP_008119337.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394639|ref|WP_008119339.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394640|ref|WP_008119340.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394642|ref|WP_008119342.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394646|ref|WP_008119346.1|	MULTISPECIES: hypothetical protein [Clostridiales] 
gi|495394647|ref|WP_008119347.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495394649|ref|WP_008119349.1|	hypothetical protein partial [[Bacteroides] pectinophilus] 
gi|495394651|ref|WP_008119351.1|	MULTISPECIES: acetate kinase [Bacteria] 
gi|495394653|ref|WP_008119353.1|	MULTISPECIES: DNA-binding protein [Bacteria] 
gi|495394654|ref|WP_008119354.1|	MULTISPECIES: 50S ribosomal protein L32 [Bacteria] 
gi|495394655|ref|WP_008119355.1|	MULTISPECIES: phosphate acyltransferase [Bacteria] 
gi|495394656|ref|WP_008119356.1|	MULTISPECIES: acyl carrier protein [Bacteria] 
gi|495394657|ref|WP_008119357.1|	ribonuclease III [[Bacteroides] pectinophilus] 
gi|495394658|ref|WP_008119358.1|	chromosome segregation protein SMC [[Bacteroides] pectinophilus] 
gi|495394659|ref|WP_008119359.1|	cell division protein FtsY [[Bacteroides] pectinophilus] 
gi|495394661|ref|WP_008119361.1|	threonine dehydratase [[Bacteroides] pectinophilus] 
gi|495394663|ref|WP_008119363.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394666|ref|WP_008119366.1|	MULTISPECIES: macrolide ABC transporter ATP-binding protein [Bacteria] 
gi|495394668|ref|WP_008119368.1|	MULTISPECIES: ABC transporter permease [Bacteria] 
gi|495394670|ref|WP_008119370.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394672|ref|WP_008119372.1|	signal recognition particle protein Srp54 [[Bacteroides] pectinophilus] 
gi|495394674|ref|WP_008119374.1|	30S ribosomal protein S16 [[Bacteroides] pectinophilus] 
gi|495394677|ref|WP_008119377.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394678|ref|WP_008119378.1|	MULTISPECIES: 16S rRNA-processing protein RimM [Bacteria] 
gi|495394680|ref|WP_008119380.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394682|ref|WP_008119382.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394683|ref|WP_008119383.1|	MULTISPECIES: molecular chaperone Hsp70 [Bacteria] 
gi|495394684|ref|WP_008119384.1|	MULTISPECIES: rod shape-determining protein MreC [Bacteria] 
gi|495394685|ref|WP_008119385.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394686|ref|WP_008119386.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394687|ref|WP_008119387.1|	MULTISPECIES: septum site-determining protein MinC [Bacteria] 
gi|495394688|ref|WP_008119388.1|	MULTISPECIES: septum site-determining protein MinD [Bacteria] 
gi|495394689|ref|WP_008119389.1|	MULTISPECIES: cell division topological specificity factor MinE [Bacteria] 
gi|495394690|ref|WP_008119390.1|	MULTISPECIES: rod shape-determining protein RodA [Bacteria] 
gi|495394691|ref|WP_008119391.1|	MULTISPECIES: methylglyoxal synthase [Bacteria] 
gi|495394692|ref|WP_008119392.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394694|ref|WP_008119394.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394696|ref|WP_008119396.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394697|ref|WP_008119397.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394698|ref|WP_008119398.1|	3-dehydroquinate synthase [[Bacteroides] pectinophilus] 
gi|495394699|ref|WP_008119399.1|	peptidase A8 [[Bacteroides] pectinophilus] 
gi|495394700|ref|WP_008119400.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394701|ref|WP_008119401.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394702|ref|WP_008119402.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394703|ref|WP_008119403.1|	MULTISPECIES: cytidylate kinase [Bacteria] 
gi|495394704|ref|WP_008119404.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394706|ref|WP_008119406.1|	integrase [[Bacteroides] pectinophilus] 
gi|495394708|ref|WP_008119408.1|	RNA helicase [[Bacteroides] pectinophilus] 
gi|495394711|ref|WP_008119411.1|	ATPase [[Bacteroides] pectinophilus] 
gi|495394712|ref|WP_008119412.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394713|ref|WP_008119413.1|	MULTISPECIES: ArsR family transcriptional regulator [Bacteria] 
gi|495394714|ref|WP_008119414.1|	MULTISPECIES: ribosome-associated protein IOJAP [Bacteria] 
gi|495394715|ref|WP_008119415.1|	phosphodiesterase [[Bacteroides] pectinophilus] 
gi|495394716|ref|WP_008119416.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394717|ref|WP_008119417.1|	MULTISPECIES: RNA-binding protein [Bacteria] 
gi|495394718|ref|WP_008119418.1|	GTPase [[Bacteroides] pectinophilus] 
gi|495394719|ref|WP_008119419.1|	MULTISPECIES: 50S ribosomal protein L27 [Bacteria] 
gi|495394720|ref|WP_008119420.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394721|ref|WP_008119421.1|	MULTISPECIES: 50S ribosomal protein L21 [Bacteria] 
gi|495394723|ref|WP_008119423.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394726|ref|WP_008119426.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394728|ref|WP_008119428.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394729|ref|WP_008119429.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394730|ref|WP_008119430.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394732|ref|WP_008119432.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394734|ref|WP_008119434.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394736|ref|WP_008119436.1|	alanyl-tRNA synthase [[Bacteroides] pectinophilus] 
gi|495394738|ref|WP_008119438.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394740|ref|WP_008119440.1|	ribonuclease H [[Bacteroides] pectinophilus] 
gi|495394742|ref|WP_008119442.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394743|ref|WP_008119443.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394744|ref|WP_008119444.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394745|ref|WP_008119445.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394746|ref|WP_008119446.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394747|ref|WP_008119447.1|	teichoic acid ABC transporter ATP-binding protein [[Bacteroides] pectinophilus] 
gi|495394748|ref|WP_008119448.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394749|ref|WP_008119449.1|	hypothetical protein [[Bacteroides] pectinophilus] 
gi|495394750|ref|WP_008119450.1|	glycosyl transferase family 2 [[Bacteroides] pectinophilus] 
gi|495394752|ref|WP_008119452.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394754|ref|WP_008119454.1|	MULTISPECIES: hypothetical protein [Bacteria] 
gi|495394755|ref|WP_008119455.1|	hypothetical protein [[Bacteroides] pectinophilus] 
